family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Kiritimatiellaceae,Bacteria,15,1921783,cellular organisms;Bacteria;Pseudomonadati;PVC group;Kiritimatiellota;Kiritimatiellia;Kiritimatiellales;Kiritimatiellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;134625;1921781;1921782;1921783
Candidatus Ozemobacteraceae,Bacteria,15,2419832,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Ozemobacteria;Candidatus Ozemobacterales;Candidatus Ozemobacteraceae,cellular root;domain;no rank;clade;class;clade;family,131567;2;2323;1783234;2419830;2419831;2419832
Coelosphaeriaceae,Bacteria,15,1890430,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Coelosphaeriaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890424;1890430
Ketobacteraceae,Bacteria,15,3085096,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Ketobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72274;3085096
Candidatus Izemoplasmataceae,Bacteria,15,2975520,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Candidatus Izimaplasma;Candidatus Izemoplasmatales;Candidatus Izemoplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;1912503;2975519;2975520
Candidatus Halarchaeoplasmataceae,Archaea,15,2945042,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Candidatus Halarchaeoplasmatales;Candidatus Halarchaeoplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;2945041;2945042
Candidatus Humimicrobiaceae,Bacteria,15,2900655,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Humimicrobiia;Candidatus Humimicrobiales;Candidatus Humimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;2900648;2900650;2900655
Geovibrionaceae,Bacteria,15,2945019,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200930;68337;191393;2945019
Rivulariaceae,Bacteria,15,1185,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Rivulariaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1185
Oligoflexaceae,Bacteria,15,1553902,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;1553900;1553901;1553902
Minwuiaceae,Bacteria,15,2493628,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Minwuiales;Minwuiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;2493627;2493628
Candidatus Calditenuaceae,Archaea,15,3079257,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaerota incertae sedis;Candidatus Caldarchaeales;Candidatus Calditenuaceae,cellular root;domain;kingdom;phylum;no rank;order;family,131567;2157;1783275;651137;651142;3071582;3079257
Actinopolysporaceae,Bacteria,15,622451,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinopolysporales;Actinopolysporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;622450;622451
Desulfatibacillaceae,Bacteria,15,3031627,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatibacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3031627
Candidatus Desulforudaceae,Bacteria,15,3399799,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Candidatus Desulforudaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;68295;3399799
Candidatus Desulfofervidaceae,Bacteria,15,1902584,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Candidatus Desulfofervidia;Candidatus Desulfofervidales;Candidatus Desulfofervidaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031450;3031460;1902584
Candidatus Entotheonellaceae,Bacteria,15,3277338,cellular organisms;Bacteria;Pseudomonadati;Nitrospinota/Tectimicrobiota group;Candidatus Tectimicrobiota;Candidatus Entotheonellia;Candidatus Entotheonellales;Candidatus Entotheonellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1802340;1802339;3277336;3277337;3277338
Halorubellaceae,Archaea,15,3064798,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halorubellaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;183963;2235;3064798
Ancalomicrobiaceae,Bacteria,14,2172021,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ancalomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2172021
Candidatus Methanophagaceae,Archaea,14,3386224,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Candidatus Methanophagales;Candidatus Methanophagaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;588814;3386224
Candidatus Jordarchaeaceae,Archaea,14,2823879,cellular organisms;Archaea;Promethearchaeati;Promethearchaeati incertae sedis;Candidatus Jordarchaeia;Candidatus Jordarchaeales;Candidatus Jordarchaeaceae,cellular root;domain;kingdom;no rank;class;order;family,131567;2157;1935183;2823876;2823877;2823878;2823879
Thermoanaerobacterales Family III. Incertae Sedis,Bacteria,14,543371,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;68295;543371
Dictyobacteraceae,Bacteria,14,2571193,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;388448;2571193
Candidatus Aminicenantaceae,Bacteria,14,3090884,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Aminicenantota;Candidatus Aminicenantia;Candidatus Aminicenantales;Candidatus Aminicenantaceae,cellular root;domain;no rank;clade;phylum;class;order;family,131567;2;2323;1783234;67817;3090882;3090883;3090884
Candidatus Marinacidobacteraceae,Bacteria,14,3004329,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Candidatus Marinacidobacterales;Candidatus Marinacidobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;1813735;3004330;3004329
Gracilibacteraceae,Bacteria,14,541019,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Gracilibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;541019
Magnetococcaceae,Bacteria,13,1191479,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Magnetococcia;Magnetococcales;Magnetococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;3118669;1191478;1191479
Caminicellaceae,Bacteria,13,3118654,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Caminicellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3082720;3118654
Cymatolegaceae,Bacteria,13,3079746,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nodosilineales;Cymatolegaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3039985;3079746
Candidatus Geothermincolaceae,Bacteria,13,2900654,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Geothermincolia;Candidatus Geothermincolales;Candidatus Geothermincolaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;2900647;2900649;2900654
Aggregatilineaceae,Bacteria,13,2806305,cellular organisms;Bacteria;Bacillati;Chloroflexota;Anaerolineae;Aggregatilineales;Aggregatilineaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;292625;2806304;2806305
Thiohalophilaceae,Bacteria,13,3084970,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiohalomonadales;Thiohalophilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3084968;3084970
Fluviibacteraceae,Bacteria,13,2808923,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Fluviibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206389;2808923
Pleioneaceae,Bacteria,13,2823145,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Pleioneaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;2823145
Fortieaceae,Bacteria,13,1892264,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Fortieaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892264
Atribacteraceae,Bacteria,13,2847776,cellular organisms;Bacteria;Pseudomonadati;Atribacterota;Atribacteria;Atribacterales;Atribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;67818;2847774;2847775;2847776
Tepidamorphaceae,Bacteria,13,2844863,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Tepidamorphaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2844863
Candidatus Adiutricaceae,Bacteria,13,3031654,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfarculia;Candidatus Adiutricales;Candidatus Adiutricaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031646;3031653;3031654
Caldisphaeraceae,Archaea,13,255472,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Acidilobales;Caldisphaeraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;871006;255472
Cryptosporangiaceae,Bacteria,13,622454,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Cryptosporangiales;Cryptosporangiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2495577;622454
Amorphaceae,Bacteria,13,2685818,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Amorphaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2685818
Candidatus Spongiisociaceae,Bacteria,13,2983162,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Candidatus Spongiisociales;Candidatus Spongiisociaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;84992;2983161;2983162
Candidatus Anstonellaceae,Archaea,13,2885742,cellular organisms;Archaea;Nanobdellati;Candidatus Micrarchaeota;Candidatus Micrarchaeia;Candidatus Anstonellales;Candidatus Anstonellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;1801631;2885733;2885737;2885742
Paraconexibacteraceae,Bacteria,12,2758916,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Paraconexibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588673;2758916
Syntrophotaleaceae,Bacteria,12,2812024,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031651;69541;2812024
Thiolinaceae,Bacteria,12,2212439,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiolinaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72273;2212439
Candidatus Berkiellaceae,Bacteria,12,3345222,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Berkiellales;Candidatus Berkiellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3345221;3345222
Desulfallaceae,Bacteria,12,2867375,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;2867375
Haloplasmataceae,Bacteria,12,471823,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Haloplasmatales;Haloplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;471822;471823
Halothecacae,Bacteria,12,3079756,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Halothecacae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;3079756
Thermostichaceae,Bacteria,12,2881384,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Thermostichales;Thermostichaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;2881383;2881384
Candidatus Nanoperiomorbaceae,Bacteria,12,2171987,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Saccharibacteria;Candidatus Nanoperiomorbia;Candidatus Nanoperiomorbales;Candidatus Nanoperiomorbaceae,cellular root;domain;no rank;clade;phylum;class;order;family,131567;2;2323;1783234;95818;2171981;2171983;2171987
Notoacmeibacteraceae,Bacteria,12,2024981,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Notoacmeibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2024981
Microscillaceae,Bacteria,12,1937962,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Microscillaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1937962
Pelagicoccaceae,Bacteria,12,3056372,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Pelagicoccaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;414999;415001;3056372
Parvicellaceae,Bacteria,12,2975259,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Parvicellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;2975259
Geitlerinemataceae,Bacteria,12,3079752,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Geitlerinematales;Geitlerinemataceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079751;3079752
Candidatus Aquicultoraceae,Bacteria,12,2900659,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Aquicultoria;Candidatus Aquicultorales;Candidatus Aquicultoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;2900646;2900651;2900659
Aerosakkonemataceae,Bacteria,11,3079643,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Aerosakkonematales;Aerosakkonemataceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;3396146;3079643
Xenococcaceae,Bacteria,11,1890499,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Xenococcaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;52604;1890499
Desulfonatronaceae,Bacteria,11,224380,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonatronaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;224380
Magnetospirillaceae,Bacteria,11,3036766,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;3036766
Thiohalospiraceae,Bacteria,11,3085114,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiohalospirales;Thiohalospiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3085113;3085114
Oceanibaculaceae,Bacteria,11,3031147,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Oceanibaculaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;3031147
Candidatus Hakubellaceae,Bacteria,11,3073607,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetota incertae sedis;Candidatus Hakubellales;Candidatus Hakubellaceae,cellular root;domain;kingdom;phylum;no rank;order;family,131567;2;1783272;201174;2754713;3073606;3073607
Thermodesulfobiaceae,Bacteria,11,227387,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobiota;Thermodesulfobiia;Thermodesulfobiales;Thermodesulfobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3002442;3002443;3002444;227387
Candidatus Versatilivoraceae,Bacteria,11,3004226,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Candidatus Versatilivoradales;Candidatus Versatilivoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;204432;3004225;3004226
