genus,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,coverage_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status
Reyranella,76,1632,0.03,0.14,106,106,0,0.02,0.02,0.0,139.47,0.717,1.395,1,0,1,matched
Planktomarina,36,489,0.01,0.04,105,105,0,0.02,0.02,0.0,291.67,0.343,2.917,1,0,1,matched
Chromobacterium,20,144,0.01,0.01,105,105,0,0.02,0.02,0.0,525.0,0.19,5.25,1,0,1,matched
Apilactobacillus,6,9,0.0,0.0,105,105,0,0.02,0.02,0.0,1750.0,0.057,17.5,1,0,1,matched
Ferroplasma,15,43,0.01,0.0,105,105,0,0.02,0.02,0.0,700.0,0.143,7.0,1,0,1,matched
Pandoraea,13,212,0.0,0.02,105,105,0,0.02,0.02,0.0,807.69,0.124,8.077,1,0,1,matched
Yoonia,7,41,0.0,0.0,105,105,0,0.02,0.02,0.0,1500.0,0.067,15.0,1,0,1,matched
Luteimonas,103,449,0.04,0.04,104,104,0,0.02,0.02,0.0,100.97,0.99,1.01,1,0,1,matched
Thalassospira,51,247,0.02,0.02,104,104,0,0.02,0.02,0.0,203.92,0.49,2.039,1,0,1,matched
Acidocella,23,180,0.01,0.02,103,103,0,0.02,0.02,0.0,447.83,0.223,4.478,1,0,1,matched
Ureaplasma,22,128,0.01,0.01,102,102,0,0.02,0.02,0.0,463.64,0.216,4.636,1,0,1,matched
Pseudophaeobacter,9,15,0.0,0.0,101,101,0,0.02,0.02,0.0,1122.22,0.089,11.222,1,0,1,matched
Actinoplanes,59,504,0.02,0.04,100,100,0,0.02,0.02,0.0,169.49,0.59,1.695,1,0,1,matched
Alcaligenes,99,629,0.04,0.05,99,99,0,0.02,0.02,0.0,100.0,1.0,1.0,1,0,1,matched
Idiomarina,72,327,0.03,0.03,99,99,0,0.02,0.02,0.0,137.5,0.727,1.375,1,0,1,matched
Quinella,65,90,0.02,0.01,97,97,0,0.02,0.02,0.0,149.23,0.67,1.492,1,0,1,matched
Roseibium,4,6,0.0,0.0,97,97,0,0.02,0.02,0.0,2425.0,0.041,24.25,1,0,1,matched
Spirillospora,3,4,0.0,0.0,97,97,0,0.02,0.02,0.0,3233.33,0.031,32.333,1,0,1,matched
Oribacterium,103,251,0.04,0.02,97,97,0,0.02,0.02,0.0,94.17,1.062,0.942,1,0,1,matched
Acidiferrobacter,1,8,0.0,0.0,96,96,0,0.02,0.02,0.0,9600.0,0.01,96.0,1,0,1,matched
Kitasatospora,24,254,0.01,0.02,96,96,0,0.02,0.02,0.0,400.0,0.25,4.0,1,0,1,matched
Sporosarcina,76,386,0.03,0.03,96,96,0,0.02,0.02,0.0,126.32,0.792,1.263,1,0,1,matched
Sphingomicrobium,5,11,0.0,0.0,95,95,0,0.02,0.02,0.0,1900.0,0.053,19.0,1,0,1,matched
Brachybacterium,52,397,0.02,0.03,94,94,0,0.02,0.02,0.0,180.77,0.553,1.808,1,0,1,matched
Malacoplasma,5,9,0.0,0.0,94,94,0,0.02,0.02,0.0,1880.0,0.053,18.8,1,0,1,matched
Planococcus,58,273,0.02,0.02,94,94,0,0.02,0.02,0.0,162.07,0.617,1.621,1,0,1,matched
Thioalkalivibrio,23,72,0.01,0.01,94,94,0,0.02,0.02,0.0,408.7,0.245,4.087,1,0,1,matched
Kosakonia,26,373,0.01,0.03,93,93,0,0.02,0.02,0.0,357.69,0.28,3.577,1,0,1,matched
Photorhabdus,45,196,0.02,0.02,93,93,0,0.02,0.02,0.0,206.67,0.484,2.067,1,0,1,matched
Buchnera,111,274,0.04,0.02,93,93,0,0.02,0.02,0.0,83.78,1.194,0.838,1,0,1,matched
Dysgonomonas,115,227,0.04,0.02,93,93,0,0.02,0.02,0.0,80.87,1.237,0.809,1,0,1,matched
Rhodopila,17,26,0.01,0.0,93,93,0,0.02,0.02,0.0,547.06,0.183,5.471,1,0,1,matched
Prosthecobacter,51,510,0.02,0.04,92,92,0,0.02,0.02,0.0,180.39,0.554,1.804,1,0,1,matched
Mobilitalea,11,23,0.0,0.0,91,91,0,0.02,0.02,0.0,827.27,0.121,8.273,1,0,1,matched
Epibacterium,7,75,0.0,0.01,91,91,0,0.02,0.02,0.0,1300.0,0.077,13.0,1,0,1,matched
Herbaspirillum,48,293,0.02,0.02,90,90,0,0.02,0.02,0.0,187.5,0.533,1.875,1,0,1,matched
Phocoenobacter,18,134,0.01,0.01,90,90,0,0.02,0.02,0.0,500.0,0.2,5.0,1,0,1,matched
Piscirickettsia,5,135,0.0,0.01,90,90,0,0.02,0.02,0.0,1800.0,0.056,18.0,1,0,1,matched
Anaerovibrio,35,119,0.01,0.01,90,90,0,0.02,0.02,0.0,257.14,0.389,2.571,1,0,1,matched
Mitsuokella,17,94,0.01,0.01,90,90,0,0.02,0.02,0.0,529.41,0.189,5.294,1,0,1,matched
Chitinophaga,71,319,0.03,0.03,90,90,0,0.02,0.02,0.0,126.76,0.789,1.268,1,0,1,matched
Anoxybacillus,119,853,0.05,0.07,90,90,0,0.02,0.02,0.0,75.63,1.322,0.756,1,0,1,matched
Kaistella,1,1,0.0,0.0,90,90,0,0.02,0.02,0.0,9000.0,0.011,90.0,1,0,1,matched
Methylophaga,58,362,0.02,0.03,89,89,0,0.02,0.02,0.0,153.45,0.652,1.534,1,0,1,matched
Pseudolabrys,89,751,0.03,0.06,89,89,0,0.02,0.02,0.0,100.0,1.0,1.0,1,0,1,matched
Methanothrix,246,1914,0.09,0.16,89,89,0,0.02,0.02,0.0,36.18,2.764,0.362,1,0,1,matched
Borrelia,15,92,0.01,0.01,89,89,0,0.02,0.02,0.0,593.33,0.169,5.933,1,0,1,matched
Amylibacter,32,94,0.01,0.01,89,89,0,0.02,0.02,0.0,278.12,0.36,2.781,1,0,1,matched
Marinomonas,70,280,0.03,0.02,87,87,0,0.01,0.01,0.0,124.29,0.805,1.243,1,0,1,matched
Vagococcus,24,69,0.01,0.01,87,87,0,0.01,0.01,0.0,362.5,0.276,3.625,1,0,1,matched
Colwellia,173,693,0.07,0.06,86,86,0,0.01,0.01,0.0,49.71,2.012,0.497,1,0,1,matched
Nocardiopsis,70,346,0.03,0.03,86,86,0,0.01,0.01,0.0,122.86,0.814,1.229,1,0,1,matched
Aeromicrobium,30,200,0.01,0.02,85,85,0,0.01,0.01,0.0,283.33,0.353,2.833,1,0,1,matched
Leucobacter,100,337,0.04,0.03,84,84,0,0.01,0.01,0.0,84.0,1.19,0.84,1,0,1,matched
Endomicrobium,137,354,0.05,0.03,83,83,0,0.01,0.01,0.0,60.58,1.651,0.606,1,0,1,matched
Intestinimonas,41,65,0.02,0.01,83,83,0,0.01,0.01,0.0,202.44,0.494,2.024,1,0,1,matched
Acidiphilium,118,248,0.04,0.02,83,83,0,0.01,0.01,0.0,70.34,1.422,0.703,1,0,1,matched
Hungatella,35,141,0.01,0.01,83,83,0,0.01,0.01,0.0,237.14,0.422,2.371,1,0,1,matched
Slackia,26,101,0.01,0.01,82,82,0,0.01,0.01,0.0,315.38,0.317,3.154,1,0,1,matched
Rahnella,24,83,0.01,0.01,82,82,0,0.01,0.01,0.0,341.67,0.293,3.417,1,0,1,matched
Methylocystis,29,270,0.01,0.02,82,82,0,0.01,0.01,0.0,282.76,0.354,2.828,1,0,1,matched
Phaeobacter,12,236,0.0,0.02,82,82,0,0.01,0.01,0.0,683.33,0.146,6.833,1,0,1,matched
Virgibacillus,92,237,0.04,0.02,82,82,0,0.01,0.01,0.0,89.13,1.122,0.891,1,0,1,matched
Sulfuritalea,68,384,0.03,0.03,81,81,0,0.01,0.01,0.0,119.12,0.84,1.191,1,0,1,matched
Spiroplasma,48,228,0.02,0.02,80,80,0,0.01,0.01,0.0,166.67,0.6,1.667,1,0,1,matched
Paludibacter,160,760,0.06,0.06,80,80,0,0.01,0.01,0.0,50.0,2.0,0.5,1,0,1,matched
Phyllobacterium,35,141,0.01,0.01,79,79,0,0.01,0.01,0.0,225.71,0.443,2.257,1,0,1,matched
Halioglobus,105,416,0.04,0.03,79,79,0,0.01,0.01,0.0,75.24,1.329,0.752,1,0,1,matched
Ferrimicrobium,3,17,0.0,0.0,79,79,0,0.01,0.01,0.0,2633.33,0.038,26.333,1,0,1,matched
Agromyces,76,291,0.03,0.02,78,78,0,0.01,0.01,0.0,102.63,0.974,1.026,1,0,1,matched
Acidithrix,5,14,0.0,0.0,77,77,0,0.01,0.01,0.0,1540.0,0.065,15.4,1,0,1,matched
Ramlibacter,66,416,0.03,0.03,76,76,0,0.01,0.01,0.0,115.15,0.868,1.152,1,0,1,matched
Myxococcus,20,75,0.01,0.01,76,76,0,0.01,0.01,0.0,380.0,0.263,3.8,1,0,1,matched
Mobiluncus,4,50,0.0,0.0,76,76,0,0.01,0.01,0.0,1900.0,0.053,19.0,1,0,1,matched
Arcanobacterium,11,41,0.0,0.0,75,75,0,0.01,0.01,0.0,681.82,0.147,6.818,1,0,1,matched
Mesotoga,22,232,0.01,0.02,75,75,0,0.01,0.01,0.0,340.91,0.293,3.409,1,0,1,matched
Peptostreptococcus,38,145,0.01,0.01,75,75,0,0.01,0.01,0.0,197.37,0.507,1.974,1,0,1,matched
Sphaerochaeta,203,981,0.08,0.08,75,75,0,0.01,0.01,0.0,36.95,2.707,0.369,1,0,1,matched
Komagataeibacter,13,185,0.0,0.02,74,74,0,0.01,0.01,0.0,569.23,0.176,5.692,1,0,1,matched
Tannerella,63,130,0.02,0.01,74,74,0,0.01,0.01,0.0,117.46,0.851,1.175,1,0,1,matched
Granulicella,71,801,0.03,0.07,74,74,0,0.01,0.01,0.0,104.23,0.959,1.042,1,0,1,matched
Hyphomicrobium,173,655,0.07,0.05,73,73,0,0.01,0.01,0.0,42.2,2.37,0.422,0,1,1,matched
Empedobacter,21,126,0.01,0.01,73,73,0,0.01,0.01,0.0,347.62,0.288,3.476,1,0,1,matched
Roseinatronobacter,1,1,0.0,0.0,73,73,0,0.01,0.01,0.0,7300.0,0.014,73.0,1,0,1,matched
Fructilactobacillus,4,4,0.0,0.0,73,73,0,0.01,0.01,0.0,1825.0,0.055,18.25,1,0,1,matched
Alcanivorax,135,861,0.05,0.07,72,72,0,0.01,0.01,0.0,53.33,1.875,0.533,1,0,1,matched
Microbulbifer,25,135,0.01,0.01,72,72,0,0.01,0.01,0.0,288.0,0.347,2.88,1,0,1,matched
Thiolapillus,6,30,0.0,0.0,72,72,0,0.01,0.01,0.0,1200.0,0.083,12.0,1,0,1,matched
Oceanobacillus,67,260,0.03,0.02,72,72,0,0.01,0.01,0.0,107.46,0.931,1.075,1,0,1,matched
Gemella,151,597,0.06,0.05,72,72,0,0.01,0.01,0.0,47.68,2.097,0.477,1,0,1,matched
Blattabacterium,12,54,0.0,0.0,71,71,0,0.01,0.01,0.0,591.67,0.169,5.917,1,0,1,matched
Nonomuraea,51,227,0.02,0.02,71,71,0,0.01,0.01,0.0,139.22,0.718,1.392,1,0,1,matched
Pseudoflavonifractor,2,9,0.0,0.0,71,71,0,0.01,0.01,0.0,3550.0,0.028,35.5,1,0,1,matched
Longicatena,1,1,0.0,0.0,70,70,0,0.01,0.01,0.0,7000.0,0.014,70.0,1,0,1,matched
Tateyamaria,15,61,0.01,0.01,70,70,0,0.01,0.01,0.0,466.67,0.214,4.667,1,0,1,matched
Ottowia,41,146,0.02,0.01,69,69,0,0.01,0.01,0.0,168.29,0.594,1.683,1,0,1,matched
Methylomonas,43,402,0.02,0.03,69,69,0,0.01,0.01,0.0,160.47,0.623,1.605,1,0,1,matched
Hylemonella,4,18,0.0,0.0,69,69,0,0.01,0.01,0.0,1725.0,0.058,17.25,1,0,1,matched
Thauera,98,347,0.04,0.03,68,68,0,0.01,0.01,0.0,69.39,1.441,0.694,1,0,1,matched
Sellimonas,26,90,0.01,0.01,68,68,0,0.01,0.01,0.0,261.54,0.382,2.615,1,0,1,matched
Haloarcula,48,276,0.02,0.02,68,68,0,0.01,0.01,0.0,141.67,0.706,1.417,1,0,1,matched
Sandarakinorhabdus,6,131,0.0,0.01,68,68,0,0.01,0.01,0.0,1133.33,0.088,11.333,1,0,1,matched
Giesbergeria,4,15,0.0,0.0,67,67,0,0.01,0.01,0.0,1675.0,0.06,16.75,0,1,1,matched
Planktothrix,21,207,0.01,0.02,67,67,0,0.01,0.01,0.0,319.05,0.313,3.19,1,0,1,matched
Glutamicibacter,45,158,0.02,0.01,66,66,0,0.01,0.01,0.0,146.67,0.682,1.467,1,0,1,matched
Avibacterium,5,32,0.0,0.0,66,66,0,0.01,0.01,0.0,1320.0,0.076,13.2,1,0,1,matched
Dokdonella,64,239,0.02,0.02,66,66,0,0.01,0.01,0.0,103.12,0.97,1.031,1,0,1,matched
Rhodobacter,136,921,0.05,0.08,66,66,0,0.01,0.01,0.0,48.53,2.061,0.485,1,0,1,matched
Lelliottia,8,10,0.0,0.0,66,66,0,0.01,0.01,0.0,825.0,0.121,8.25,1,0,1,matched
Sulfuricurvum,84,438,0.03,0.04,66,66,0,0.01,0.01,0.0,78.57,1.273,0.786,1,0,1,matched
Rodentibacter,11,80,0.0,0.01,65,65,0,0.01,0.01,0.0,590.91,0.169,5.909,1,0,1,matched
Lacunisphaera,122,949,0.05,0.08,65,65,0,0.01,0.01,0.0,53.28,1.877,0.533,1,0,1,matched
Dyella,35,296,0.01,0.02,65,65,0,0.01,0.01,0.0,185.71,0.538,1.857,1,0,1,matched
Mogibacterium,105,374,0.04,0.03,65,65,0,0.01,0.01,0.0,61.9,1.615,0.619,1,0,1,matched
Gemmatimonas,432,2040,0.16,0.17,65,65,0,0.01,0.01,0.0,15.05,6.646,0.15,1,0,1,matched
Pseudanabaena,37,459,0.01,0.04,65,65,0,0.01,0.01,0.0,175.68,0.569,1.757,1,0,1,matched
Afipia,29,310,0.01,0.03,65,65,0,0.01,0.01,0.0,224.14,0.446,2.241,1,0,1,matched
Sedimentibacter,167,400,0.06,0.03,64,64,0,0.01,0.01,0.0,38.32,2.609,0.383,1,0,1,matched
Erysipelothrix,151,459,0.06,0.04,64,64,0,0.01,0.01,0.0,42.38,2.359,0.424,1,0,1,matched
Oxalobacter,14,55,0.01,0.0,64,64,0,0.01,0.01,0.0,457.14,0.219,4.571,1,0,1,matched
Methyloprofundus,24,175,0.01,0.01,64,64,0,0.01,0.01,0.0,266.67,0.375,2.667,1,0,1,matched
Histophilus,3,68,0.0,0.01,64,64,0,0.01,0.01,0.0,2133.33,0.047,21.333,1,0,1,matched
Allobaculum,13,25,0.0,0.0,64,64,0,0.01,0.01,0.0,492.31,0.203,4.923,1,0,1,matched
Aequorivita,35,72,0.01,0.01,63,63,0,0.01,0.01,0.0,180.0,0.556,1.8,1,0,1,matched
Propionicimonas,11,72,0.0,0.01,63,63,0,0.01,0.01,0.0,572.73,0.175,5.727,1,0,1,matched
Microvirga,78,400,0.03,0.03,63,63,0,0.01,0.01,0.0,80.77,1.238,0.808,1,0,1,matched
Dyadobacter,51,351,0.02,0.03,63,63,0,0.01,0.01,0.0,123.53,0.81,1.235,1,0,1,matched
Atlantibacter,5,10,0.0,0.0,63,63,0,0.01,0.01,0.0,1260.0,0.079,12.6,1,0,1,matched
Methanosphaera,104,281,0.04,0.02,62,62,0,0.01,0.01,0.0,59.62,1.677,0.596,1,0,1,matched
Desulfobacula,18,83,0.01,0.01,62,62,0,0.01,0.01,0.0,344.44,0.29,3.444,1,0,1,matched
Methylovulum,11,35,0.0,0.0,62,62,0,0.01,0.01,0.0,563.64,0.177,5.636,1,0,1,matched
Finegoldia,50,226,0.02,0.02,61,61,0,0.01,0.01,0.0,122.0,0.82,1.22,1,0,1,matched
Ileibacterium,4,11,0.0,0.0,61,61,0,0.01,0.01,0.0,1525.0,0.066,15.25,1,0,1,matched
Salinivibrio,32,109,0.01,0.01,61,61,0,0.01,0.01,0.0,190.62,0.525,1.906,1,0,1,matched
Senegalimassilia,13,68,0.0,0.01,61,61,0,0.01,0.01,0.0,469.23,0.213,4.692,1,0,1,matched
Enterovibrio,12,24,0.0,0.0,61,61,0,0.01,0.01,0.0,508.33,0.197,5.083,1,0,1,matched
Fournierella,16,31,0.01,0.0,61,61,0,0.01,0.01,0.0,381.25,0.262,3.812,1,0,1,matched
Commensalibacter,7,27,0.0,0.0,61,61,0,0.01,0.01,0.0,871.43,0.115,8.714,1,0,1,matched
Demequina,21,171,0.01,0.01,60,60,0,0.01,0.01,0.0,285.71,0.35,2.857,1,0,1,matched
Undibacterium,65,328,0.02,0.03,60,60,0,0.01,0.01,0.0,92.31,1.083,0.923,1,0,1,matched
Liberibacter,1,6,0.0,0.0,60,60,0,0.01,0.01,0.0,6000.0,0.017,60.0,1,0,1,matched
Haloferax,37,131,0.01,0.01,60,60,0,0.01,0.01,0.0,162.16,0.617,1.622,1,0,1,matched
Lentimonas,60,561,0.02,0.05,60,60,0,0.01,0.01,0.0,100.0,1.0,1.0,1,0,1,matched
Pontibacter,83,209,0.03,0.02,59,59,0,0.01,0.01,0.0,71.08,1.407,0.711,1,0,1,matched
Anaplasma,16,74,0.01,0.01,59,59,0,0.01,0.01,0.0,368.75,0.271,3.688,1,0,1,matched
Anaeroplasma,80,367,0.03,0.03,59,59,0,0.01,0.01,0.0,73.75,1.356,0.738,1,0,1,matched
Thermomonas,55,262,0.02,0.02,59,59,0,0.01,0.01,0.0,107.27,0.932,1.073,1,0,1,matched
Limnobacter,114,751,0.04,0.06,59,59,0,0.01,0.01,0.0,51.75,1.932,0.518,1,0,1,matched
Duganella,26,219,0.01,0.02,59,59,0,0.01,0.01,0.0,226.92,0.441,2.269,1,0,1,matched
Marinobacterium,74,364,0.03,0.03,58,58,0,0.01,0.01,0.0,78.38,1.276,0.784,1,0,1,matched
Sulfolobus,13,47,0.0,0.0,58,58,0,0.01,0.01,0.0,446.15,0.224,4.462,1,0,1,matched
Tabrizicola,40,131,0.02,0.01,58,58,0,0.01,0.01,0.0,145.0,0.69,1.45,1,0,1,matched
Methanoregula,88,876,0.03,0.07,58,58,0,0.01,0.01,0.0,65.91,1.517,0.659,1,0,1,matched
Granulicatella,62,467,0.02,0.04,57,57,0,0.01,0.01,0.0,91.94,1.088,0.919,1,0,1,matched
Alicyclobacillus,63,229,0.02,0.02,57,57,0,0.01,0.01,0.0,90.48,1.105,0.905,1,0,1,matched
Aliiroseovarius,18,37,0.01,0.0,57,57,0,0.01,0.01,0.0,316.67,0.316,3.167,1,0,1,matched
Wenzhouxiangella,16,61,0.01,0.01,56,56,0,0.01,0.01,0.0,350.0,0.286,3.5,1,0,1,matched
Gordonibacter,13,51,0.0,0.0,56,56,0,0.01,0.01,0.0,430.77,0.232,4.308,1,0,1,matched
Pseudobutyrivibrio,38,117,0.01,0.01,56,56,0,0.01,0.01,0.0,147.37,0.679,1.474,1,0,1,matched
Frisingicoccus,21,42,0.01,0.0,56,56,0,0.01,0.01,0.0,266.67,0.375,2.667,1,0,1,matched
Merdibacter,2,6,0.0,0.0,56,56,0,0.01,0.01,0.0,2800.0,0.036,28.0,1,0,1,matched
Thiopseudomonas,12,43,0.0,0.0,56,56,0,0.01,0.01,0.0,466.67,0.214,4.667,1,0,1,matched
Halobacillus,35,147,0.01,0.01,56,56,0,0.01,0.01,0.0,160.0,0.625,1.6,1,0,1,matched
Cobetia,19,95,0.01,0.01,56,56,0,0.01,0.01,0.0,294.74,0.339,2.947,1,0,1,matched
Rectinema,1,1,0.0,0.0,56,56,0,0.01,0.01,0.0,5600.0,0.018,56.0,1,0,1,matched
Rubrobacter,211,1322,0.08,0.11,56,56,0,0.01,0.01,0.0,26.54,3.768,0.265,1,0,1,matched
Cellulosimicrobium,25,119,0.01,0.01,55,55,0,0.01,0.01,0.0,220.0,0.455,2.2,1,0,1,matched
Sharpea,2,22,0.0,0.0,55,55,0,0.01,0.01,0.0,2750.0,0.036,27.5,1,0,1,matched
Metallibacterium,6,25,0.0,0.0,55,55,0,0.01,0.01,0.0,916.67,0.109,9.167,1,0,1,matched
Corallococcus,9,222,0.0,0.02,55,55,0,0.01,0.01,0.0,611.11,0.164,6.111,1,0,1,matched
Shimia,9,29,0.0,0.0,54,54,0,0.01,0.01,0.0,600.0,0.167,6.0,1,0,1,matched
Marivita,17,76,0.01,0.01,54,54,0,0.01,0.01,0.0,317.65,0.315,3.176,1,0,1,matched
Porticoccus,36,214,0.01,0.02,54,54,0,0.01,0.01,0.0,150.0,0.667,1.5,1,0,1,matched
Desulfosporosinus,220,487,0.08,0.04,53,53,0,0.01,0.01,0.0,24.09,4.151,0.241,1,0,1,matched
Saccharolobus,12,87,0.0,0.01,53,53,0,0.01,0.01,0.0,441.67,0.226,4.417,1,0,1,matched
Blastomonas,12,55,0.0,0.0,53,53,0,0.01,0.01,0.0,441.67,0.226,4.417,1,0,1,matched
Pseudidiomarina,9,44,0.0,0.0,53,53,0,0.01,0.01,0.0,588.89,0.17,5.889,1,0,1,matched
Roseibacillus,80,688,0.03,0.06,53,53,0,0.01,0.01,0.0,66.25,1.509,0.662,1,0,1,matched
Sulfurospirillum,94,540,0.04,0.05,52,52,0,0.01,0.01,0.0,55.32,1.808,0.553,1,0,1,matched
Thalassolituus,7,65,0.0,0.01,52,52,0,0.01,0.01,0.0,742.86,0.135,7.429,1,1,2,matched
Centipeda,5,17,0.0,0.0,52,52,0,0.01,0.01,0.0,1040.0,0.096,10.4,1,0,1,matched
Laribacter,2,31,0.0,0.0,52,52,0,0.01,0.01,0.0,2600.0,0.038,26.0,1,0,1,matched
Shinella,17,121,0.01,0.01,52,52,0,0.01,0.01,0.0,305.88,0.327,3.059,1,0,1,matched
Leifsonia,29,198,0.01,0.02,52,52,0,0.01,0.01,0.0,179.31,0.558,1.793,1,0,1,matched
Salipiger,5,23,0.0,0.0,52,52,0,0.01,0.01,0.0,1040.0,0.096,10.4,1,0,1,matched
Leptotrichia,185,699,0.07,0.06,52,52,0,0.01,0.01,0.0,28.11,3.558,0.281,1,0,1,matched
Lutibacter,53,272,0.02,0.02,51,51,0,0.01,0.01,0.0,96.23,1.039,0.962,1,0,1,matched
Gallibacterium,8,40,0.0,0.0,51,51,0,0.01,0.01,0.0,637.5,0.157,6.375,1,0,1,matched
Roseivirga,15,90,0.01,0.01,51,51,0,0.01,0.01,0.0,340.0,0.294,3.4,1,0,1,matched
Trueperella,14,40,0.01,0.0,51,51,0,0.01,0.01,0.0,364.29,0.275,3.643,1,0,1,matched
Intestinibacter,8,377,0.0,0.03,51,51,0,0.01,0.01,0.0,637.5,0.157,6.375,1,0,1,matched
Cohnella,91,261,0.03,0.02,51,51,0,0.01,0.01,0.0,56.04,1.784,0.56,1,0,1,matched
Coprobacter,17,72,0.01,0.01,51,51,0,0.01,0.01,0.0,300.0,0.333,3.0,1,0,1,matched
Fimbriimonas,16,42,0.01,0.0,50,50,0,0.01,0.01,0.0,312.5,0.32,3.125,1,0,1,matched
Kluyvera,10,20,0.0,0.0,50,50,0,0.01,0.01,0.0,500.0,0.2,5.0,1,0,1,matched
Schlesneria,45,316,0.02,0.03,50,50,0,0.01,0.01,0.0,111.11,0.9,1.111,1,0,1,matched
Pararhizobium,6,18,0.0,0.0,49,49,0,0.01,0.01,0.0,816.67,0.122,8.167,1,0,1,matched
Pusillimonas,21,124,0.01,0.01,49,49,0,0.01,0.01,0.0,233.33,0.429,2.333,1,0,1,matched
Methanothermobacter,14,137,0.01,0.01,49,49,0,0.01,0.01,0.0,350.0,0.286,3.5,1,0,1,matched
Saccharopolyspora,38,104,0.01,0.01,49,49,0,0.01,0.01,0.0,128.95,0.776,1.289,1,0,1,matched
Gemmobacter,31,132,0.01,0.01,49,49,0,0.01,0.01,0.0,158.06,0.633,1.581,1,0,1,matched
Pontimonas,1,27,0.0,0.0,48,48,0,0.01,0.01,0.0,4800.0,0.021,48.0,1,0,1,matched
Lentimicrobium,191,1117,0.07,0.09,48,48,0,0.01,0.01,0.0,25.13,3.979,0.251,1,0,1,matched
Propionivibrio,43,138,0.02,0.01,48,48,0,0.01,0.01,0.0,111.63,0.896,1.116,1,0,1,matched
Nesterenkonia,27,81,0.01,0.01,48,48,0,0.01,0.01,0.0,177.78,0.562,1.778,1,0,1,matched
Puia,121,777,0.05,0.07,48,48,0,0.01,0.01,0.0,39.67,2.521,0.397,1,0,1,matched
Edaphobacter,11,53,0.0,0.0,48,48,0,0.01,0.01,0.0,436.36,0.229,4.364,1,0,1,matched
Pseudodesulfovibrio,9,96,0.0,0.01,48,48,0,0.01,0.01,0.0,533.33,0.188,5.333,1,0,1,matched
Parvibaculum,29,157,0.01,0.01,47,47,0,0.01,0.01,0.0,162.07,0.617,1.621,1,0,1,matched
Robiginitomaculum,31,87,0.01,0.01,47,47,0,0.01,0.01,0.0,151.61,0.66,1.516,1,0,1,matched
Nitrosarchaeum,23,261,0.01,0.02,47,47,0,0.01,0.01,0.0,204.35,0.489,2.043,1,0,1,matched
Dehalococcoides,21,97,0.01,0.01,47,47,0,0.01,0.01,0.0,223.81,0.447,2.238,1,0,1,matched
Paraglaciecola,29,187,0.01,0.02,47,47,0,0.01,0.01,0.0,162.07,0.617,1.621,1,0,1,matched
Taylorella,3,36,0.0,0.0,47,47,0,0.01,0.01,0.0,1566.67,0.064,15.667,1,0,1,matched
Ilumatobacter,66,761,0.03,0.06,47,47,0,0.01,0.01,0.0,71.21,1.404,0.712,1,0,1,matched
Cellvibrio,67,437,0.03,0.04,47,47,0,0.01,0.01,0.0,70.15,1.426,0.701,1,0,1,matched
Parvimonas,51,197,0.02,0.02,47,47,0,0.01,0.01,0.0,92.16,1.085,0.922,1,0,1,matched
Arenimonas,170,928,0.06,0.08,47,47,0,0.01,0.01,0.0,27.65,3.617,0.276,1,0,1,matched
Halobacterium,25,142,0.01,0.01,47,47,0,0.01,0.01,0.0,188.0,0.532,1.88,1,0,1,matched
Thiomicrorhabdus,47,195,0.02,0.02,47,47,0,0.01,0.01,0.0,100.0,1.0,1.0,1,0,1,matched
Cloacibacillus,10,42,0.0,0.0,46,46,0,0.01,0.01,0.0,460.0,0.217,4.6,1,0,1,matched
