family,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,coverage_percentage
Sporomusaceae,290,868,0.11,0.07,24,24,0,0.0,0.0,0.0,12.083,0.083,1,0,1,matched,
Celerinatantimonadaceae,4,6,0.0,0.0,23,23,0,0.0,0.0,0.0,0.174,5.75,1,0,1,matched,
Oscillatoriaceae,107,366,0.04,0.03,23,23,0,0.0,0.0,0.0,4.652,0.215,1,1,2,matched,
Flammeovirgaceae,76,179,0.03,0.01,23,23,0,0.0,0.0,0.0,3.304,0.303,1,0,1,matched,
Desulfatirhabdiaceae,26,244,0.01,0.02,23,23,0,0.0,0.0,0.0,1.13,0.885,1,0,1,matched,
Mesoaciditogaceae,13,28,0.0,0.0,22,22,0,0.0,0.0,0.0,0.591,1.692,1,0,1,matched,
Microscillaceae,617,2545,0.24,0.21,21,21,0,0.0,0.0,0.0,29.381,0.034,1,0,1,matched,
Desulfotomaculaceae,174,470,0.07,0.04,21,21,0,0.0,0.0,0.0,8.286,0.121,1,0,1,matched,
Calditrichaceae,399,1078,0.15,0.09,21,21,0,0.0,0.0,0.0,19.0,0.053,1,0,1,matched,
Halococcaceae,32,105,0.01,0.01,20,20,0,0.0,0.0,0.0,1.6,0.625,1,0,1,matched,
Salinisphaeraceae,39,87,0.01,0.01,20,20,0,0.0,0.0,0.0,1.95,0.513,1,0,1,matched,
Syntrophotaleaceae,21,64,0.01,0.01,20,20,0,0.0,0.0,0.0,1.05,0.952,1,0,1,matched,
Ardenticatenaceae,59,110,0.02,0.01,20,20,0,0.0,0.0,0.0,2.95,0.339,1,0,1,matched,
Kineosporiaceae,85,459,0.03,0.04,19,19,0,0.0,0.0,0.0,4.474,0.224,1,0,1,matched,
Afifellaceae,11,22,0.0,0.0,19,19,0,0.0,0.0,0.0,0.579,1.727,1,0,1,matched,
Desulfuromonadaceae,136,548,0.05,0.05,19,19,0,0.0,0.0,0.0,7.158,0.14,1,0,1,matched,
Rhodothalassiaceae,2,7,0.0,0.0,18,18,0,0.0,0.0,0.0,0.111,9.0,1,0,1,matched,
Methanocaldococcaceae,52,172,0.02,0.01,18,18,0,0.0,0.0,0.0,2.889,0.346,1,0,1,matched,
Thermoflexaceae,74,371,0.03,0.03,18,18,0,0.0,0.0,0.0,4.111,0.243,1,0,1,matched,
Armatimonadaceae,23,511,0.01,0.04,18,18,0,0.0,0.0,0.0,1.278,0.783,1,0,1,matched,
Tepidamorphaceae,19,28,0.01,0.0,18,18,0,0.0,0.0,0.0,1.056,0.947,1,0,1,matched,
Desulfallaceae,14,35,0.01,0.0,18,18,0,0.0,0.0,0.0,0.778,1.286,1,0,1,matched,
Sporanaerobacteraceae,23,58,0.01,0.0,17,17,0,0.0,0.0,0.0,1.353,0.739,1,0,1,matched,
Longimicrobiaceae,301,757,0.11,0.06,17,17,0,0.0,0.0,0.0,17.706,0.056,1,0,1,matched,
Rhodothermaceae,881,3069,0.34,0.26,16,16,0,0.0,0.0,0.0,55.062,0.018,1,0,1,matched,
Spirulinaceae,16,48,0.01,0.0,16,16,0,0.0,0.0,0.0,1.0,1.0,1,0,1,matched,
Flexibacteraceae,23,75,0.01,0.01,16,16,0,0.0,0.0,0.0,1.438,0.696,1,0,1,matched,
Dictyoglomaceae,7,133,0.0,0.01,16,16,0,0.0,0.0,0.0,0.438,2.286,1,0,1,matched,
Phreatobacteraceae,45,144,0.02,0.01,16,16,0,0.0,0.0,0.0,2.812,0.356,1,0,1,matched,
Thermodesulfatatoraceae,6,11,0.0,0.0,16,16,0,0.0,0.0,0.0,0.375,2.667,1,0,1,matched,
Kallotenuaceae,4,6,0.0,0.0,15,15,0,0.0,0.0,0.0,0.267,3.75,1,0,1,matched,
Cohaesibacteraceae,33,133,0.01,0.01,15,15,0,0.0,0.0,0.0,2.2,0.455,1,0,1,matched,
Acetomicrobiaceae,21,128,0.01,0.01,15,15,0,0.0,0.0,0.0,1.4,0.714,1,0,1,matched,
Caldicoprobacteraceae,150,447,0.06,0.04,15,15,0,0.0,0.0,0.0,10.0,0.1,1,0,1,matched,
Thermoflexibacteraceae,13,64,0.0,0.01,14,14,0,0.0,0.0,0.0,0.929,1.077,1,0,1,matched,
Chamaesiphonaceae,8,42,0.0,0.0,14,14,0,0.0,0.0,0.0,0.571,1.75,1,0,1,matched,
Catenulisporaceae,6,62,0.0,0.01,13,13,0,0.0,0.0,0.0,0.462,2.167,1,0,1,matched,
Vicinamibacteraceae,549,2228,0.21,0.19,13,13,0,0.0,0.0,0.0,42.231,0.024,1,0,1,matched,
Oligoflexaceae,299,838,0.11,0.07,13,13,0,0.0,0.0,0.0,23.0,0.043,1,0,1,matched,
Synechococcaceae,128,2103,0.05,0.18,13,13,0,0.0,0.0,0.0,9.846,0.102,1,0,1,matched,
Desulfobaccaceae,99,653,0.04,0.05,13,13,0,0.0,0.0,0.0,7.615,0.131,1,0,1,matched,
Thermonemataceae,2,9,0.0,0.0,13,13,0,0.0,0.0,0.0,0.154,6.5,1,0,1,matched,
Fervidicoccaceae,27,75,0.01,0.01,13,13,0,0.0,0.0,0.0,2.077,0.481,1,0,1,matched,
Amorphaceae,15,42,0.01,0.0,13,13,0,0.0,0.0,0.0,1.154,0.867,1,0,1,matched,
Methylothermaceae,18,39,0.01,0.0,13,13,0,0.0,0.0,0.0,1.385,0.722,1,0,1,matched,
Desulfohalobiaceae,77,286,0.03,0.02,12,12,0,0.0,0.0,0.0,6.417,0.156,1,0,1,matched,
Gloeomargaritaceae,1,16,0.0,0.0,12,12,0,0.0,0.0,0.0,0.083,12.0,1,0,1,matched,
Heliobacteriaceae,30,65,0.01,0.01,12,12,0,0.0,0.0,0.0,2.5,0.4,1,0,1,matched,
Defluviitaleaceae,139,414,0.05,0.03,12,12,0,0.0,0.0,0.0,11.583,0.086,1,0,1,matched,
Zavarziniaceae,5,22,0.0,0.0,12,12,0,0.0,0.0,0.0,0.417,2.4,1,0,1,matched,
Holosporaceae,272,1276,0.1,0.11,12,12,0,0.0,0.0,0.0,22.667,0.044,1,0,1,matched,
Sandaracinaceae,360,1409,0.14,0.12,12,12,0,0.0,0.0,0.0,30.0,0.033,1,0,1,matched,
Desulfatibacillaceae,8,21,0.0,0.0,12,12,0,0.0,0.0,0.0,0.667,1.5,1,0,1,matched,
Prochlorotrichaceae,33,207,0.01,0.02,11,11,0,0.0,0.0,0.0,3.0,0.333,1,0,1,matched,
Immundisolibacteraceae,37,135,0.01,0.01,11,11,0,0.0,0.0,0.0,3.364,0.297,1,0,1,matched,
Halobacteroidaceae,84,212,0.03,0.02,10,10,0,0.0,0.0,0.0,8.4,0.119,1,0,1,matched,
Desulfocucumaceae,2,3,0.0,0.0,10,10,0,0.0,0.0,0.0,0.2,5.0,1,0,1,matched,
Desulfonatronaceae,15,74,0.01,0.01,10,10,0,0.0,0.0,0.0,1.5,0.667,1,0,1,matched,
Thermotomaculaceae,20,72,0.01,0.01,10,10,0,0.0,0.0,0.0,2.0,0.5,1,0,1,matched,
Desulfococcaceae,204,589,0.08,0.05,10,10,0,0.0,0.0,0.0,20.4,0.049,1,0,1,matched,
Bernardetiaceae,18,131,0.01,0.01,10,10,0,0.0,0.0,0.0,1.8,0.556,1,0,1,matched,
Zooshikellaceae,1,5,0.0,0.0,9,9,0,0.0,0.0,0.0,0.111,9.0,1,0,1,matched,
Methermicoccaceae,3,8,0.0,0.0,9,9,0,0.0,0.0,0.0,0.333,3.0,1,0,1,matched,
Methanopyraceae,3,16,0.0,0.0,9,9,0,0.0,0.0,0.0,0.333,3.0,1,0,1,matched,
Acanthopleuribacteraceae,45,72,0.02,0.01,9,9,0,0.0,0.0,0.0,5.0,0.2,1,0,1,matched,
Coprothermobacteraceae,56,278,0.02,0.02,9,9,0,0.0,0.0,0.0,6.222,0.161,1,0,1,matched,
Rhodovibrionaceae,86,351,0.03,0.03,9,9,0,0.0,0.0,0.0,9.556,0.105,1,0,1,matched,
Thermosediminibacteraceae,12,33,0.0,0.0,9,9,0,0.0,0.0,0.0,1.333,0.75,1,0,1,matched,
Cryomorphaceae,324,2904,0.12,0.24,9,9,0,0.0,0.0,0.0,36.0,0.028,1,0,1,matched,
Thiovulaceae,589,2004,0.22,0.17,9,9,0,0.0,0.0,0.0,65.444,0.015,1,0,1,matched,
Dissulfuribacteraceae,41,158,0.02,0.01,9,9,0,0.0,0.0,0.0,4.556,0.22,1,0,1,matched,
Herpetosiphonaceae,20,114,0.01,0.01,9,9,0,0.0,0.0,0.0,2.222,0.45,1,0,1,matched,
Desulfolunaceae,18,82,0.01,0.01,9,9,0,0.0,0.0,0.0,2.0,0.5,1,0,1,matched,
Actinopolymorphaceae,7,38,0.0,0.0,9,9,0,0.0,0.0,0.0,0.778,1.286,1,0,1,matched,
Symbiobacteriaceae,186,581,0.07,0.05,8,8,0,0.0,0.0,0.0,23.25,0.043,1,0,1,matched,
Salinivirgaceae,69,215,0.03,0.02,8,8,0,0.0,0.0,0.0,8.625,0.116,1,0,1,matched,
Thermohalobacteraceae,43,89,0.02,0.01,8,8,0,0.0,0.0,0.0,5.375,0.186,1,0,1,matched,
Geoalkalibacteraceae,18,66,0.01,0.01,8,8,0,0.0,0.0,0.0,2.25,0.444,1,0,1,matched,
Haloplasmataceae,34,70,0.01,0.01,8,8,0,0.0,0.0,0.0,4.25,0.235,1,0,1,matched,
Methanocellaceae,60,235,0.02,0.02,8,8,0,0.0,0.0,0.0,7.5,0.133,1,0,1,matched,
Caedimonadaceae,1,1,0.0,0.0,8,8,0,0.0,0.0,0.0,0.125,8.0,1,0,1,matched,
Aminiphilaceae,6,17,0.0,0.0,7,7,0,0.0,0.0,0.0,0.857,1.167,1,0,1,matched,
Methanonatronarchaeaceae,12,24,0.0,0.0,7,7,0,0.0,0.0,0.0,1.714,0.583,1,0,1,matched,
Thermodesulfobiaceae,3,21,0.0,0.0,7,7,0,0.0,0.0,0.0,0.429,2.333,1,0,1,matched,
Desulfonauticaceae,3,13,0.0,0.0,7,7,0,0.0,0.0,0.0,0.429,2.333,1,0,1,matched,
Sedimentisphaeraceae,2,11,0.0,0.0,7,7,0,0.0,0.0,0.0,0.286,3.5,1,0,1,matched,
Acidothermaceae,153,2296,0.06,0.19,7,7,0,0.0,0.0,0.0,21.857,0.046,1,0,1,matched,
Desulfurellaceae,27,103,0.01,0.01,7,7,0,0.0,0.0,0.0,3.857,0.259,1,0,1,matched,
Brevinemataceae,61,292,0.02,0.02,6,6,0,0.0,0.0,0.0,10.167,0.098,1,0,1,matched,
Terasakiellaceae,85,279,0.03,0.02,6,6,0,0.0,0.0,0.0,14.167,0.071,1,0,1,matched,
Calditerrivibrionaceae,12,59,0.0,0.0,6,6,0,0.0,0.0,0.0,2.0,0.5,1,0,1,matched,
Gloeobacteraceae,7,23,0.0,0.0,6,6,0,0.0,0.0,0.0,1.167,0.857,1,0,1,matched,
Antricoccaceae,6,14,0.0,0.0,6,6,0,0.0,0.0,0.0,1.0,1.0,1,0,1,matched,
Rhodobiaceae,10,22,0.0,0.0,6,6,0,0.0,0.0,0.0,1.667,0.6,1,0,1,matched,
Syntrophaceae,154,703,0.06,0.06,6,6,0,0.0,0.0,0.0,25.667,0.039,1,0,1,matched,
Gottschalkiaceae,12,28,0.0,0.0,5,5,0,0.0,0.0,0.0,2.4,0.417,1,0,1,matched,
Limnochordaceae,105,244,0.04,0.02,5,5,0,0.0,0.0,0.0,21.0,0.048,1,0,1,matched,
Motilibacteraceae,3,10,0.0,0.0,5,5,0,0.0,0.0,0.0,0.6,1.667,1,0,1,matched,
Algiphilaceae,6,20,0.0,0.0,5,5,0,0.0,0.0,0.0,1.2,0.833,1,0,1,matched,
Thermodesulforhabdaceae,12,48,0.0,0.0,5,5,0,0.0,0.0,0.0,2.4,0.417,1,0,1,matched,
Geothermobacteraceae,32,119,0.01,0.01,5,5,0,0.0,0.0,0.0,6.4,0.156,1,0,1,matched,
Chrysiogenaceae,5,13,0.0,0.0,4,4,0,0.0,0.0,0.0,1.25,0.8,1,0,1,matched,
Chloroherpetonaceae,1,1,0.0,0.0,4,4,0,0.0,0.0,0.0,0.25,4.0,1,0,1,matched,
Deferrisomataceae,48,92,0.02,0.01,4,4,0,0.0,0.0,0.0,12.0,0.083,1,0,1,matched,
Flexistipitaceae,4,28,0.0,0.0,4,4,0,0.0,0.0,0.0,1.0,1.0,1,0,1,matched,
Prochloraceae,6,21,0.0,0.0,4,4,0,0.0,0.0,0.0,1.5,0.667,1,0,1,matched,
Natronoarchaeaceae,24,87,0.01,0.01,4,4,0,0.0,0.0,0.0,6.0,0.167,1,0,1,matched,
Pseudoxanthobacteraceae,4,16,0.0,0.0,4,4,0,0.0,0.0,0.0,1.0,1.0,1,0,1,matched,
Euzebyaceae,82,252,0.03,0.02,3,3,0,0.0,0.0,0.0,27.333,0.037,1,0,1,matched,
Cryptosporangiaceae,2,37,0.0,0.0,3,3,0,0.0,0.0,0.0,0.667,1.5,1,0,1,matched,
Vulgatibacteraceae,30,85,0.01,0.01,3,3,0,0.0,0.0,0.0,10.0,0.1,1,0,1,matched,
Puniceicoccaceae,418,1830,0.16,0.15,3,3,0,0.0,0.0,0.0,139.333,0.007,1,0,1,matched,
Desulfuribacillaceae,10,14,0.0,0.0,3,3,0,0.0,0.0,0.0,3.333,0.3,1,0,1,matched,
Proteinivoraceae,13,26,0.0,0.0,3,3,0,0.0,0.0,0.0,4.333,0.231,1,0,1,matched,
Dissulfurirhabdaceae,2,2,0.0,0.0,2,2,0,0.0,0.0,0.0,1.0,1.0,1,0,1,matched,
Desulfoplanaceae,13,36,0.0,0.0,2,2,0,0.0,0.0,0.0,6.5,0.154,1,0,1,matched,
Natranaerobiaceae,28,106,0.01,0.01,2,2,0,0.0,0.0,0.0,14.0,0.071,1,0,1,matched,
Magnetococcaceae,141,251,0.05,0.02,2,2,0,0.0,0.0,0.0,70.5,0.014,1,0,1,matched,
Sporichthyaceae,283,5722,0.11,0.48,2,2,0,0.0,0.0,0.0,141.5,0.007,1,0,1,matched,
Thermincolaceae,48,97,0.02,0.01,2,2,0,0.0,0.0,0.0,24.0,0.042,1,0,1,matched,
Deferribacteraceae,47,104,0.02,0.01,2,2,0,0.0,0.0,0.0,23.5,0.043,1,0,1,matched,
Thermithiobacillaceae,1,2,0.0,0.0,1,1,0,0.0,0.0,0.0,1.0,1.0,1,0,1,matched,
Williamwhitmaniaceae,149,591,0.06,0.05,1,1,0,0.0,0.0,0.0,149.0,0.007,1,0,1,matched,
Desulforegulaceae,3,7,0.0,0.0,1,1,0,0.0,0.0,0.0,3.0,0.333,1,0,1,matched,
Methanothermaceae,3,6,0.0,0.0,1,1,0,0.0,0.0,0.0,3.0,0.333,1,0,1,matched,
Ichthyobacteriaceae,25,43,0.01,0.0,1,1,0,0.0,0.0,0.0,25.0,0.04,1,0,1,matched,
Chitinivibrionaceae,22,69,0.01,0.01,1,1,0,0.0,0.0,0.0,22.0,0.045,1,0,1,matched,
Nanoarchaeaceae,17,55,0.01,0.0,1,1,0,0.0,0.0,0.0,17.0,0.059,1,0,1,matched,
Pasteuriaceae,19,34,0.01,0.0,1,1,0,0.0,0.0,0.0,19.0,0.053,0,1,1,matched,
Luteibaculaceae,9,15,0.0,0.0,1,1,0,0.0,0.0,0.0,9.0,0.111,1,0,1,matched,
Gomphosphaeriaceae,2,2,0.0,0.0,1,1,0,0.0,0.0,0.0,2.0,0.5,1,0,1,matched,
Ruminococcaceae,0,0,0.0,0.0,6008,6008,0,1.01,1.01,0.0,,,0,0,0,gtdb_only,0.0
Acutalibacteraceae,0,0,0.0,0.0,5635,5635,0,0.95,0.95,0.0,,,0,0,0,gtdb_only,0.0
Rhodobacteraceae,0,0,0.0,0.0,4590,4590,0,0.77,0.77,0.0,,,0,0,0,gtdb_only,0.0
UBA932,0,0,0.0,0.0,3851,3851,0,0.65,0.65,0.0,,,0,0,0,gtdb_only,0.0
Borkfalkiaceae,0,0,0.0,0.0,3413,3413,0,0.57,0.57,0.0,,,0,0,0,gtdb_only,0.0
UBA660,0,0,0.0,0.0,3181,3181,0,0.53,0.53,0.0,,,0,0,0,gtdb_only,0.0
CAG-508,0,0,0.0,0.0,2228,2228,0,0.37,0.37,0.0,,,0,0,0,gtdb_only,0.0
Gastranaerophilaceae,0,0,0.0,0.0,1889,1889,0,0.32,0.32,0.0,,,0,0,0,gtdb_only,0.0
Cyanobiaceae,0,0,0.0,0.0,1427,1427,0,0.24,0.24,0.0,,,0,0,0,gtdb_only,0.0
CAG-272,0,0,0.0,0.0,1254,1254,0,0.21,0.21,0.0,,,0,0,0,gtdb_only,0.0
Nanopelagicaceae,0,0,0.0,0.0,1250,1250,0,0.21,0.21,0.0,,,0,0,0,gtdb_only,0.0
UBA3700,0,0,0.0,0.0,1054,1054,0,0.18,0.18,0.0,,,0,0,0,gtdb_only,0.0
CAG-239,0,0,0.0,0.0,1033,1033,0,0.17,0.17,0.0,,,0,0,0,gtdb_only,0.0
Aristaeellaceae,0,0,0.0,0.0,1021,1021,0,0.17,0.17,0.0,,,0,0,0,gtdb_only,0.0
UBA1242,0,0,0.0,0.0,896,896,0,0.15,0.15,0.0,,,0,0,0,gtdb_only,0.0
RAAP-2,0,0,0.0,0.0,834,834,0,0.14,0.14,0.0,,,0,0,0,gtdb_only,0.0
CAG-138,0,0,0.0,0.0,725,725,0,0.12,0.12,0.0,,,0,0,0,gtdb_only,0.0
Rs-D84,0,0,0.0,0.0,718,718,0,0.12,0.12,0.0,,,0,0,0,gtdb_only,0.0
Nanosyncoccaceae,0,0,0.0,0.0,680,680,0,0.11,0.11,0.0,,,0,0,0,gtdb_only,0.0
Pumilibacteraceae,0,0,0.0,0.0,679,679,0,0.11,0.11,0.0,,,0,0,0,gtdb_only,0.0
Methylomonadaceae,0,0,0.0,0.0,679,679,0,0.11,0.11,0.0,,,0,0,0,gtdb_only,0.0
P3,0,0,0.0,0.0,655,655,0,0.11,0.11,0.0,,,0,0,0,gtdb_only,0.0
Butyricicoccaceae,0,0,0.0,0.0,645,645,0,0.11,0.11,0.0,,,0,0,0,gtdb_only,0.0
CAG-826,0,0,0.0,0.0,610,610,0,0.1,0.1,0.0,,,0,0,0,gtdb_only,0.0
Anaerotignaceae,0,0,0.0,0.0,583,583,0,0.1,0.1,0.0,,,0,0,0,gtdb_only,0.0
Thalassarchaeaceae,0,0,0.0,0.0,575,575,0,0.1,0.1,0.0,,,0,0,0,gtdb_only,0.0
Azotimanducaceae,0,0,0.0,0.0,520,520,0,0.09,0.09,0.0,,,0,0,0,gtdb_only,0.0
Micrarchaeaceae,0,0,0.0,0.0,517,517,0,0.09,0.09,0.0,,,0,0,0,gtdb_only,0.0
Sedimenticolaceae,0,0,0.0,0.0,468,468,0,0.08,0.08,0.0,,,0,0,0,gtdb_only,0.0
CAG-917,0,0,0.0,0.0,461,461,0,0.08,0.08,0.0,,,0,0,0,gtdb_only,0.0
Poseidoniaceae,0,0,0.0,0.0,460,460,0,0.08,0.08,0.0,,,0,0,0,gtdb_only,0.0
SM1A02,0,0,0.0,0.0,454,454,0,0.08,0.08,0.0,,,0,0,0,gtdb_only,0.0
Pseudohongiellaceae,0,0,0.0,0.0,440,440,0,0.07,0.07,0.0,,,0,0,0,gtdb_only,0.0
UBA184,0,0,0.0,0.0,421,421,0,0.07,0.07,0.0,,,0,0,0,gtdb_only,0.0
DSM-18226,0,0,0.0,0.0,403,403,0,0.07,0.07,0.0,,,0,0,0,gtdb_only,0.0
F082,0,0,0.0,0.0,400,400,0,0.07,0.07,0.0,,,0,0,0,gtdb_only,0.0
Sulfurimonadaceae,0,0,0.0,0.0,388,388,0,0.07,0.07,0.0,,,0,0,0,gtdb_only,0.0
CAG-314,0,0,0.0,0.0,376,376,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
Spirosomataceae,0,0,0.0,0.0,375,375,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
Megasphaeraceae,0,0,0.0,0.0,371,371,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
Villigracilaceae,0,0,0.0,0.0,351,351,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
UBA953,0,0,0.0,0.0,345,345,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
Dialisteraceae,0,0,0.0,0.0,341,341,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
UBA1067,0,0,0.0,0.0,333,333,0,0.06,0.06,0.0,,,0,0,0,gtdb_only,0.0
UBA9973,0,0,0.0,0.0,327,327,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
Amphibacillaceae,0,0,0.0,0.0,321,321,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
D2472,0,0,0.0,0.0,313,313,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
UBA6960,0,0,0.0,0.0,311,311,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
GW2011-AR1,0,0,0.0,0.0,307,307,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
Methanomethylophilaceae,0,0,0.0,0.0,304,304,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
CABMGC01,0,0,0.0,0.0,298,298,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
Saccharofermentanaceae,0,0,0.0,0.0,288,288,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
Sanyastnellaceae,0,0,0.0,0.0,286,286,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
S36-B12,0,0,0.0,0.0,284,284,0,0.05,0.05,0.0,,,0,0,0,gtdb_only,0.0
Anoxybacillaceae,0,0,0.0,0.0,263,263,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
UBA1381,0,0,0.0,0.0,260,260,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
WCHB1-69,0,0,0.0,0.0,255,255,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
UBA3495,0,0,0.0,0.0,253,253,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Breznakiellaceae,0,0,0.0,0.0,253,253,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Ignavibacteriaceae,0,0,0.0,0.0,251,251,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
MedAcidi-G1,0,0,0.0,0.0,247,247,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
UBA4665,0,0,0.0,0.0,245,245,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Leptospirillaceae,0,0,0.0,0.0,231,231,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
UBA1924,0,0,0.0,0.0,231,231,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
SG8-39,0,0,0.0,0.0,231,231,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Victivallaceae,0,0,0.0,0.0,224,224,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
CAG-382,0,0,0.0,0.0,220,220,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Micavibrionaceae,0,0,0.0,0.0,220,220,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Bog-793,0,0,0.0,0.0,220,220,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
Parvarchaeaceae,0,0,0.0,0.0,219,219,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
SbA1,0,0,0.0,0.0,218,218,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
NBRC-103111,0,0,0.0,0.0,214,214,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
UBA1268,0,0,0.0,0.0,212,212,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
CSP1-4,0,0,0.0,0.0,212,212,0,0.04,0.04,0.0,,,0,0,0,gtdb_only,0.0
TCS55,0,0,0.0,0.0,207,207,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
VadinHA17,0,0,0.0,0.0,204,204,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
NAC60-12,0,0,0.0,0.0,204,204,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Vulcanimicrobiia,0,0,0.0,0.0,204,204,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Balneolaceae,0,0,0.0,0.0,202,202,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
CAG-288,0,0,0.0,0.0,202,202,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Puniceispirillaceae,0,0,0.0,0.0,197,197,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Phototrophicaceae,0,0,0.0,0.0,197,197,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Cloacimonadaceae,0,0,0.0,0.0,197,197,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
GWC2-71-9,0,0,0.0,0.0,188,188,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA183,0,0,0.0,0.0,188,188,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
B-17BO,0,0,0.0,0.0,186,186,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Actinomarinaceae,0,0,0.0,0.0,185,185,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Brevibacillaceae,0,0,0.0,0.0,183,183,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA955,0,0,0.0,0.0,183,183,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA868,0,0,0.0,0.0,183,183,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
SG8-41,0,0,0.0,0.0,183,183,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
DSM-1321,0,0,0.0,0.0,177,177,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA10450,0,0,0.0,0.0,176,176,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Profunditerraquicolaceae,0,0,0.0,0.0,175,175,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA2103,0,0,0.0,0.0,174,174,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA4997,0,0,0.0,0.0,170,170,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA11358,0,0,0.0,0.0,169,169,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
WQYP01,0,0,0.0,0.0,169,169,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Acidulodesulfobacteraceae,0,0,0.0,0.0,167,167,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Pseudopelobacteraceae,0,0,0.0,0.0,165,165,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
CAG-274,0,0,0.0,0.0,163,163,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Salinibacteraceae,0,0,0.0,0.0,162,162,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
GCA-002718135,0,0,0.0,0.0,161,161,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
UBA1997,0,0,0.0,0.0,161,161,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
HIMB59,0,0,0.0,0.0,161,161,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
Desulfurivibrionaceae,0,0,0.0,0.0,159,159,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
PHOS-HE28,0,0,0.0,0.0,158,158,0,0.03,0.03,0.0,,,0,0,0,gtdb_only,0.0
