genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,taxid_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Providencia,57,303,0.02,0.03,1819,298,1792,0.08,0.41,98.52,0.191,5.228,1,1,-1,1,matched,Bacteria,
Rhizobium,249,1604,0.09,0.13,1812,508,1536,0.08,0.69,84.77,0.49,2.04,1,1,-1,1,matched,Bacteria,
Brucella,9,242,0.0,0.02,1729,108,1662,0.08,0.15,96.12,0.083,12.0,1,1,-1,1,matched,Bacteria,
Wolbachia,162,767,0.06,0.06,1715,352,481,0.08,0.48,28.05,0.46,2.173,1,1,-1,1,matched,Bacteria,
Mesorhizobium,146,976,0.06,0.08,1672,928,1056,0.07,1.27,63.16,0.157,6.356,1,1,-1,1,matched,Bacteria,
Dorea,178,614,0.07,0.05,1638,38,188,0.07,0.05,11.48,4.684,0.213,1,1,-1,1,matched,Bacteria,
Odoribacter,66,455,0.03,0.04,1609,21,75,0.07,0.03,4.66,3.143,0.318,1,1,-1,1,matched,Bacteria,
Bradyrhizobium,220,4000,0.08,0.33,1607,778,1314,0.07,1.06,81.77,0.283,3.536,1,1,-1,1,matched,Bacteria,
Lactiplantibacillus,17,24,0.01,0.0,1606,29,1555,0.07,0.04,96.82,0.586,1.706,1,1,-1,1,matched,Bacteria,
Lacticaseibacillus,22,32,0.01,0.0,1452,41,1285,0.06,0.06,88.5,0.537,1.864,1,1,-1,1,matched,Bacteria,
Roseburia,826,1909,0.31,0.16,1435,58,111,0.06,0.08,7.74,14.241,0.07,1,1,-1,1,matched,Bacteria,
Prochlorococcus,79,547,0.03,0.05,1377,752,819,0.06,1.03,59.48,0.105,9.519,1,1,-1,1,matched,Bacteria,
Francisella,24,332,0.01,0.03,1322,34,1269,0.06,0.05,95.99,0.706,1.417,1,1,-1,1,matched,Bacteria,
Microbacterium,326,1961,0.12,0.16,1321,674,955,0.06,0.92,72.29,0.484,2.067,1,1,-1,1,matched,Bacteria,
Pantoea,252,1423,0.1,0.12,1320,305,1089,0.06,0.42,82.5,0.826,1.21,1,1,-1,1,matched,Bacteria,
Oscillibacter,168,453,0.06,0.04,1279,25,22,0.06,0.03,1.72,6.72,0.149,1,1,-1,1,matched,Bacteria,
Sphingomonas,647,4097,0.25,0.34,1240,516,707,0.06,0.7,57.02,1.254,0.798,1,1,-1,1,matched,Bacteria,
Christensenella,4,16,0.0,0.0,1192,85,20,0.05,0.12,1.68,0.047,21.25,1,1,-1,1,matched,Bacteria,
Morganella,40,187,0.02,0.02,1137,17,1100,0.05,0.02,96.75,2.353,0.425,1,0,0,1,matched,Bacteria,
Desulfovibrio,462,1849,0.18,0.15,1031,78,89,0.05,0.11,8.63,5.923,0.169,1,1,-1,1,matched,Bacteria,
Leptospira,67,454,0.03,0.04,1029,94,1002,0.05,0.13,97.38,0.713,1.403,1,1,-1,1,matched,Bacteria,
Veillonella,245,1436,0.09,0.12,1029,66,160,0.05,0.09,15.55,3.712,0.269,1,1,-1,1,matched,Bacteria,
Ralstonia,106,904,0.04,0.08,1029,69,989,0.05,0.09,96.11,1.536,0.651,1,1,-1,1,matched,Bacteria,
Shewanella,210,1356,0.08,0.11,1001,302,907,0.04,0.41,90.61,0.695,1.438,1,1,-1,1,matched,Bacteria,
Elizabethkingia,11,195,0.0,0.02,1001,23,985,0.04,0.03,98.4,0.478,2.091,1,1,-1,1,matched,Bacteria,
Glaesserella,3,70,0.0,0.01,995,4,908,0.04,0.01,91.26,0.75,1.333,1,1,-1,1,matched,Bacteria,
Agathobacter,307,1075,0.12,0.09,992,4,135,0.04,0.01,13.61,76.75,0.013,1,1,-1,1,matched,Bacteria,
Rhodococcus,168,1105,0.06,0.09,959,452,843,0.04,0.62,87.9,0.372,2.69,1,0,0,1,matched,Bacteria,
Mycoplasmopsis,31,197,0.01,0.02,945,44,938,0.04,0.06,99.26,0.705,1.419,1,1,-1,1,matched,Bacteria,
Fusobacterium,361,2262,0.14,0.19,944,67,589,0.04,0.09,62.39,5.388,0.186,1,1,-1,1,matched,Bacteria,
Pseudoalteromonas,352,1854,0.13,0.16,918,508,745,0.04,0.69,81.15,0.693,1.443,1,1,-1,1,matched,Bacteria,
Chryseobacterium,246,1486,0.09,0.12,909,313,515,0.04,0.43,56.66,0.786,1.272,1,1,-1,1,matched,Bacteria,
Synechococcus,100,2018,0.04,0.17,904,453,379,0.04,0.62,41.92,0.221,4.53,1,1,-1,1,matched,Bacteria,
Raoultella,23,257,0.01,0.02,896,53,874,0.04,0.07,97.54,0.434,2.304,1,1,-1,1,matched,Bacteria,
Micromonospora,124,744,0.05,0.06,889,529,879,0.04,0.72,98.88,0.234,4.266,1,1,-1,1,matched,Bacteria,
Mucispirillum,21,40,0.01,0.0,853,4,5,0.04,0.01,0.59,5.25,0.19,1,1,-1,1,matched,Bacteria,
Porphyromonas,227,1122,0.09,0.09,848,37,192,0.04,0.05,22.64,6.135,0.163,1,1,-1,1,matched,Bacteria,
Mailhella,8,28,0.0,0.0,844,6,1,0.04,0.01,0.12,1.333,0.75,1,1,-1,1,matched,Bacteria,
Borreliella,3,61,0.0,0.01,817,23,816,0.04,0.03,99.88,0.13,7.667,1,1,-1,1,matched,Bacteria,
Nocardia,81,771,0.03,0.06,813,321,804,0.04,0.44,98.89,0.252,3.963,1,1,-1,1,matched,Bacteria,
Achromobacter,99,520,0.04,0.04,803,88,643,0.04,0.12,80.07,1.125,0.889,1,1,-1,1,matched,Bacteria,
Sinorhizobium,25,508,0.01,0.04,797,47,787,0.04,0.06,98.75,0.532,1.88,1,1,-1,1,matched,Bacteria,
Leuconostoc,78,546,0.03,0.05,790,32,604,0.04,0.04,76.46,2.438,0.41,1,1,-1,1,matched,Bacteria,
Coprococcus,183,639,0.07,0.05,781,63,185,0.03,0.09,23.69,2.905,0.344,1,1,-1,1,matched,Bacteria,
Chlamydia,5,47,0.0,0.0,776,28,746,0.03,0.04,96.13,0.179,5.6,1,1,-1,1,matched,Bacteria,
Phascolarctobacterium,115,806,0.04,0.07,766,10,39,0.03,0.01,5.09,11.5,0.087,1,1,-1,1,matched,Bacteria,
Sutterella,46,695,0.02,0.06,759,21,47,0.03,0.03,6.19,2.19,0.457,1,1,-1,1,matched,Bacteria,
Actinomyces,256,873,0.1,0.07,754,107,220,0.03,0.15,29.18,2.393,0.418,1,1,-1,1,matched,Bacteria,
Marinobacter,283,1489,0.11,0.12,743,203,274,0.03,0.28,36.88,1.394,0.717,1,1,-1,1,matched,Bacteria,
Methanobrevibacter,197,1481,0.08,0.12,733,49,163,0.03,0.07,22.24,4.02,0.249,1,1,-1,1,matched,Archaea,
Brevundimonas,234,1507,0.09,0.13,732,150,206,0.03,0.2,28.14,1.56,0.641,1,1,-1,1,matched,Bacteria,
Agrobacterium,82,664,0.03,0.06,720,114,618,0.03,0.16,85.83,0.719,1.39,1,1,-1,1,matched,Bacteria,
Arthrobacter,344,2225,0.13,0.19,717,462,592,0.03,0.63,82.57,0.745,1.343,1,1,-1,1,matched,Bacteria,
Lachnospira,76,278,0.03,0.02,714,26,39,0.03,0.04,5.46,2.923,0.342,1,1,-1,1,matched,Bacteria,
Pectobacterium,29,380,0.01,0.03,709,35,708,0.03,0.05,99.86,0.829,1.207,1,1,-1,1,matched,Bacteria,
Hungatella,35,141,0.01,0.01,706,21,52,0.03,0.03,7.37,1.667,0.6,1,1,-1,1,matched,Bacteria,
Paraburkholderia,65,641,0.02,0.05,692,246,619,0.03,0.34,89.45,0.264,3.785,1,1,-1,1,matched,Bacteria,
Lachnoclostridium,607,2035,0.23,0.17,685,62,159,0.03,0.08,23.21,9.79,0.102,1,1,-1,1,matched,Bacteria,
Nocardioides,533,2002,0.2,0.17,667,307,370,0.03,0.42,55.47,1.736,0.576,1,1,-1,1,matched,Bacteria,
Mycolicibacterium,4,101,0.0,0.01,665,164,584,0.03,0.22,87.82,0.024,41.0,1,1,-1,1,matched,Bacteria,
Dialister,185,841,0.07,0.07,651,19,13,0.03,0.03,2.0,9.737,0.103,1,1,-1,1,matched,Bacteria,
Psychrobacter,216,943,0.08,0.08,643,211,294,0.03,0.29,45.72,1.024,0.977,1,1,-1,1,matched,Bacteria,
Turicibacter,98,372,0.04,0.03,636,16,289,0.03,0.02,45.44,6.125,0.163,1,1,-1,1,matched,Bacteria,
Chitinophaga,71,319,0.03,0.03,635,85,114,0.03,0.12,17.95,0.835,1.197,1,1,-1,1,matched,Bacteria,
Novosphingobium,190,1341,0.07,0.11,618,173,191,0.03,0.24,30.91,1.098,0.911,1,1,-1,1,matched,Bacteria,
Rothia,159,920,0.06,0.08,611,86,268,0.03,0.12,43.86,1.849,0.541,1,0,0,1,matched,Bacteria,
Moraxella,98,547,0.04,0.05,608,67,386,0.03,0.09,63.49,1.463,0.684,1,1,-1,1,matched,Bacteria,
Pediococcus,68,349,0.03,0.03,591,16,551,0.03,0.02,93.23,4.25,0.235,1,1,-1,1,matched,Bacteria,
Sulfitobacter,123,741,0.05,0.06,571,188,353,0.03,0.26,61.82,0.654,1.528,1,1,-1,1,matched,Bacteria,
Parasutterella,59,435,0.02,0.04,561,6,31,0.02,0.01,5.53,9.833,0.102,1,1,-1,1,matched,Bacteria,
Bartonella,15,196,0.01,0.02,548,275,501,0.02,0.38,91.42,0.055,18.333,1,1,-1,1,matched,Bacteria,
Erwinia,54,338,0.02,0.03,547,78,526,0.02,0.11,96.16,0.692,1.444,1,1,-1,1,matched,Bacteria,
Micrococcus,120,396,0.05,0.03,541,61,495,0.02,0.08,91.5,1.967,0.508,1,1,-1,1,matched,Bacteria,
Weissella,82,664,0.03,0.06,538,27,381,0.02,0.04,70.82,3.037,0.329,1,1,-1,1,matched,Bacteria,
Nitrosopumilus,1,200,0.0,0.02,537,38,61,0.02,0.05,11.36,0.026,38.0,1,1,-1,1,matched,Archaea,
Halomonas,470,2049,0.18,0.17,537,272,343,0.02,0.37,63.87,1.728,0.579,1,1,-1,1,matched,Bacteria,
Oenococcus,8,30,0.0,0.0,537,9,512,0.02,0.01,95.34,0.889,1.125,1,1,-1,1,matched,Bacteria,
Sphingobacterium,213,1395,0.08,0.12,536,176,205,0.02,0.24,38.25,1.21,0.826,1,1,-1,1,matched,Bacteria,
Faecalibaculum,151,452,0.06,0.04,523,2,5,0.02,0.0,0.96,75.5,0.013,1,1,-1,1,matched,Bacteria,
Angelakisella,4,4,0.0,0.0,506,3,1,0.02,0.0,0.2,1.333,0.75,1,1,-1,1,matched,Bacteria,
Anaerostipes,201,716,0.08,0.06,498,21,129,0.02,0.03,25.9,9.571,0.104,1,1,-1,1,matched,Bacteria,
Photobacterium,97,458,0.04,0.04,495,74,476,0.02,0.1,96.16,1.311,0.763,1,1,-1,1,matched,Bacteria,
Alteromonas,275,1154,0.1,0.1,494,112,215,0.02,0.15,43.52,2.455,0.407,1,1,-1,1,matched,Bacteria,
Microcystis,31,588,0.01,0.05,485,163,94,0.02,0.22,19.38,0.19,5.258,1,0,0,1,matched,Bacteria,
Polynucleobacter,103,1584,0.04,0.13,483,142,273,0.02,0.19,56.52,0.725,1.379,1,1,-1,1,matched,Bacteria,
Megasphaera,62,408,0.02,0.03,482,46,79,0.02,0.06,16.39,1.348,0.742,1,1,-1,1,matched,Bacteria,
Acetobacter,52,481,0.02,0.04,473,68,237,0.02,0.09,50.11,0.765,1.308,1,1,-1,1,matched,Bacteria,
