DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Eukaryota_genome_counts
Uropetala_carovei_species_229376	1
Hibiscus_cannabinus_species_229543	1
Arothron_firmamentum_species_264149	1
Chrysosporium_queenslandicum_species_264361	1
Diplotaxis_tenuifolia_species_264416	1
Biscutella_laevigata_species_264427	1
Merops_apiaster_species_265611	1
Cirrhinus_cirrhosus_species_381635	1
Padina_boergesenii_species_381692	1
Leptinotarsa_haldemani_species_380266	1
Nidula_niveotomentosa_species_380643	1
Cyathus_olla_species_380661	1
Caprella_mutica_species_380747	1
Saturnispora_halmiae_species_380880	1
Penicillium_glandicola_species_197659	1
Plantago_indica_species_197794	1
Plantago_aristata_species_197795	1
Plantago_crassifolia_species_197800	1
Plantago_maritima_species_197809	1
Plantago_tenuiflora_species_197828	1
Geranium_brycei_species_379939	1
Geranium_phaeum_species_379952	1
Mycena_amicta_species_380012	1
Agave_karwinskii_species_382121	1
Agave_potatorum_species_382126	1
Nyctiprogne_leucopyga_species_382315	1
Cyclotella_distinguenda_species_382362	1
Thalassiosira_pacifica_species_382373	1
Cyclostephanos_invisitatus_species_382379	1
Cyclostephanos_tholiformis_species_382380	1
Gorgonomyces_haynaldii_species_382530	1
Globomyces_pollinis-pini_species_382532	1
Monosporozyma_siamensis_species_382647	1
Elliptochloris_bilobata_species_381761	1
Agalychnis_callidryas_species_197464	1
Alethe_diademata_species_197521	1
Indicator_exilis_species_381870	1
Nesospiza_acunhae_species_381881	1
Micropsitta_keiensis_species_381026	1
Myiagra_hebetior_species_381031	1
Sciades_assimilis_species_381290	1
Wickerhamiella_lipophila_species_378041	1
Blastobotrys_muscicola_species_378046	1
Blastobotrys_malaysiensis_species_378047	1
Blastobotrys_peoriensis_species_378051	1
Trigonopsis_californica_species_378053	1
Caranx_ignobilis_species_376895	1
Apocynum_venetum_species_377125	1
Apocynum_pictum_species_377126	1
Melianthus_villosus_species_377280	1
Platyrinchus_mystaceus_species_377289	1
Melanitta_nigra_species_198027	1
Drosophila_antonietae_species_198036	1
Alouatta_macconnelli_species_198115	1
Rhynchospora_tenuis_species_198213	1
Camisia_spinifer_species_198258	1
Chamobates_voigtsi_species_198262	1
Eupelops_torulosus_species_198282	1
Liacarus_coracinus_species_198285	1
Nanhermannia_nana_species_198291	1
Multifurca_ochricompacta_species_376703	1
Thalassiosira_profunda_species_376140	1
Biscutella_auriculata_species_379493	1
Propithecus_coquereli_species_379532	1
Leontodon_rigens_species_379630	1
Geranium_bicknellii_species_379936	1
Acalypha_hispida_species_197604	1
Sugiyamaella_marionensis_species_378056	1
Sugiyamaella_pinicola_species_378059	1
Sugiyamaella_neomexicana_species_378060	1
Epithele_typhae_species_378194	1
Irpex_rosettiformis_species_378272	1
Leonotis_leonurus_species_378904	1
Sugiyamaella_marilandica_species_377599	1
Sugiyamaella_boreocaroliniensis_species_377600	1
Sugiyamaella_floridensis_species_377601	1
Sugiyamaella_grinbergsii_species_378058	1
Penstemon_eatonii_species_388140	1
Penstemon_grinnellii_species_388155	1
Accipiter_melanochlamys_species_387799	1
Accipiter_melanoleucus_species_387800	1
Accipiter_novaehollandiae_species_387801	1
Accipiter_soloensis_species_387806	1
Aerospiza_tachiro_species_387808	1
Accipiter_virgatus_species_387810	1
Aviceda_subcristata_species_387811	1
Butastur_rufipennis_species_387812	1
Buteo_nitidus_species_387814	1
Circus_approximans_species_387821	1
Circus_pygargus_species_387828	1
Agave_angustifolia_species_382117	1
Elanus_caeruleus_species_387830	1
Melierax_canorus_species_387834	1
Melierax_metabates_species_387835	1
Bayabusua_clarkei_species_387124	1
Ampelosycios_bosseri_species_387132	1
Ampelocalamus_luodianensis_species_387595	1
Drosophila_quadrilineata_species_387621	1
Drosophila_maculinotata_species_387622	1
Elanus_axillaris_species_387829	1
Butyriboletus_regius_species_388852	1
Boletus_vermiculosus_species_388854	1
Phylloboletellus_chloephorus_species_388862	1
Tylopilus_rubrobrunneus_species_388871	1
Bothia_castanella_species_388887	1
Stachybotrys_chlorohalonatus_species_388913	1
Psyttalia_concolor_species_389103	1
Ampelosycios_scandens_species_388286	1
Borneosicyos_simplex_species_388288	1
Penstemon_cyananthus_species_388136	1
Cladopsammia_gracilis_species_388437	1
Cyperus_iria_species_388567	1
Harpagus_bidentatus_species_387842	1
Micronisus_gabar_species_387845	1
Crocidura_zimmermanni_species_387912	1
Cutaneotrichosporon_arboriforme_species_387937	1
Pteropepon_parodii_species_386216	1
Ruthalicia_longipes_species_386220	1
Sicyos_baderoa_species_386234	1
Crotalus_mitchellii_species_384065	1
Crotalus_pyrrhus_species_384069	1
Anomaloglossus_beebei_species_384853	1
Acanthophora_spicifera_species_385024	1
Pseudokeronopsis_carnea_species_385029	1
Accipiter_badius_species_387787	1
Pseudolaguvia_tuberculata_species_385308	1
Psammophis_punctulatus_species_382754	1
Telfairia_occidentalis_species_383670	1
Ampelosycios_leandrii_species_383673	1
Lipomyces_kockii_species_383835	1
Lipomyces_sp._NRRL_Y-27488_species_383836	1
Lipomyces_yamadae_species_383837	1
Myxozyma_neglecta_species_383838	1
Myxozyma_nipponensis_species_383839	1
Myxozyma_sirexii_species_383840	1
Pseudolaguvia_shawi_species_385288	1
Accipiter_erythropus_species_387793	1
Accipiter_fasciatus_species_387794	1
Accipiter_francesiae_species_387795	1
Cladophialophora_chaetospira_species_386627	1
Ampelosycios_humblotii_species_386639	1
Sicyosperma_gracile_species_386236	1
Evansstolkia_leycettana_species_196907	1
Acanthamoeba_mauritaniensis_species_196912	1
Psiguria_umbrosa_species_386214	1
Ryuthela_nishihirai_species_197039	1
Firmiana_major_species_197122	1
Staurois_parvus_species_386267	1
Sisor_rabdophorus_species_385310	1
Camellia_oleifera_species_385388	1
Thalassiosira_mediterranea_species_385412	1
Discostella_stelligera_species_386076	1
Agave_tequilana_species_386106	1
Sicydium_synantherum_species_386148	1
Cucumis_hirsutus_species_386155	1
Herpetospermum_pedunculosum_species_386182	1
Polyclathra_cucumerina_species_386209	1
Acanthamoeba_terricola_species_196913	1
Goniomma_hispanicum_species_369141	1
Odontoponera_transversa_species_369187	1
Sinotaia_quadrata_species_200191	1
Nicotiana_obtusifolia_species_200316	1
Morchella_rufobrunnea_species_368404	1
Pelusios_castaneus_species_367368	1
Acropora_acuminata_species_367763	1
Procypris_rabaudi_species_367866	1
Avena_atlantica_species_366594	1
Beckmannia_syzigachne_species_368345	1
Planiliza_haematocheilus_species_370040	1
Thelephora_ganbajun_species_370292	1
Batillaria_attramentaria_species_370345	1
Vesta_saturnalis_species_370603	1
Lamprigera_yunnana_species_370605	1
Corythucha_ciliata_species_369451	1
Pachyramphus_minor_species_369605	1
Ptychidio_jordani_species_369663	1
Desoria_olivacea_species_370026	1
Isotomiella_minor_species_370032	1
Desoria_tigrina_species_370036	1
Solanum_etuberosum_species_200525	1
Phalaenopsis_hybrid_cultivar_species_200642	1
Syntrichia_caninervis_species_200751	1
Ephemera_vulgata_species_364141	1
Zosterops_borbonicus_species_364589	1
Trypethelium_eluteriae_species_364715	1
Spratelloides_gracilis_species_365052	1
Prosopis_cineraria_species_364024	1
Trigonella_corniculata_species_200965	1
Carpediemonas_membranifera_species_201153	1
Lepiota_brunneoincarnata_species_201213	1
Leucocoprinus_leucothites_species_201217	1
Macrolepiota_fuliginosa_species_201230	1
Atrina_japonica_species_366651	1
Paraplagusia_blochii_species_366904	1
Ophioceras_dolichostomum_species_367097	1
Pheidole_yeensis_species_367159	1
Pseudorhombus_dupliciocellatus_species_367197	1
Saussurea_involucrata_species_200489	1
Pangasius_bocourti_species_365578	1
Pangasius_larnaudii_species_365580	1
Pangasius_sanitwongsei_species_365581	1
Elymnias_hypermnestra_species_366056	1
Flaccisagitta_enflata_species_366393	1
Notiomystis_cincta_species_366454	1
Armillaria_sp._CMW_4456_species_366497	1
Sylvilagus_bachmani_species_365149	1
Rhodamnia_rubescens_species_375276	1
Australozyma_bambusicola_species_374337	1
Australozyma_nongkhaiensis_species_374343	1
Alaus_oculatus_species_374458	1
Diplostomum_indistinctum_species_198605	1
Diplostomum_huronense_species_198606	1
Hirtodrosophila_histrioides_species_198717	1
Drosophila_innubila_species_198719	1
Neoclytus_acuminatus_species_376230	1
Discosporangium_mesarthrocarpum_species_376270	1
uncultured_Bacillariales_species_376604	1
Rhodomyrtus_psidioides_species_375277	1
Tylopilus_plumbeoviolaceoides_species_374766	1
Tectocepheus_sarekensis_species_198303	1
Octonoba_sinensis_species_198412	1
Leptodactylus_fallax_species_375434	1
Eurillas_ansorgei_species_374616	1
Criniger_chloronotus_species_374622	1
Phtheirospermum_japonicum_species_374723	1
Neoboletus_magnificus_species_374759	1
Boletus_speciosus_species_374761	1
Strobilomyces_confusus_species_374762	1
Nothrus_palustris_species_198293	1
Melanerpes_aurifrons_species_371916	1
Pheucticus_melanocephalus_species_371919	1
Pluvialis_fulva_species_371922	1
Tyrannus_couchii_species_371925	1
Tyrannus_crassirostris_species_371926	1
Pitangus_sulphuratus_species_371930	1
Lophiostoma_macrostomum_species_372055	1
Gavia_adamsii_species_372293	1
Drosophila_suboccidentalis_species_198723	1
Globisporangium_spiculum_species_373630	1
Myripristis_jacobus_species_371672	1
Branta_hutchinsii_species_371860	1
Melanitta_perspicillata_species_371863	1
Melanitta_fusca_species_371864	1
Wurfbainia_villosa_species_199627	1
Anopheles_epiroticus_species_199890	1
Begonia_fuchsioides_species_200001	1
Begonia_loranthoides_species_200023	1
Stereocaulon_virgatum_species_373712	1
Chamaeleo_laevigatus_species_373863	1
Halocaridina_rubra_species_373956	1
Begonia_masoniana_species_198562	1
Tyrannus_cubensis_species_372375	1
Blumeriella_jaapii_species_373115	1
Ictinia_mississippiensis_species_371914	1
Drosophila_subquinaria_species_198725	1
Iris_sibirica_species_198826	1
Calcarius_ornatus_species_198940	1
Papiliotrema_nemorosa_species_199339	1
Tyrannus_niveigularis_species_372370	1
Tyrannus_albogularis_species_372371	1
Tyrannus_vociferans_species_372372	1
Tyrannus_verticalis_species_372373	1
Tyrannus_forficatus_species_372374	1
Spratelloides_delicatulus_species_373251	1
Brenthis_hecate_species_405033	1
Genlisea_aurea_species_192259	1
Pinguicula_moranensis_species_192269	1
Utricularia_reniformis_species_192314	1
Eucalyptus_grandis_x_Eucalyptus_urophylla_species_192399	1
Sturnira_hondurensis_species_192404	1
Phthorimaea_operculella_species_192464	1
Osteocephalus_oophagus_species_192751	1
Anisodus_acutangulus_species_402998	1
Pyricularia_sp._CBS_133598_species_403063	1
Austroboletus_niveus_species_388839	1
Aspidoscelis_marmoratus_species_403789	1
Rhododendron_mucronatum_species_401655	1
Wickerhamiella_azymoides_species_406256	1
Metallyticus_violacea_species_406581	1
Brenthis_ino_species_405034	1
Brenthis_daphne_species_405032	1
Henckelia_pumila_species_405737	1
Psyttalia_lounsburyi_species_405760	1
Teratosphaeria_gauchensis_species_405846	1
Loxospora_cismonica_species_404707	1
Tuckermannopsis_ciliaris_species_404712	1
Thelotrema_subtile_species_400361	1
Antechinus_agilis_species_400481	1
Gypsoplaca_macrophylla_species_400696	1
Notodromas_monacha_species_399045	1
Abra_alba_species_399303	1
Diutina_scorzettiae_species_399469	1
Falco_rufigularis_species_399590	1
Cnidoscolus_aconitifolius_species_398630	1
Hippophae_gyantsensis_species_193515	1
Hippophae_rhamnoides_species_193516	1
Hippophae_tibetana_species_193519	1
Steinernema_diaprepesi_species_193536	1
Neoseiulus_cucumeris_species_193551	1
Aragoa_abietina_species_193561	1
Aragoa_cleefii_species_193564	1
Suhomyces_vadensis_species_399471	1
Aquila_nipalensis_species_193005	1
Pyracantha_coccinea_species_193309	1
Loxospora_ochrophaea_species_400354	1
Ceraceosorus_bombacis_species_401625	1
Archaeomysis_grebnitzkii_species_401108	1
Elanoides_forficatus_species_192873	1
[Candida]_patagonica_nom._inval._species_399783	1
Dicyema_japonicum_species_399803	1
Urosalpinx_cinerea_species_399971	1
Eutetramorium_mocquerysi_species_411750	1
Leptogenys_diminuta_species_411755	1
Vollenhovia_emeryi_species_411798	1
Anopheles_longipalpis_species_412009	1
Pipistrellus_hanaki_species_412090	1
Anelosimus_studiosus_species_411427	1
Knufia_fluminis_species_191047	1
Polistes_chinensis_species_191059	1
Saccostrea_echinata_species_191078	1
Fuscopannaria_leucosticta_species_191104	1
Blastobotrys_mucifer_species_191334	1
Nuttallia_obscurata_species_410342	1
Saxidomus_gigantea_species_410349	1
Clinocardium_nuttallii_species_410350	1
Sugiyamaella_chiloensis_species_410835	1
Sugiyamaella_japonica_species_410836	1
Plantago_depressa_species_411227	1
Onosma_paniculata_species_411250	1
Paramormyrops_sp._MAG_species_191268	1
Fissurina_insidiosa_species_413836	1
Kandelia_obovata_species_413952	1
Actitis_macularius_species_190659	1
Aratinga_weddellii_species_190661	1
Listronotus_oregonensis_species_412987	1
Rinodina_tephraspis_species_411585	1
Mopalia_ciliata_species_413423	1
Iberis_amara_species_190884	1
Symmetromphalus_regularis_species_190994	1
Brachionichthys_hirsutus_species_412623	1
Buellia_stillingiana_species_411580	1
Bradynema_listronoti_species_413010	1
Neuroscelio_doddi_species_408266	1
Xanthoria_mediterranea_species_408593	1
Desmognathus_planiceps_species_407057	1
Metschnikowia_gelsemii_species_407270	1
Cryptococcus_neoformans_x_Cryptococcus_deneoformans_species_192011	1
Mikania_micrantha_species_192012	1
Parailia_congica_species_409307	1
Musa_beccarii_species_192045	1
Grapholita_molesta_species_192188	1
Exophiala_phaeomuriformis_species_406760	1
Frankliniella_fusca_species_407009	1
Globisporangium_carolinianum_species_192020	1
Spiraea_crenata_species_409507	1
Cantharellus_appalachiensis_species_409893	1
Stylephorus_chordatus_species_409996	1
Erebia_palarica_species_191414	1
Pipa_carvalhoi_species_191480	1
Gracilinanus_agilis_species_191870	1
Fusarium_sterilihyphosum_species_192009	1
Beverwykella_pulmonaria_species_409207	1
Pezoporus_occidentalis_species_407982	1
Lynx_pardinus_species_191816	1
Rostrohypoxylon_terebratum_species_392036	1
Teunomyces_barrocoloradensis_species_392261	1
Teunomyces_aglyptinius_species_392262	1
Teunomyces_stri_species_392263	1
Teunomyces_gatunensis_species_392264	1
Pichia_thaimueangensis_species_392265	1
Sardinella_lemuru_species_392307	1
Oenanthe_leucopyga_species_391700	1
Macropodium_nivale_species_391730	1
Sungouiella_blattae_species_391824	1
Candida_corydali_species_391826	1
Sungouiella_dosseyi_species_391827	1
Plasmodium_cf._malariae_species_196059	1
Microdochium_bolleyi_species_196109	1
Ionaspis_lacustris_species_196135	1
Ischnoderma_resinosum_species_196228	1
Candida_chauliodis_species_391825	1
Microsynodontis_batesii_species_392934	1
Cladonia_leporina_species_195770	1
Cladonia_metacorallifera_species_195773	1
Cladonia_petrophila_species_195777	1
Cladonia_subtenuis_species_195789	1
Aeolidia_papillosa_species_195873	1
Drepanocaryum_sewerzowii_species_392624	1
Sphyraena_obtusata_species_392539	1
Trinectes_maculatus_species_195658	1
Valencia_hispanica_species_195855	1
Notamacropus_irma_species_196387	1
Heliconius_hortense_species_196493	1
Calosoma_granatense_species_196575	1
Cephalocassis_borneensis_species_390433	1
Pteropus_rufus_species_196297	1
Campylomormyrus_compressirostris_species_389352	1
Chologaster_cornuta_species_390312	1
Ctenochaetus_hawaiiensis_species_390315	1
Atopochilus_savorgnani_species_390410	1
Auchenoglanis_occidentalis_species_390418	1
Pareutropius_debauwi_species_390428	1
Blyttiomyces_helicus_species_388810	1
Aureoboletus_auriporus_species_388835	1
Lophium_mytilinum_species_390894	1
Trematosphaeria_pertusa_species_390896	1
Prunus_ramburei_species_391055	1
Gogo_arcuatus_species_390447	1
Malapterurus_beninensis_species_390479	1
Ceyx_argentatus_species_390721	1
Ceyx_cyanopectus_species_390723	1
Alcedo_semitorquata_species_390728	1
Tecia_solanivora_species_396680	1
Brachionus_angularis_species_396692	1
Nibea_coibor_species_396775	1
Dillenia_turbinata_species_194707	1
Euryodendron_excelsum_species_194712	1
Catamblyrhynchus_diadema_species_194941	1
Brachionus_rubens_species_392764	1
Mikrocytos_mackini_species_195010	1
Heterotrigona_itama_species_395501	1
Bombus_breviceps_species_395515	1
Bombus_difficillimus_species_395520	1
Bombus_skorikovi_species_395565	1
Chroomonas_mesostigmatica_species_195065	1
Malania_oleifera_species_397392	1
Nephtys_longosetosa_species_397560	1
Sodiomyces_alcalophilus_species_398408	1
Neptis_clinioides_species_398435	1
Cucumis_hystrix_species_396994	1
Reaumuria_songarica_species_194564	1
Phlebia_brevispora_species_194682	1
Rhazya_stricta_species_396313	1
Scutellaria_barbata_species_396367	1
Mallotus_repandus_species_396370	1
Bombus_pyrosoma_species_396416	1
Athene_cunicularia_species_194338	1
Sebastes_reedi_species_394704	1
Ficedula_hyperythra_species_393709	1
Schistosoma_guineensis_species_393876	1
Farysia_itapuensis_species_394055	1
Bombus_waltoni_species_395577	1
Pestalotiopsis_fici_species_393283	1
Ficedula_albicilla_species_393706	1
Rhagonycha_lignosa_species_195289	1
Sphyrna_mokarran_species_195334	1
Hippoglossus_stenolepis_species_195615	1
Psettodes_erumei_species_195640	1
Dryas_integrifolia_species_395290	1
Sebastes_variabilis_species_394707	1
Sebastes_proriger_species_394703	1
Silurus_lanzhouensis_species_395014	1
Sorex_maritimensis_species_395025	1
Ochrolechia_trochophora_species_394536	1
Pertusaria_plittiana_species_394545	1
Halenospora_varia_species_394676	1
Helicolenus_avius_species_394686	1
Sebastes_borealis_species_394687	1
Sebastes_dallii_species_394690	1
Sebastes_kiyomatsui_species_394692	1
Sebastes_mentella_species_394696	1
Sebastes_nebulosus_species_394698	1
Sebastes_norvegicus_species_394699	1
Sebastes_polyspinis_species_394702	1
Lecanora_hybocarpa_species_394998	1
Butastur_indicus_species_335207	1
Eudocimus_ruber_species_335483	1
Cardicola_forsteri_species_335511	1
Otus_lettia_species_209070	1
Lepraria_neglecta_species_209136	1
Ompok_bimaculatus_species_209166	1
Betta_imbellis_species_209216	1
Illadopsis_cleaveri_species_201329	1
Gephyroberyx_darwinii_species_334984	1
Rhynchobatus_australiae_species_335006	1
Palythoa_heliodiscus_species_334445	1
Syzygium_jambos_species_334483	1
Allantophomopsis_lycopodina_species_334518	1
Euzetes_globulus_species_334610	1
Oppiella_nova_species_334625	1
Rastrelliger_brachysoma_species_334878	1
Azolla_nilotica_species_336974	1
Ataeniobius_toweri_species_208326	1
Characodon_lateralis_species_208331	1
Girardinichthys_multiradiatus_species_208333	1
Nigrospora_oryzae_species_335854	1
Lasiodiplodia_gonubiensis_species_336252	1
Cistus_crispus_species_335185	1
Ophioderma_brevispina_species_335713	1
Bolma_rugosa_species_335776	1
Apiospora_aurea_species_335848	1
Orestias_laucaensis_species_208468	1
Diadegma_semiclausum_species_208481	1
Myriophyllum_ussuriense_species_208875	1
Craseonycteris_thonglongyai_species_208972	1
Formica_selysi_species_208979	1
Formica_sanguinea_species_208980	1
Arthrinium_puccinioides_species_335850	1
Protonibea_diacanthus_species_335060	1
Anatalanta_aptera_species_333749	1
Cheracebus_lugens_species_210166	1
Aspergillus_foveolatus_species_210207	1
Mesua_ferrea_species_210380	1
Setomelanomma_holmii_species_210430	1
Asterionella_formosa_species_210441	1
Fragilaria_crotonensis_species_210448	1
Pseudobourletiella_spinata_species_332384	1
Gerres_macracanthus_species_332419	1
Dillenia_suffruticosa_species_332431	1
Eurycea_guttolineata_species_332576	1
Hirsutella_minnesotensis_species_332947	1
Cryomyces_minteri_species_331657	1
Synergus_umbraculus_species_331713	1
Dothistroma_pini_species_332034	1
Eurycea_cirrigera_species_332575	1
Drosophila_leonis_species_209068	1
Taraxacum_kok-saghyz_species_333970	1
Phaeotremella_fagi_species_334123	1
Karalla_daura_species_334402	1
Haemulon_plumierii_species_334415	1
Angiostrongylus_costaricensis_species_334426	1
uncultured_Hypocreales_species_209465	1
Liposcelis_brunnea_species_209989	1
Thalia_dealbata_species_210077	1
Corchorus_capsularis_species_210143	1
Mycosphaerella_sp._Ston1_species_333113	1
Puccinia_arachidis_species_333523	1
Empidonax_alnorum_species_209618	1
Prosopis_alba_species_207710	1
Ramphastos_swainsonii_species_207748	1
Pseudoneuroterus_saliens_species_207806	1
Heterobasidion_parviporum_species_207832	1
Cryptococcus_sp._05/00_species_207937	1
Phytopythium_litorale_species_340183	1
Phthonandria_atrilineata_species_339843	1
Rhodeus_uyekii_species_339858	1
Azolla_mexicana_species_336973	1
Thalassiosira_tumida_species_340023	1
Chaetophractus_vellerosus_species_340076	1
Bombus_campestris_species_207624	1
Dendrocalamus_sinicus_species_338490	1
Bonia_amplexicaulis_species_338503	1
Eucalyptus_rudis_species_338544	1
Bienertia_sinuspersici_species_338654	1
Chloroceryle_amazona_species_342361	1
Actenoides_lindsayi_species_342376	1
Halcyon_senegalensis_species_342381	1
Lepilemur_ankaranensis_species_342401	1
Cosmopolites_sordidus_species_206492	1
Holothuria_leucospilota_species_206669	1
Digitonthophagus_gazella_species_206854	1
Myrmica_scabrinodis_species_207696	1
Scolionema_suvaense_species_340365	1
Aspergillus_novofumigatus_species_340412	1
Aspidiotus_destructor_species_340523	1
Coregonus_ussuriensis_species_340692	1
Bombus_haemorrhoidalis_species_207636	1
California_macrophylla_species_337344	1
Erodium_chrysanthum_species_337364	1
Erodium_gruinum_species_337380	1
Erodium_trifolium_species_337410	1
Columba_janthina_species_337444	1
Pseudocercospora_vitis_species_337446	1
Cinnamomum_micranthum_species_337465	1
Malapterurus_electricus_species_337630	1
Hemibagrus_wyckioides_species_337641	1
Goodea_atripinnis_species_208336	1
Xenotaenia_resolanae_species_208358	1
Colletes_collaris_species_338710	1
Orestias_chungarensis_species_208467	1
Sinosuthora_webbiana_species_337173	1
Xerocomus_ferrugineus_species_336813	1
Azolla_microphylla_species_336972	1
Telescopus_dhara_species_338837	1
Cistanthe_longiscapa_species_339208	1
Zalerion_maritima_species_339359	1
Thaumetopoea_pityocampa_species_208016	1
Prinia_subflava_species_208062	1
Sylvietta_virens_species_208069	1
Curruca_cantillans_species_208071	1
Parmoptila_jamesoni_species_208082	1
Papio_kindae_species_208091	1
Hypotrachyna_osseoalba_species_338240	1
Monarcha_castaneiventris_species_338458	1
Pangasius_conchophilus_species_337735	1
Leiocassis_micropogon_species_337770	1
Hypodytes_rubripinnis_species_337885	1
Emberiza_fucata_species_337179	1
Przewalskia_tangutica_species_337188	1
Ameca_splendens_species_208324	1
Kryptolebias_brasiliensis_species_326434	1
Merops_pusillus_species_325341	1
Eurystomus_gularis_species_325343	1
Todiramphus_chloris_species_325347	1
Malaya_genurostris_species_325434	1
Ophiostoma_perfectum_species_325632	1
Macroglossus_sobrinus_species_326083	1
Saturnispora_besseyi_species_324744	1
Kwoniella_dejecticola_species_324770	1
Moelleriella_libera_species_324773	1
Ceyx_lepidus_species_325320	1
Ceyx_melanurus_species_325326	1
Halcyon_badia_species_325331	1
Halcyon_leucocephala_species_325332	1
Ceryle_rudis_species_325335	1
Alcedo_quadribrachys_species_325338	1
Kregervanrija_fluxuum_species_324740	1
Kwoniella_bestiolae_species_324769	1
Aechmea_fasciata_species_326768	1
Megaleporinus_macrocephalus_species_327003	1
Annulohypoxylon_annulatum_species_327058	1
Ustilago_shanxiensis_species_327080	1
Leptodactylus_rhodomystax_species_326588	1
Leptodactylus_knudseni_species_326593	1
Annulohypoxylon_bovei_species_326616	1
Annulohypoxylon_moriforme_species_326622	1
Platycarya_longipes_species_212655	1
Daldinia_bambusicola_species_326643	1
Daldinia_childiae_species_326645	1
Daldinia_decipiens_species_326647	1
Hypoxylon_cercidicola_species_326656	1
Hypoxylon_crocopeplum_species_326657	1
Hypoxylon_lenormandii_species_326665	1
Microcladia_borealis_species_326257	1
Pinguicula_primuliflora_species_326274	1
Erysiphe_neolycopersici_species_212602	1
Annulohypoxylon_nitens_species_326626	1
Tetramorium_alpestre_species_323550	1
Anolis_sericeus_species_323603	1
Anolis_tropidonotus_species_323608	1
Ramphastos_ambiguus_species_322579	1
Ramphastos_dicolorus_species_322580	1
Ramphastos_brevis_species_322581	1
Ramphastos_sulfuratus_species_322582	1
Clarias_gabonensis_species_322707	1
Botia_kubotai_species_322106	1
Anguillospora_crassa_species_213319	1
Gryllotalpa_orientalis_species_213494	1
Myospalax_aspalax_species_213498	1
Musa_banksii_species_213591	1
Acropora_hemprichii_species_213635	1
Botia_almorhae_species_322108	1
Yasuhikotakia_modesta_species_322115	1
Chromobotia_macracanthus_species_322131	1
Conyza_sumatrensis_species_212787	1
Drosophila_prolongata_species_212811	1
Euphorbia_biselegans_species_213007	1
Euphorbia_lomelii_species_213017	1
Kregervanrija_pseudodelftensis_species_324743	1
Trachylepis_brevicollis_species_323738	1
Adelphocoris_suturalis_species_323751	1
Otopharynx_argyrosoma_species_323788	1
Epinephelus_bruneus_species_323802	1
Guadua_angustifolia_species_323898	1
Xylaria_multiplex_species_323545	1
Hyocomium_armoricum_species_324239	1
Necturus_beyeri_species_324346	1
Pseudotriton_montanus_species_324349	1
Jimgerdemannia_lactiflua_species_324621	1
Ophiostoma_angusticollis_species_324705	1
Dipodomys_stephensi_species_323379	1
Leptodactylus_mystaceus_species_323527	1
Xylaria_digitata_species_323540	1
Diglossa_cyanea_species_330682	1
Atelopus_hoogmoedi_species_330833	1
Friedmanniomyces_simplex_species_329884	1
Hoplolaimus_galeatus_species_211160	1
Cephus_cinctus_species_211228	1
Plectus_parietinus_species_211404	1
Hypoxylon_trugodes_species_326681	1
Pyrrhura_frontalis_species_211511	1
Acanthamoeba_quina_species_211522	1
Pareas_carinatus_species_211648	1
Corythoichthys_haematopterus_species_211658	1
Temnoplectron_lewisense_species_211780	1
Lutjanus_argentimaculatus_species_211834	1
Lutjanus_erythropterus_species_211835	1
Australoheros_scitulus_species_329336	1
Thectocercus_acuticaudatus_species_211510	1
Certesia_quadrinucleata_species_331608	1
Helogale_parvula_species_210647	1
Perca_schrenkii_species_210850	1
Takashimella_tepidaria_nom._inval._species_211102	1
Haplochromis_paludinosus_species_331646	1
Chrysopogon_serrulatus_species_330583	1
Andricus_pictus_species_330977	1
Puccinia_horiana_species_331382	1
Perkinsus_chesapeaki_species_330153	1
Asclepias_incarnata_species_330158	1
Dysphania_ambrosioides_species_330163	1
Zerynthia_polyxena_species_330376	1
Panaeolus_papilionaceus_species_330517	1
Podospora_didyma_species_330526	1
Cercophora_samala_species_330535	1
Costus_erythrocoryne_species_328763	1
Bolborhynchus_lineola_species_211877	1
Centrocercus_minimus_species_211967	1
Basiliscus_vittatus_species_211979	1
Lethocerus_indicus_species_212017	1
Phalaenopsis_aphrodite_species_212056	1
Menopon_gallinae_species_328185	1
Coemansia_sp._'formosensis'_species_327750	1
Epinephelus_tukula_species_327770	1
Rypticus_nigripinnis_species_327786	1
Anthias_anthias_species_327821	1
Monolepta_hieroglyphica_species_327932	1
Phrynobatrachus_natalensis_species_327965	1
Dalechampia_spathulata_species_212295	1
Premnoplex_brunnescens_species_329506	1
Ellobius_talpinus_species_329620	1
Metschnikowia_kofuensis_nom._inval._species_329642	1
Zoanthus_gigantus_species_329727	1
Zoanthus_sansibaricus_species_329728	1
Solanum_clarkiae_species_329767	1
Solanum_sejunctum_species_329799	1
Costus_erythrophyllus_species_328764	1
Costus_lasius_species_328769	1
Costus_osae_species_328779	1
Costus_scaber_species_328781	1
Parazoanthus_swiftii_species_328570	1
Mysoria_ambigua_species_328873	1
Styx_infernalis_species_328887	1
Emesis_mandana_species_328888	1
Rhizoclosmatium_globosum_species_329046	1
Tor_tambroides_species_329116	1
Milvus_lineatus_species_329121	1
Zanthoxylum_bungeanum_species_328401	1
Myioborus_melanocephalus_species_328439	1
Pseudorasbora_elongata_species_328526	1
Coreius_guichenoti_species_328532	1
Epizoanthus_illoricatus_species_328561	1
Trapezites_symmomus_species_328870	1
