Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Nanoarchaeaceae,1890941,17,0.01,55,0.0,cellular organisms;Archaea;Nanobdellati;Nanobdellota;Candidatus Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;192989;2885752;1890940;1890941
Entomoplasmataceae,33925,16,0.01,67,0.01,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Entomoplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;186328;33925
Spirulinaceae,1890448,16,0.01,48,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Spirulinales;Spirulinaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890443;1890448
Enterobacterales.U.family,91347,16,0.01,25,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;91347;91347
Desulfosalsimonadaceae,2904714,16,0.01,42,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosalsimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;2904714
Wenzhouxiangellaceae,1676141,16,0.01,61,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;1676141
Desulfonatronaceae,224380,15,0.01,74,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonatronaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;224380
Dermocarpellaceae,1890498,15,0.01,63,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Dermocarpellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;52604;1890498
Bartonellaceae,772,15,0.01,196,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;772
Xanthomonadales.U.family,135614,15,0.01,80,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Xanthomonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;135614;135614
Raineyaceae,2071613,15,0.01,72,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Raineyaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2071613
Roseivirgaceae,2762306,15,0.01,90,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762306
Chelatococcaceae,2036754,15,0.01,84,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2036754
Amorphaceae,2685818,15,0.01,42,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Amorphaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2685818
Thermoplasmatales.U.family,2301,14,0.01,57,0.0,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2157;3366610;2283796;183967;2301;2301
MD2896-B216.U.family,NA,14,0.01,32,0.0,MD2896-B216.U.family,original_name,NA
Desulfallaceae,2867375,14,0.01,35,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;2867375
Cenarchaeaceae,205957,14,0.01,78,0.01,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Candidatus Cenarchaeales;Candidatus Cenarchaeaceae,cellular root;domain;kingdom;phylum;order;family,131567;2157;1783275;651137;205948;205957
Euryarchaeota.U.family,28890,14,0.01,52,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Euryarchaeota.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2157;3366610;28890;28890
Desulfoplanaceae,3031458,13,0.0,36,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfoplanaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;3031458
Mesoaciditogaceae,1769717,13,0.0,28,0.0,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;1769716;1769717
Geovibrionaceae,2945019,13,0.0,54,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200930;68337;191393;2945019
Betaproteobacteria.U.family,28216,13,0.0,220,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Betaproteobacteria.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;1224;28216;28216
Alteromonadales.U.family,135622,13,0.0,31,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;135622;135622
Proteinivoraceae,1491775,13,0.0,26,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;1491775
Vallitaleaceae,2603322,13,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3085636;2603322
Thermoflexibacteraceae,2762317,13,0.0,64,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Thermoflexibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762317
Schizotrichaceae,1890440,13,0.0,20,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Schizotrichaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079749;1890440
Thermosporotrichaceae,768649,13,0.0,45,0.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;388448;768649
Calditerrivibrionaceae,2945021,12,0.0,59,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Calditerrivibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200930;68337;191393;2945021
Thermodesulforhabdaceae,3031641,12,0.0,48,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Thermodesulforhabdaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024408;213462;3031641
Desulfonatronovibrionaceae,3031459,12,0.0,30,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonatronovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;3031459
Thermosediminibacteraceae,2770093,12,0.0,33,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;2770089;2770093
Patulibacteraceae,361606,12,0.0,34,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Patulibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588673;361606
Parviterribacteraceae,1759334,12,0.0,73,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588673;1759334
Gottschalkiaceae,2042895,12,0.0,28,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Gottschalkiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;2042895
Methanonatronarchaeaceae,2202724,12,0.0,24,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanonatronarchaeia;Methanonatronarchaeales;Methanonatronarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;171536;2202723;2202724
Metamycoplasmataceae,2895623,11,0.0,58,0.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Metamycoplasmataceae,cellular root;domain;kingdom;phylum;order;family,131567;2;1783272;544448;2790996;2895623
Tolypothrichaceae,119859,11,0.0,83,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Tolypothrichaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;119859
Aliterellaceae,2917811,11,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Chroococcidiopsidales;Aliterellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890505;2917811
Methanocellales.U.family,570264,11,0.0,39,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellales.U.family,cellular root;domain;kingdom;phylum;clade;class;order;original_name,131567;2157;3366610;28890;2290931;224756;570264;570264
Aquificales.U.family,32069,11,0.0,73,0.01,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200783;187857;32069;32069
Pseudobacteriovoracaceae,1769745,11,0.0,48,0.0,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;1553900;1553901;1769745
Thermomicrobiaceae,189777,11,0.0,130,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermomicrobiota;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3027942;189775;189776;189777
Iodidimonadaceae,2066485,11,0.0,95,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Iodidimonadales;Iodidimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;2066484;2066485
Cesiribacteraceae,2762276,11,0.0,17,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cesiribacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762276
Afifellaceae,2829802,11,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Afifellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2829802
Coelosphaeriaceae,1890430,11,0.0,236,0.02,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Coelosphaeriaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890424;1890430
Cyanothecaceae,1892249,11,0.0,41,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gomontiellales;Cyanothecaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079757;1892249
Stigonemataceae,1189,10,0.0,41,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Stigonemataceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1189
Desulfuribacillaceae,2963099,10,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Desulfuribacillia;Desulfuribacillales;Desulfuribacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;2963097;2963098;2963099
Rhodobiaceae,119043,10,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;119043
Halobacteriales.U.family,2235,10,0.0,121,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriales.U.family,cellular root;domain;kingdom;phylum;clade;class;order;original_name,131567;2157;3366610;28890;2290931;183963;2235;2235
Symphyonemataceae,1892258,10,0.0,15,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Symphyonemataceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892258
Opitutales.U.family,415000,9,0.0,19,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutales;Opitutales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;3379134;1783257;74201;414999;415000;415000
Thermolithobacteraceae,455493,9,0.0,19,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Thermolithobacteria;Thermolithobacterales;Thermolithobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;455491;455492;455493
Puniceicoccales.U.family,415001,9,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Puniceicoccales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;3379134;1783257;74201;414999;415001;415001
Beutenbergiaceae,125316,9,0.0,24,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Beutenbergiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;125316
Tsukamurellaceae,85028,9,0.0,59,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Tsukamurellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;85028
Egibacteraceae,1747769,9,0.0,37,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Egibacterales;Egibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;1747768;1747769
Luteibaculaceae,2772533,9,0.0,15,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Luteibaculaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;2772533
Chloroflexales.U.family,32064,9,0.0,22,0.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;200795;32061;32064;32064
Salinarimonadaceae,2137278,9,0.0,74,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Salinarimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2137278
Ignavibacteria.U.family,795747,8,0.0,20,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Ignavibacteriota;Ignavibacteria;Ignavibacteria.U.family,cellular root;domain;kingdom;clade;clade;phylum;class;original_name,131567;2;3379134;1783270;68336;1134404;795747;795747
Nanopusillaceae,1890942,8,0.0,150,0.01,cellular organisms;Archaea;Nanobdellati;Nanobdellota;Candidatus Nanoarchaeia;Nanoarchaeales;Nanopusillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;192989;2885752;1890940;1890942
Atribacteria.U.family,2847774,8,0.0,110,0.01,cellular organisms;Bacteria;Pseudomonadati;Atribacterota;Atribacteria;Atribacteria.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;67818;2847774;2847774
Caldisphaeraceae,255472,8,0.0,36,0.0,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Acidilobales;Caldisphaeraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;871006;255472
Actinopolysporaceae,622451,8,0.0,44,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinopolysporales;Actinopolysporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;622450;622451
Desulfatibacillaceae,3031627,8,0.0,21,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatibacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3031627
Thioprofundaceae,2034509,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioprofundaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;2034509
Procabacteriaceae,809,8,0.0,24,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Procabacteriaceae,cellular root;domain;kingdom;clade;phylum;class;order;family;family,131567;2;3379134;1783257;204428;204429;51291;809;NA
Acaryochloridaceae,1890429,8,0.0,25,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Acaryochloridaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079744;1890429
Chamaesiphonaceae,1890431,8,0.0,42,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gomontiellales;Chamaesiphonaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079757;1890431
Oculatellaceae,2303507,7,0.0,29,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oculatellales;Oculatellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079748;2303507
Desulfurellales.U.family,213113,7,0.0,10,0.0,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;29547;3031853;213113;213113
Budviciaceae,1903416,7,0.0,39,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1903416
Desulfofabaceae,2904606,7,0.0,21,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfofabaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;2904606
Actinopolymorphaceae,2805400,7,0.0,38,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Actinopolymorphaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85009;2805400
Opitutae.U.family,414999,7,0.0,11,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutae.U.family,cellular root;domain;kingdom;clade;phylum;class;original_name,131567;2;3379134;1783257;74201;414999;414999
Dictyoglomaceae,203488,7,0.0,133,0.01,cellular organisms;Bacteria;Pseudomonadati;Dictyoglomota;Dictyoglomia;Dictyoglomales;Dictyoglomaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;68297;203486;203487;203488
Ventosimonadaceae,1827282,7,0.0,16,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Ventosimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72274;1827282
Planctomycetia.U.family,203683,7,0.0,35,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetia.U.family,cellular root;domain;kingdom;clade;phylum;class;original_name,131567;2;3379134;1783257;203682;203683;203683
Oligoflexales.U.family,1553901,7,0.0,26,0.0,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;3018035;1553900;1553901;1553901
Thioalkalibacteraceae,2035710,7,0.0,25,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioalkalibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;2035710
Breoghaniaceae,2821832,7,0.0,13,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2821832
Gloeobacteraceae,1890422,7,0.0,23,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Gloeobacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;307595;1890422
Zymomonadaceae,2844881,6,0.0,58,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Zymomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204457;2844881
Thermodesulfatatoraceae,3031464,6,0.0,11,0.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfatatoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;67799;188710;3031464
Filobacteriaceae,1740705,6,0.0,50,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Filobacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117747;200666;1740705
Perlucidibacaceae,2887331,6,0.0,59,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Perlucidibacaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72274;2887331
Algiphilaceae,1266054,6,0.0,20,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Algiphilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1775403;1266054
Catenulisporaceae,414877,6,0.0,62,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Catenulisporales;Catenulisporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;414714;414877
Antricoccaceae,2805401,6,0.0,14,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Geodermatophilales;Antricoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;1643682;2805401
Aminiphilaceae,3029090,6,0.0,17,0.0,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminiphilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;508458;649775;649776;3029090
Chroococcales.U.family,1118,6,0.0,8,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcales.U.family,cellular root;domain;kingdom;clade;phylum;class;subclass;order;original_name,131567;2;1783272;1798711;1117;3028117;1301283;1118;1118
Nanohaloarchaea.U.family,1051663,6,0.0,15,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Candidatus Nanohaloarchaea;Nanohaloarchaea.U.family,cellular root;domain;kingdom;phylum;clade;class;original_name,131567;2157;3366610;28890;2290931;1051663;1051663
Prochloraceae,1213,6,0.0,21,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Prochloraceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;1213
Entophysalidaceae,1890482,6,0.0,17,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Entophysalidaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890482
Pelagibacteraceae,1655514,6,0.0,22,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;54526;1655514
Alsobacteraceae,2792775,6,0.0,125,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Alsobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2792775
Cuniculiplasmataceae,1747776,6,0.0,23,0.0,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Cuniculiplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;2301;1747776
