DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Ruminococcus_sp._RTP21484sp1_RTP21281st1_A2_RTP21281_210402_species_3141608	1
Erwinia_sp._HDF1-3R_species_3141543	1
Paraburkholderia_sp._PREW-6R_species_3141544	1
Acinetobacter_sp._8_A20231192_species_3141545	1
Lachnospiraceae_bacterium_RTP31141st1_G9_RTP31141_220114_species_3141547	1
Yersinia_phage_vB_YenM_P744_species_3141558	1
Yersinia_phage_vB_YenM_P778_species_3141559	1
Yersinia_phage_vB_YenM_P8_species_3141560	1
Achromobacter_sp._E1_species_3141581	1
Erysipelotrichaceae_bacterium_1001216sp1_RTP31139st1_F4_RTP31139_211217_species_3141584	1
Bacteroides_sp._MSSM.1001136sp1_RTP21357st2_B10_RTP21359_211015_species_3141585	1
Bacteroides_sp._MSSM.1001136sp1_RTP21357st2_D2_RTP21359_211015_species_3141586	1
Bacteroides_sp._MSSM.1001136sp1_RTP21357st2_E5_RTP21359_211015_species_3141588	1
Bacillota_bacterium_RTP21358sp1_RTP21358st1_F9_RTP21358_211008_species_3141589	1
Bacillota_bacterium_RTP21358sp1_RTP21358st2_G1_RTP21358_211008_species_3141590	1
Blautia_sp._RTP21359st1_E11_RTP21359_211015_species_3141591	1
Erysipelothrix_sp._P66_species_3141531	1
Pseudoalteromonas_sp._M58_species_3141534	1
Marinobacter_sp._M5B_species_3141535	1
Algoriphagus_sp._SE2_species_3141536	1
Bacteroides_sp._MSSM.1001136sp1_RTP21357st2_E1_RTP21359_211015_species_3141587	1
Ruminococcus_sp._RTP21484sp1_RTP21281st1_A8_RTP21281_210402_species_3141609	1
Ruminococcus_sp._RTP21484sp1_RTP31003st1_F6_RTP31003_210430_species_3141610	1
Ruminococcus_sp._RTP21484sp1_RTP31023st1_H8_RTP31023_210422_species_3141611	1
Bacillota_bacterium_1001713sp1_RTP21281st1_F8_RTP21281_210402_species_3141613	1
Rarispira_pelagica_species_3141764	1
Arthrobacter_sp._LAPM80_species_3141788	1
Rickettsia_sp._Oklahoma-10_species_3141789	1
Ruminococcus_sp._RTP21358st1_C8_RTP21358_211008_species_3141604	1
Acetoanaerobium_phage_ANDSL2_ph1_species_3141805	1
Terrisporobacter_phage_TPDSL_ph1_species_3141806	1
Terrisporobacter_phage_TPDSL_ph2_species_3141807	1
Enterococcus_sp._2201sp1_2201st1_B8_2201SCRN_220225_species_3141592	1
Enterococcus_sp._2201sp1_2201st1_C11_2201SCRN_220225_species_3141593	1
Romboutsia_sp._MSSM.1001216sp_RTP31141st1_F12_RTP31141_220114_species_3141594	1
Romboutsia_sp._MSSM.1001216sp_RTP31141st1_G3_RTP31141_220114_species_3141595	1
Ruminococcus_sp._1001136sp1_2201st1_G3_2201SCRN_220225_species_3141596	1
Ruminococcus_sp._J1101004sp1_RTP21198st1_B9_RTP21198_201120_species_3141597	1
Clostridia_bacterium_MSSM.1001283sp1_RTP21357st1_H7_RTP21357_210408_species_3141598	1
Oscillospiraceae_bacterium_RTP21002st1_C2_RTP21002_201210_species_3141599	1
Ruminococcus_sp._RTP21002st1_G4_RTP21002_201210_species_3141600	1
Ruminococcus_sp._RTP21198st1_G1_RTP21198_201120_species_3141601	1
Ruminococcus_sp._RTP21204st1_B2_RTP21204_210225_species_3141602	1
Ruminococcus_sp._RTP21358st1_A5_RTP21358_211008_species_3141603	1
Butyricimonas_sp._RTP31023st2_F12_RTP31023_210422_species_3143211	1
Citrobacter_sp._RTP31023st1_F3_RTP31023_210422_species_3143212	1
Lactobacillus_sp._RTP31084st1_A10_RTP31084_210423_species_3143213	1
Lactobacillus_sp._RTP31084st1_D4_RTP31084_210423_species_3143214	1
Lactobacillus_sp._RTP31084st1_F9_RTP31084_210423_species_3143215	1
Lactobacillus_sp._RTP31084st1_G10_RTP31084_210423_species_3143216	1
Phocaeicola_sp._RTP21198st1_B8_RTP21198_201120_species_3143217	1
Bacteroides_sp._2201st1_D9_2201SCRN_220225_species_3143218	1
Enterococcus_sp._RTP21277st1_H10_RTP21277_210401_species_3143219	1
Salmonella_sp._2020_64_species_3143305	1
Salmonella_sp._2020_352_species_3143306	1
Salmonella_sp._2020_572_species_3143307	1
Salmonella_sp._2020_975_species_3143308	1
Salmonella_sp._2020_997_species_3143309	1
Tannerellaceae_bacterium_33-180_species_3142725	1
Phocaeicola_sp._RTP21359st1_B8_RTP21360_211022_species_3143192	1
Phocaeicola_sp._RTP21359st1_C8_RTP21359_211015_species_3143193	1
Phocaeicola_sp._RTP21359st1_E3_RTP21360_211022_species_3143194	1
Phocaeicola_sp._RTP21359st1_F5_RTP21360_211022_species_3143195	1
Phocaeicola_sp._RTP21359st1_F7_RTP21360_211022_species_3143196	1
Bacillota_bacterium_RTP21359st1_B11_RTP21359_211015_species_3143197	1
Bacillota_bacterium_RTP21359st1_E4_RTP21359_211015_species_3143198	1
Enterococcus_sp._RTP21361st1_A6_RTP21361_211029_species_3143199	1
Oscillospiraceae_bacterium_RTP21358sp1_RTP21358st1_F8_RTP21358_211008_species_3143200	1
Bacteroides_sp._RTP21281st1_E4_RTP21281_210402_species_3143203	1
Bacteroides_sp._RTP21281st1_F3_RTP21281_210402_species_3143204	1
Bacteroides_sp._RTP21281st1_H5_RTP21281_210402_species_3143205	1
Bifidobacterium_sp._RTP21102st3_E2_RTP21102_210122_species_3143206	1
Coprococcus_sp._RTP21204st1_G4_RTP21204_210225_species_3143207	1
Coprococcus_sp._RTP21281st1_F1_RTP21281_210402_species_3143208	1
Ligilactobacillus_sp._RTP31139st1_D10_RTP31139_211217_species_3143191	1
Salmonella_sp._2020_357_species_3143329	1
Salmonella_sp._2020_760_species_3143330	1
Salmonella_sp._2020_1241_species_3143331	1
Salmonella_sp._2020_1396_species_3143332	1
Salmonella_sp._2020_1399_species_3143333	1
Salmonella_sp._2020_1400_species_3143334	1
Salmonella_sp._2020_1401_species_3143335	1
Salmonella_sp._2020_1403_species_3143336	1
Salmonella_sp._2020_1458_species_3143337	1
Salmonella_sp._2020_1509_species_3143338	1
Salmonella_sp._2021_16_species_3143339	1
Salmonella_sp._2021_430_species_3143340	1
Salmonella_sp._2021_486_species_3143341	1
Salmonella_sp._2020_1205_species_3143310	1
Butyricimonas_sp._RTP31003st1_G1_RTP31003_210430_species_3143210	1
Salmonella_sp._2021_277_species_3143312	1
Salmonella_sp._2021_360_species_3143313	1
Salmonella_sp._2021_436_species_3143314	1
Salmonella_sp._2021_623_species_3143315	1
Salmonella_sp._2020_1362_species_3143316	1
Salmonella_sp._2020_1395_species_3143317	1
Salmonella_sp._2020_378_species_3143318	1
Salmonella_sp._2020_422_species_3143319	1
Salmonella_sp._2020_475_species_3143320	1
Salmonella_sp._2020_537_species_3143321	1
Salmonella_sp._2020_661_species_3143322	1
Salmonella_sp._2020_890_species_3143323	1
Salmonella_sp._2020_1459_species_3143324	1
Salmonella_sp._2020_1513_species_3143325	1
Enterococcus_sp._RTP31106st1_D7_RTP31106_210429_species_3143209	1
Salmonella_sp._2020_1435_species_3143311	1
Lachnospiraceae_bacterium_66-29_species_3142767	1
Lactobacillaceae_bacterium_24-114_species_3142768	1
Oscillospiraceae_bacterium_21-37_species_3142769	1
Oscillospiraceae_bacterium_38-13_species_3142770	1
Oscillospiraceae_bacterium_42-9_species_3142771	1
Oscillospiraceae_bacterium_44-34_species_3142772	1
Oscillospiraceae_bacterium_44-5_species_3142773	1
Oscillospiraceae_bacterium_50-16_species_3142775	1
Oscillospiraceae_bacterium_50-58_species_3142776	1
Oscillospiraceae_bacterium_50-60_species_3142777	1
Oscillospiraceae_bacterium_52-8_species_3142778	1
Pseudoalteromonas_sp._NCIMB_1079_species_3142847	1
Streptomyces_sp._HSW2009_species_3142890	1
Oscillospiraceae_bacterium_1033st1_G2_1033SCRN_220408_species_3143068	1
Lachnospiraceae_bacterium_38-14_species_3142750	1
Lachnospiraceae_bacterium_42-17_species_3142751	1
Lachnospiraceae_bacterium_45-P1_species_3142752	1
Lachnospiraceae_bacterium_45-W7_species_3142753	1
Lachnospiraceae_bacterium_46-15_species_3142754	1
Lachnospiraceae_bacterium_46-61_species_3142755	1
Lachnospiraceae_bacterium_47-T17_species_3142756	1
Lachnospiraceae_bacterium_48-21_species_3142757	1
Lachnospiraceae_bacterium_48-33_species_3142758	1
Lachnospiraceae_bacterium_48-42_species_3142759	1
Lachnospiraceae_bacterium_50-23_species_3142760	1
Lachnospiraceae_bacterium_54-11_species_3142761	1
Lachnospiraceae_bacterium_54-53_species_3142762	1
Lachnospiraceae_bacterium_56-18_species_3142763	1
Lachnospiraceae_bacterium_62-26_species_3142764	1
Lachnospiraceae_bacterium_38-10_species_3142749	1
Flavobacterium_sp._CFS9_species_3143118	1
Paracoccus_sp._SSK6_species_3143131	1
Sphingomonas_sp._T9W2_species_3143183	1
Bacteroides_sp._RTP31139st1_H2_RTP31139_211217_species_3143187	1
Clostridium_sp._RTP31139st1_H3_RTP31139_211217_species_3143188	1
Intestinimonas_sp._RTP31139st1_A6_RTP31139_211217_species_3143189	1
Lachnospiraceae_bacterium_64-25_species_3142766	1
Corynebacterium_sp._SA-MJD20WY100_species_3142969	1
Hahella_sp._SMD15-11_species_3142973	1
Achromobacter_sp._EB05_species_3142974	1
Micromonospora_sp._DPT_species_3142975	1
Microbacterium_sp._AZCO_species_3142976	1
Brucella_sp._BE17_species_3142977	1
Streptomyces_sp._35M1_species_3142978	1
Weeksellaceae_bacterium_A-14_species_3143028	1
Ruminococcus_sp._RTP21484sp1_RTP21277st1_D2_RTP21277_210401_species_3143031	1
Ruminococcus_sp._2227st1_E6_2227SCRN_220401_species_3143052	1
Ruminococcus_sp._2227st1_B6_2227SCRN_220401_species_3143053	1
Collinsella_sp._1033st1_E11_1033SCRN_220408_species_3143054	1
Collinsella_sp._1033st1_B10_1033SCRN_220408_species_3143055	1
Clostridium_sp._2218st1_F5_2218SCRN_220325_species_3143056	1
Lachnospiraceae_bacterium_62-35_species_3142765	1
Intestinimonas_sp._RTP31139st1_F5_RTP31139_211217_species_3143190	1
Pseudoalteromonas_sp._CAL494-MNA-CIBAN-0108_species_3140438	1
Pseudoalteromonas_sp._RB2-MNA-CIBAN-0110_species_3140439	1
Pseudoalteromonas_sp._Q18-MNA-CIBAN-0097_species_3140440	1
Psychrobacter_sp._HY3-MNA-CIBAN-0198_species_3140441	1
Psychrobacter_sp._SMN/5/1215-MNA-CIBAN-0208_species_3140442	1
Castellaniella_sp._FW104-16D08_species_3140377	1
Castellaniella_sp._FW104-7C03_species_3140378	1
Castellaniella_sp._FW104-7G2B_species_3140379	1
Castellaniella_sp._GW247-6E4_species_3140380	1
Castellaniella_sp._MT123_species_3140381	1
Pseudoalteromonas_sp._TB43-MNA-CIBAN-0091_species_3140416	1
Pseudoalteromonas_sp._D48-MNA-CIBAN-0056_species_3140417	1
Pseudoalteromonas_sp._G24-MNA-CIBAN-0072_species_3140418	1
Pseudoalteromonas_sp._41-MNA-CIBAN-0057_species_3140419	1
Rhodoferax_sp._GW822-FHT02A01_species_3141537	1
Pseudoalteromonas_sp._5-MNA-CIBAN-0065_species_3140421	1
Pseudoalteromonas_sp._19-MNA-CIBAN-0066_species_3140422	1
Pseudoalteromonas_sp._24-MNA-CIBAN-0067_species_3140423	1
Pseudoalteromonas_sp._20-MNA-CIBAN-0454_species_3140424	1
Pseudoalteromonas_sp._43-MNA-CIBAN-0464_species_3140425	1
Pseudoalteromonas_sp._45-MNA-CIBAN-0466_species_3140426	1
Pseudomonas_sp._CAU_1711_species_3140356	1
Hoeflea_sp._CAU_1731_species_3140357	1
Mesorhizobium_sp._CAU_1732_species_3140358	1
Streptomyces_sp._CAU_1734_species_3140360	1
Flavobacterium_sp._CAU_1735_species_3140361	1
Gorillibacterium_sp._CAU_1737_species_3140362	1
Solibacillus_sp._CAU_1738_species_3140363	1
Roseomonas_sp._CAU_1739_species_3140364	1
Pseudoalteromonas_sp._3-MNA-CIBAN-0064_species_3140420	1
Pseudomonas_sp._H26/SER47-MNA-CIBAN-0231_species_3140477	1
Pseudoalteromonas_sp._Q36-MNA-CIBAN-0048_species_3140479	1
Pseudoalteromonas_sp._69-MNA-CIBAN-0232_species_3140486	1
Psychrobacter_sp._W2-37-MNA-CIBAN-0211_species_3140443	1
Psychrobacter_sp._W1-15-MNA-CIBAN-0216_species_3140444	1
Psychrobacter_sp._TB55-MNA-CIBAN-0194_species_3140445	1
Psychrobacter_sp._16-MNA-CIBAN-0192_species_3140448	1
Psychrobacter_sp._GW64-MNA-CIBAN-0177_species_3140449	1
Psychrobacter_sp._78a-MNA-CIBAN-0178_species_3140450	1
Psychrobacter_sp._GW208-MNA-CIBAN-0184_species_3140451	1
Pseudoalteromonas_sp._AC40-MNA-CIBAN-0181_species_3140452	1
Psychrobacter_sp._TB20-MNA-CIBAN-0197_species_3140453	1
Psychrobacter_sp._CAL495-MNA-CIBAN-0180_species_3140454	1
Pseudoalteromonas_sp._AC71-MNA-CIBAN-0107_species_3140437	1
Psychrobacter_sp._CAL346-MNA-CIBAN-0220_species_3140457	1
Psychrobacter_sp._EVC214-MNA-CIBAN-0221_species_3140458	1
Psychrobacter_sp._CAL606-MNA-CIBAN-0158_species_3140461	1
Shewanella_sp._CAL98-MNA-CIBAN-0140_species_3140462	1
Shewanella_sp._AC34-MNA-CIBAN-0136_species_3140463	1
Pseudoalteromonas_sp._120-MNA-CIBAN-0494_species_3140427	1
Pseudoalteromonas_sp._SMN1298-MNA-CIBAN-0114_species_3140428	1
Pseudoalteromonas_sp._MER144-MNA-CIBAN-0113_species_3140429	1
Pseudoalteromonas_sp._CAL260-MNA-CIBAN-0059_species_3140430	1
Pseudoalteromonas_sp._2-MNA-CIBAN-0060_species_3140431	1
Pseudoalteromonas_sp._CAL451-MNA-CIBAN-0123_species_3140432	1
Pseudoalteromonas_sp._CAL107-MNA-CIBAN-0098_species_3140433	1
Pseudoalteromonas_sp._GW168-MNA-CIBAN-0100_species_3140434	1
Pseudoalteromonas_sp._TB5-MNA-CIBAN-0075_species_3140435	1
Pseudoalteromonas_sp._TB6-MNA-CIBAN-0076_species_3140436	1
Psychrobacter_sp._S1-30-MNA-CIBAN-0213_species_3140456	1
Scytonema_sp._NUACC26_species_3140176	1
Bradyrhizobium_sp._B039_species_3140239	1
Polymorphospora_lycopeni_species_3140240	1
Oscillospiraceae_bacterium_WX1_species_3139434	1
Mucilaginibacter_sp._CAU_1740_species_3140365	1
Bradyrhizobium_sp._27S5_species_3139728	1
Bradyrhizobium_sp._26S5_species_3139729	1
Burkholderia_sp._RS01_species_3139774	1
Burkholderia_sp._RS02_species_3139775	1
Marinimicrobium_sp._C2-29_species_3139825	1
Bacillus_sp._YBsi01_species_3139388	1
Pseudoalteromonas_sp._SSDWG2_species_3139391	1
Chryseobacterium_sp._Chry.R1_species_3139392	1
Pseudoalteromonas_sp._SS15_species_3139393	1
Pseudoalteromonas_sp._SSM20_species_3139394	1
Pseudoalteromonas_sp._ZZD1_species_3139395	1
Mesorhizobium_sp._CAU_1741_species_3140366	1
Phaeobacter_sp._CAU_1743_species_3140367	1
Roseovarius_sp._CAU_1744_species_3140368	1
Inquilinus_sp._CAU_1745_species_3140369	1
Pelagibius_sp._CAU_1746_species_3140370	1
Erwiniaceae_bacterium_CAU_1747_species_3140371	1
Castellaniella_sp._FW104-12G02_species_3140376	1
Fodinibius_sp._N2_species_3140241	1
Microbulbifer_sp._ARAS458-1_species_3140242	1
Hyphobacterium_sp._WM6_species_3140243	1
Bradyrhizobium_sp._B097_species_3140244	1
Bradyrhizobium_sp._B124_species_3140245	1
Bradyrhizobium_sp._B117_species_3140246	1
Bradyrhizobium_sp._B024_species_3140247	1
Xylophilus_sp._GW821-FHT01B05_species_3140249	1
Lysobacter_sp._FW306-1B-D06B_species_3140250	1
Pedobacter_sp._FW305-3-2-15-E-R2A2_species_3140251	1
Acidovorax_sp._FHTAMBA_species_3140252	1
Bacillus_sp._PBIB1_species_3140352	1
Bacillus_sp._PBIB4_species_3140353	1
Bacillus_sp._PBIB7_species_3140354	1
Bacteroides_sp._GD17_species_3139826	1
Bacillus_sp._LMB3902_species_3139827	1
Streptomyces_pratisoli_species_3139917	1
Microbacterium_sp._9H2_species_3140248	1
Salicola_sp._Rm-C-2C1-2_species_3141321	1
Pantoea_sp._BJ2_species_3141322	1
Lysinibacillus_sp._KU-BSD001_species_3141328	1
Pseudovibrio_sp._SCP19_species_3141374	1
Pseudomonas_sp._65/3-MNA-CIBAN-0223_species_3140476	1
Pseudomonas_sp._F3-2_species_3141539	1
Pantoea_sp._MBD-2R_species_3141540	1
Pantoea_sp._BRR-3P_species_3141541	1
Mucilaginibacter_sp._CSA2-8R_species_3141542	1
Roseibium_sp._SCP14_species_3141375	1
Roseibium_sp._SCP15_species_3141376	1
Ruegeria_sp._SCP10_species_3141377	1
Ruegeria_sp._SCP11_species_3141378	1
Acidaminococcus_sp._DS4831_species_3141399	1
Candidatus_Magnetaquiglobus_chichijimensis_species_3141448	1
Erwinia_sp._P6884_species_3141450	1
Isoptericola_sp._F-RaC21_species_3141452	1
Pantoea_sp._Ep11b_species_3141459	1
Leeuwenhoekiella_sp._A2_species_3141460	1
Allohahella_sp._A8_species_3141461	1
Leeuwenhoekiella_sp._A16_species_3141462	1
Erwinia_sp._P7711_species_3141451	1
Candidatus_Fredericiella_danica_species_3140697	1
Candidatus_Ribeiella_danica_species_3140698	1
Candidatus_Amarobacillus_elongatus_species_3140700	1
Candidatus_Caldilinea_saccharophila_species_3140701	1
Candidatus_Kouleothrix_ribensis_species_3140702	1
Brevibacterium_koreense_species_3140787	1
Streptococcus_nidrosiense_species_3140788	1
Microbacterium_sp._che218_species_3140649	1
Candidatus_Avedoeria_danica_species_3140675	1
Candidatus_Brachythrix_odensensis_species_3140676	1
Candidatus_Defluviilinea_gracilis_species_3140677	1
Thiocapsa_roseopersicina_species_1058	1
Rhodocyclus_purpureus_species_1067	1
Magnetospirillum_molischianum_species_1083	1
Candidatus_Defluviilinea_proxima_species_3140678	1
Candidatus_Villigracilis_adiacens_species_3140680	1
Candidatus_Villigracilis_propinquus_species_3140681	1
Shewanella_sp._TB4-MNA-CIBAN-0142_species_3140464	1
Shewanella_sp._TB7-MNA-CIBAN-0143_species_3140465	1
Shewanella_sp._AC91-MNA-CIBAN-0169_species_3140466	1
Shewanella_sp._S1-58-MNA-CIBAN-0166_species_3140467	1
Shewanella_sp._S1-49-MNA-CIBAN-0167_species_3140468	1
Shewanella_sp._T24-MNA-CIBAN-0130_species_3140470	1
Pseudomonas_sp._HY2-MNA-CIBAN-0224_species_3140471	1
Pseudomonas_sp._HY14-MNA-CIBAN-0225_species_3140472	1
Pseudomonas_sp._HY13-MNA-CIBAN-0226_species_3140473	1
Pseudomonas_sp._HY7a-MNA-CIBAN-0227_species_3140474	1
Pseudomonas_sp._E45-MNA-CIBAN-0222_species_3140475	1
Rhodopila_globiformis_species_1071	1
Arthrobacter_sp._TMP15_species_3140789	1
Gordonia_sp._CPCC_205333_species_3140790	1
Gordonia_sp._CPCC_205515_species_3140791	1
Gordonia_sp._CPCC_206044_species_3140793	1
Candidatus_Manresella_nielsenii_species_3140849	1
Faecalibacterium_sp._i21-0019-B1_species_3141184	1
Faecalibacterium_sp._i25-0019-C1_species_3141185	1
Clostridia_bacterium_i40-0019-1A8_species_3141186	1
Candidatus_Flexifilum_affinis_species_3140695	1
Faecalibacterium_sp._i20-0019-C2_species_3141188	1
Firmicutes_bacterium_i23-0019-B6_species_3141189	1
Dialister_sp._i34-0019-2H8_species_3141190	1
Bradyrhizobium_sp._31Argb_species_3141247	1
Candidatus_Hadersleviella_danica_species_3140685	1
Candidatus_Trichofilum_aggregatum_species_3140686	1
Candidatus_Promineofilum_glycogenicum_species_3140687	1
Candidatus_Leptofilum_gracile_species_3140688	1
Candidatus_Leptofilum_proximum_species_3140689	1
Candidatus_Leptovillus_gracilis_species_3140690	1
Candidatus_Flexicrinis_affinis_species_3140692	1
Candidatus_Flexicrinis_proximus_species_3140693	1
Ruminococcus_sp._f11_species_3141187	1
Klebsiella_sp._GG_Kp170_species_3153481	1
Klebsiella_sp._GG_Kp171_species_3153482	1
Klebsiella_sp._GG_Kp172_species_3153483	1
Klebsiella_sp._GG_Kp173_species_3153484	1
Klebsiella_sp._GG_Kp174_species_3153485	1
Klebsiella_sp._GG_Kp175_species_3153486	1
Klebsiella_sp._GG_Kp176_species_3153487	1
Klebsiella_sp._GG_Kp177_species_3153488	1
Klebsiella_sp._GG_Kp178_species_3153489	1
Klebsiella_sp._GG_Kp179_species_3153490	1
Klebsiella_sp._GG_Kp148_species_3153459	1
Klebsiella_sp._GG_Kp149_species_3153460	1
Klebsiella_sp._GG_Kp150_species_3153461	1
Klebsiella_sp._GG_Kp151_species_3153462	1
Salmonella_sp._2020_354_species_3143328	1
Klebsiella_sp._GG_Kp153_species_3153464	1
Klebsiella_sp._GG_Kp154_species_3153465	1
Klebsiella_sp._GG_Kp155_species_3153466	1
Klebsiella_sp._GG_Kp156_species_3153467	1
Klebsiella_sp._GG_Kp157_species_3153468	1
Klebsiella_sp._GG_Kp158_species_3153469	1
Klebsiella_sp._GG_Kp159_species_3153470	1
Klebsiella_sp._GG_Kp160_species_3153471	1
Klebsiella_sp._GG_Kp161_species_3153472	1
Klebsiella_sp._GG_Kp162_species_3153473	1
Klebsiella_sp._GG_Kp163_species_3153474	1
Klebsiella_sp._GG_Kp132_species_3153443	1
Klebsiella_sp._GG_Kp133_species_3153444	1
Klebsiella_sp._GG_Kp134_species_3153445	1
Klebsiella_sp._GG_Kp152_species_3153463	1
Enterobacter_sp._MALB-1_species_3153561	1
Micromonospora_sp._B11E3_species_3153562	1
Sphaerisporangium_sp._B11E5_species_3153563	1
Nonomuraea_sp._B12E4_species_3153564	1
Mycobacterium_sp._B14F4_species_3153565	1
Streptomyces_sp._B22F1_species_3153566	1
Plantactinospora_sp._B24E8_species_3153567	1
Streptomyces_sp._B5E4_species_3153568	1
Nonomuraea_sp._B5E05_species_3153569	1
Klebsiella_sp._GG_Kp180_species_3153491	1
Klebsiella_sp._GW_Kp181_species_3153492	1
Klebsiella_sp._GW_Kp182_species_3153493	1
Klebsiella_sp._GN_Kp184_species_3153494	1
Klebsiella_sp._GN_Kp186_species_3153495	1
Klebsiella_sp._GG_Kp169_species_3153480	1
Klebsiella_sp._CB_Kp191_species_3153497	1
Klebsiella_sp._CB_Kp192_species_3153498	1
Klebsiella_sp._CB_Kp193_species_3153499	1
Klebsiella_sp._CB_Kp194_species_3153500	1
Klebsiella_sp._CB_Kp195_species_3153501	1
Klebsiella_sp._CB_Kp196_species_3153502	1
Klebsiella_sp._CB_Kp197_species_3153503	1
Klebsiella_sp._CB_Kp198_species_3153504	1
Klebsiella_sp._CB_Kp200_species_3153505	1
Klebsiella_sp._CB_Kp203_species_3153506	1
Klebsiella_sp._GG_Kp164_species_3153475	1
Klebsiella_sp._GG_Kp165_species_3153476	1
Klebsiella_sp._GG_Kp166_species_3153477	1
Klebsiella_sp._GG_Kp167_species_3153478	1
Klebsiella_sp._GG_Kp168_species_3153479	1
Klebsiella_sp._GN_Kp190_species_3153496	1
Klebsiella_sp._CN_Kp084_species_3153414	1
Klebsiella_sp._CN_Kp088_species_3153415	1
Klebsiella_sp._CN_Kp089_species_3153416	1
Klebsiella_sp._CN_Kp091_species_3153417	1
Klebsiella_sp._CN_Kp093_species_3153418	1
Klebsiella_sp._CN_Kp096_species_3153419	1
Klebsiella_sp._CN_Kp097_species_3153420	1
Klebsiella_sp._CN_Kp098_species_3153421	1
Klebsiella_sp._CN_Kp100_species_3153422	1
Klebsiella_sp._CN_Kp104_species_3153423	1
Klebsiella_sp._CN_Kp105_species_3153424	1
Klebsiella_sp._CN_Kp106_species_3153425	1
Klebsiella_sp._CN_Kp108_species_3153426	1
Klebsiella_sp._JB_Kp043_species_3153395	1
