DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
LEGEND_SHAPES	1
LEGEND_COLORS	#4a90e2
LEGEND_LABELS	Number of species
DATA
Alkanindiges_genus_222991	4
Puniceicoccus_genus_388745	1
Labedella_genus_390250	5
Seonamhaeicola_genus_1649495	10
Zobellella_genus_347533	7
Luedemannella_genus_349314	2
Paucisalibacillus_genus_351094	2
Oryzomicrobium_genus_1911577	2
Silvimonas_genus_300264	6
Senimuribacter_genus_2941520	2
Tigheibacillus_genus_3133040	2
Mangrovibrevibacter_genus_3384625	1
Sulfurivirga_genus_364031	2
Isosphaera_genus_127	2
Tumebacillus_genus_432330	8
Geotalea_genus_2910589	4
Thermocaproicibacter_genus_3048127	1
Falsiroseicyclus_genus_3143988	1
Leeia_genus_650341	4
Siculibacillus_genus_2610842	2
Daeguia_genus_457476	1
Tropicibacter_genus_599653	6
Neorhodopirellula_genus_3028536	2
Terribium_genus_3143704	1
Tanticharoenia_genus_444052	1
Sphaerimonospora_genus_1792303	3
Alkaliflexus_genus_286729	3
Fodinicola_genus_435913	2
Mastigocladus_genus_29417	3
Formivibrio_genus_83764	2
Starkeya_genus_152053	4
Pedomonas_genus_2976419	2
Anaerosolibacter_genus_1780299	3
Ammonifex_genus_42837	3
Aquiflexum_genus_280472	6
Pelagovum_genus_2795377	2
Phaeospirillum_genus_85265	2
Methylotetracoccus_genus_1918951	2
Rhodocytophaga_genus_455076	2
Swaminathania_genus_209260	1
Desulfogranum_genus_2904609	3
Parafrankia_genus_2994362	11
Candidatus Alloscillospira_genus_2720798	2
Candidatus Aristotella_genus_2720799	1
Venenivibrio_genus_407997	1
Candidatus Avimicrobium_genus_2720800	2
Candidatus Adamsella_genus_2720779	2
Candidatus Geddesella_genus_2720808	1
Candidatus Neoanaerotignum_genus_2721109	2
Candidatus Howiella_genus_2721106	1
Candidatus Heteroscillospira_genus_2721105	1
Candidatus Heteroruminococcus_genus_2721104	1
Candidatus Harrysmithiimonas_genus_2721098	1
Candidatus Falkowella_genus_2720804	1
Breznakia_genus_1854458	16
Celerinatantimonas_genus_412033	5
Thermosulfidibacter_genus_412592	2
Thermocrispum_genus_37924	3
Persicitalea_genus_442431	3
Herbivorax_genus_1890281	2
Alkalicoccus_genus_2005375	7
Salifodinibacter_genus_2793832	1
Candidatus Pseudobutyricicoccus_genus_2721117	1
Candidatus Neoruminococcus_genus_2721112	1
Desulfoluna_genus_497721	4
Lactovum_genus_303226	2
Candidatus Schneewindia_genus_2721122	1
Candidatus Pseudoscillospira_genus_2721120	3
Candidatus Pseudolachnospira_genus_2721118	1
Candidatus Uabimicrobium_genus_2897349	2
Cerasibacillus_genus_227864	3
Nicoletella_genus_271159	1
Boudabousia_genus_2767318	3
Thermosulfuriphilus_genus_2033601	1
Candidatus Lutibacillus_genus_2953742	1
Methylovorus_genus_81682	7
Desulfurispora_genus_510701	2
Fundidesulfovibrio_genus_2905136	6
Anditalea_genus_1494913	2
Pleionea_genus_1502941	5
Antricoccus_genus_1920251	2
Aquibacillus_genus_1647190	8
Suttonella_genus_13275	3
Pseudosphingobacterium_genus_407021	1
Stella_genus_93	4
Candidatus Amoebophilus_genus_281119	3
Thermodesulforhabdus_genus_88358	1
Candidatus Bealeia_genus_1920992	1
Tenuibacillus_genus_286800	1
Pseudactinotalea_genus_1926259	6
Lentibacillus_genus_175304	23
Lacipirellula_genus_2691417	3
Andreesenia_genus_2042899	1
Oscillatoria_genus_1158	19
Nanchangia_genus_2888879	1
Candidatus Paracaedimonas_genus_2100211	1
Klugiella_genus_580374	1
Ktedonosporobacter_genus_2692417	2
Salinibacillus_genus_320933	3
Chitinibacter_genus_230666	9
Entomoplasma_genus_46238	4
Saccharibacter_genus_231052	7
Plastoroseomonas_genus_2870715	2
Candidatus Marivariicella_genus_2953858	2
Ectothiorhodosinus_genus_233099	1
Aquicella_genus_254245	2
Litchfieldella_genus_3137764	4
Brytella_genus_3058778	1
Microvenator_genus_2946507	2
Pseudoneobacillus_genus_2946549	2
Profundicola_genus_3065080	1
Endobacterium_genus_2822655	1
Denitratisoma_genus_311181	3
Aequitasia_genus_2982749	1
Ohessyouella_genus_2982750	2
Curtanaerobium_genus_3048547	1
Argonema_genus_2942761	2
Goodfellowiella_genus_334857	1
Neomesorhizobium_genus_3143700	1
Sulfuritortus_genus_1938335	2
Allokutzneria_genus_1137960	5
Aristophania_genus_3027666	1
Fumia_genus_2944151	3
Chroogloeocystis_genus_329162	1
Merismopedia_genus_53402	2
Alkalidesulfovibrio_genus_2950009	1
Cuneatibacter_genus_1918450	4
Sedimentisphaera_genus_2483368	2
Acaricomes_genus_291967	1
Wenjunlia_genus_2995707	2
Alkalilacustris_genus_2680019	2
Candidatus Profundicultor_genus_3378230	2
Candidatus Nitricultor_genus_3378231	1
Candidatus Oleincola_genus_3378191	1
Candidatus Oleihabitans_genus_3378192	1
Novispirillum_genus_660514	1
Candidatus Caldifonticola_genus_3377968	1
Terrihalobacillus_genus_3047979	1
Candidatus Sediminicultor_genus_3378346	5
Adonisia_genus_2950183	1
Geitlerinema_genus_63132	10
Pseudofrancisella_genus_2670346	1
Nissabacter_genus_1964366	2
Caproicibacterium_genus_2834348	6
Dasania_genus_503005	4
Catellicoccus_genus_300418	1
Pontibaca_genus_1400059	2
Alitiscatomonas_genus_2981629	2
Haoranjiania_genus_1890298	1
Haematomicrobium_genus_1930924	1
Allotamlana_genus_3400365	1
Oceanotoga_genus_1255275	3
Acetanaerobacterium_genus_258514	3
Adhaeribacter_genus_299566	12
Eremococcus_genus_171412	2
Criibacterium_genus_1937664	2
Haloplasma_genus_471824	3
Spirobacillus_genus_495819	1
Sediminibacillus_genus_482460	6
Pseudotamlana_genus_3400368	3
Acidibacillus_genus_1765682	1
Neiella_genus_1434025	3
Arabiibacter_genus_2005386	1
Carboxydocella_genus_178898	4
Ferirhizobium_genus_3077908	1
Chelonobacter_genus_658623	1
Floricoccus_genus_1930830	2
Algisphaera_genus_1472699	3
Pinibacter_genus_2903120	2
Gymnodinialimonas_genus_2937410	6
Oryzomonas_genus_2855184	4
Pararoseburia_genus_2946539	1
Crassaminicella_genus_1848399	3
Xiashengella_genus_3129724	1
Lichenifustis_genus_3046601	1
Hasllibacter_genus_1434008	3
Sinisalibacter_genus_3003476	2
Aporhodopirellula_genus_3028534	2
Salidesulfovibrio_genus_2950010	3
Anianabacter_genus_2997344	1
Paucihalobacter_genus_2850403	2
Citreicoccus_genus_2886573	1
Salsipaludibacter_genus_2917698	1
Chakrabartyella_genus_3088373	1
Horticoccus_genus_2986286	2
Marixanthotalea_genus_3094135	1
Radiobacillus_genus_2785518	3
Krischvirus_genus_1913651	3
Parasegetibacter_genus_1004302	2
Sodalinema_genus_2219504	2
Baaleninema_genus_2862346	1
Paracrocinitomix_genus_3024544	2
Candidatus Nitrosacidococcus_genus_2796146	2
Caldovatus_genus_2041181	2
Motilimonas_genus_1914248	6
Desulfoferrobacter_genus_2976171	1
Actomonas_genus_3138693	1
Ereboglobus_genus_2028344	4
Maribrevibacterium_genus_2866025	2
Flavimaribacter_genus_3070949	1
Vermiculatibacterium_genus_2941499	1
Otoolea_genus_2941495	1
Anaerocaecibacter_genus_2941494	1
Pumilibacter_genus_2941493	2
Anaerotardibacter_genus_2941497	1
Craterilacuibacter_genus_2870907	2
Petrachloros_genus_2918834	1
Candidatus Profftia_genus_1177214	3
Candidatus Vallotia_genus_2018044	4
Aeoliella_genus_2795781	3
Anthocerotibacter_genus_2857076	1
Halomarinibacterium_genus_2972975	1
Curvivirga_genus_2856846	2
Kayfunavirus_genus_2732686	1
Glacieibacterium_genus_2860235	2
Lolliginicoccus_genus_3040681	3
Cesiribacter_genus_1133570	3
Pseudohoeflea_genus_1915405	2
Allocoprobacillus_genus_3059504	1
Candidatus Comchoanobacter_genus_2975286	1
Candidatus Synchoanobacter_genus_2975287	1
Ancylothrix_genus_2023233	1
Candidatus Geohydrothermomicrobium_genus_2900674	2
Candidatus Frackibacter_genus_2017975	5
Candidatus Bruticola_genus_2829316	1
Solitalea_genus_929509	7
Grylomicrobium_genus_3242733	1
Intestinicryptomonas_genus_3242732	1
Thermalbibacter_genus_3050075	1
Symbiopectobacterium_genus_801	12
Sinobaca_genus_342943	2
Hephaestia_genus_1445609	4
Candidatus Anaeroferrophillus_genus_2844888	1
Candidatus Proximibacter_genus_2954364	1
Cognataquiflexum_genus_3020066	3
Kamptonema_genus_1501433	8
Tepidibacter_genus_214904	7
Nicoliella_genus_2978367	2
Abyssalbus_genus_2967089	1
Yinghuangia_genus_2805681	5
Fibrivirga_genus_2950415	1
Silvania_genus_3016631	2
Tannockella_genus_2943184	1
Candidatus Methylophosphatis_genus_2899262	2
Intestinirhabdus_genus_2899543	1
Candidatus Magnetoovum_genus_995729	2
Actinocorallia_genus_58108	10
Lientehia_genus_3028853	1
Svornostia_genus_3231543	1
Subsaxibacter_genus_291181	1
Pseudomarimonas_genus_2905128	2
Huaxiibacter_genus_2976153	1
Candidatus Calidifonticultor_genus_2900665	1
Candidatus Geothermocultor_genus_2900671	1
Anaerosoma_genus_2997385	1
Mediannikoviicoccus_genus_2967351	1
Fodinisporobacter_genus_3156481	1
Roseithermus_genus_2893044	1
Sediminihaliea_genus_2893100	2
Aegicerativicinus_genus_2893197	1
Noviluteimonas_genus_3382693	4
Candidatus Paraprochloron_genus_2892030	1
Rhodoflexus_genus_2950425	1
Alteribacter_genus_2823237	6
Paralabilibaculum_genus_3349626	1
Lichenibacterium_genus_2714751	4
Terrirubrum_genus_3142786	1
Scleromatobacter_genus_3034706	1
Hydrosulfovibrio_genus_3415224	1
Anaeropeptidivorans_genus_2997360	1
Mariniradius_genus_1245590	2
Aliitabrizicola_genus_3143989	1
Saxibacter_genus_3162691	1
Solicola_genus_3024237	2
Mariluticola_genus_3064792	1
Gloeobacter_genus_33071	3
Tellurirhabdus_genus_2674996	2
Leptodesmis_genus_2664261	1
Okibacterium_genus_196084	2
Kovacikia_genus_1874526	1
Xylocopilactobacillus_genus_3118928	2
Bombiscardovia_genus_1159909	3
Antribacter_genus_2731402	2
Pseudalkalibacillus_genus_2893058	6
Candidatus Acetocimmeria_genus_2904139	1
Philodulcilactobacillus_genus_3056331	1
Hydrococcus_genus_1616833	8
Nitrosophilus_genus_2795692	4
Stagnihabitans_genus_2939640	2
Parvivirga_genus_2997386	1
Parachryseolinea_genus_2986344	1
Oxynema_genus_1492710	2
Teseptimavirus_genus_110456	1
Candidatus Sulfidibacterium_genus_2923290	2
Aestuariimicrobium_genus_396388	4
Cerina_genus_3088878	1
Candidatus Loosdrechtia_genus_2982586	2
Chitinilyticum_genus_551208	3
Myxosarcina_genus_52605	4
Leptothermofonsia_genus_2917830	2
Psychrobium_genus_1573826	3
Ruficoccus_genus_2175957	3
Candidatus Gaiellasilicea_genus_2989701	1
Candidatus Siliceabacter_genus_2983387	1
Acidiferrimicrobium_genus_2752474	2
Cyanocohniella_genus_1548290	1
Heliomarina_genus_2917553	1
Mesobacterium_genus_2917552	2
Luteirhabdus_genus_2893085	2
Candidatus Termititenax_genus_2507545	5
Dermatobacter_genus_3075137	1
Candidatus Nitrosymbiomonas_genus_2819028	2
Colidextribacter_genus_1980681	3
Roseicella_genus_2730923	4
Geomobilimonas_genus_2883486	2
Candidatus Anammoxoglobus_genus_363278	1
Caenarcanum_genus_1906162	2
Candidatus Chazhemtobacterium_genus_2715734	2
Gallibacter_genus_2884456	2
Candidatus Nitrobium_genus_3051539	1
Desulfosediminicola_genus_2886823	3
Sandaracinobacteroides_genus_2883109	3
Candidatus Polarisedimenticola_genus_2885992	1
Jidongwangia_genus_1398561	1
Abyssibius_genus_3029205	1
Neotamlana_genus_3400367	4
Deferrivibrio_genus_2930105	1
Alkalinema_genus_1620700	5
Brucepastera_genus_2967962	1
Alterinioella_genus_2840314	1
Chthonobacter_genus_1926253	2
Candidatus Absconditicoccus_genus_2900570	1
Amorphus_genus_580880	3
Palleniella_genus_2974369	2
Paramixta_genus_3231896	1
Thermosyntropha_genus_54293	4
Candidatus Bodocaedibacter_genus_3163645	1
Marinifaba_genus_2851088	1
Candidatus Magnetomorum_genus_1141978	2
Candidatus Vesicomyosocius_genus_2732587	9
Candidatus Reidiella_genus_2738850	1
Candidatus Methanofishera_genus_2738851	1
Thermanaeromonas_genus_202949	3
Alkalicella_genus_2838170	1
Pseudaquabacterium_genus_3389915	4
Calidifontibacter_genus_1158982	2
Pseudoflavitalea_genus_1884792	2
Pseudopontixanthobacter_genus_2792293	1
Planctomonas_genus_2729624	3
Methylacidimicrobium_genus_1541670	5
Salinimonas_genus_288793	6
Marinigracilibium_genus_3024570	1
Oxobacter_genus_44261	2
Aceticella_genus_3051499	1
Pararhodonellum_genus_2886876	1
Thermostaphylospora_genus_2071601	1
Mesopusillimonas_genus_2987606	1
Variimorphobacter_genus_2893029	1
Koleobacter_genus_2786989	1
Aquariibacter_genus_2884326	2
Rhabdonatronobacter_genus_2911684	1
Euryhalocaulis_genus_1712422	3
Actirhodobacter_genus_2852059	1
Flocculibacter_genus_2834759	1
Rasiella_genus_2987594	1
Candidatus Methylacidithermus_genus_2839095	1
Salicibibacter_genus_2685905	4
Natranaerofaba_genus_2807497	1
Insulibacter_genus_3036657	1
Hufsiella_genus_3078860	2
Pelagihabitans_genus_2918790	1
Dhakavirus_genus_1914165	1
Mangrovivirga_genus_2858886	2
Ferranicluibacter_genus_3045370	1
Motilibacter_genus_1434021	4
Phytoactinopolyspora_genus_1783488	6
Dissulfurispira_genus_2811506	2
Marinactinospora_genus_647960	2
Allorhodopirellula_genus_3028535	2
Gephyromycinifex_genus_2885697	1
Cochlodiniinecator_genus_2901886	1
Paraflavitalea_genus_2698688	5
Marinicellulosiphila_genus_3414216	1
Thermoactinospora_genus_1424614	2
Hujiaoplasma_genus_3078171	1
Candidatus Neochristensenella_genus_2721110	1
Candidatus Neoclostridium_genus_2721111	1
Candidatus Roslinia_genus_2721121	1
Candidatus Tabaqchalia_genus_2721123	1
Candidatus Metaruminococcus_genus_2721108	2
Anaeromicropila_genus_3024823	3
Candidatus Allobutyricicoccus_genus_2720794	1
Candidatus Allochristensenella_genus_2720795	1
Candidatus Alloruminococcus_genus_2720797	1
Rhizohabitans_genus_3038096	1
Candidatus Timburyella_genus_2721124	1
Capillibacterium_genus_2820263	2
Caldichromatium_genus_2828366	1
Alkalisalibacterium_genus_3037992	1
Alteracholeplasma_genus_2903105	1
Gelria_genus_189326	2
Natronincola_genus_89958	3
Poritiphilus_genus_2918917	1
Nibribacter_genus_1649474	2
Sphingosinithalassobacter_genus_2676233	3
Rudanella_genus_451373	3
Nordella_genus_169055	2
Phototrophicus_genus_2922426	1
Thalassoroseus_genus_2953811	1
Aquisphaera_genus_1511635	3
Pseudenhygromyxa_genus_1324129	1
Tepidicella_genus_360239	2
Sheuella_genus_2978002	2
Candidatus Hydrogenisulfobacillus_genus_3037695	1
Candidatus Nitronauta_genus_2806694	1
Candidatus Nitrohelix_genus_2806693	1
Chordicoccus_genus_3031933	1
Halalkalibaculum_genus_2939604	4
Sulfuriroseicoccus_genus_2911469	1
Kineobactrum_genus_2678529	3
Pararoseomonas_genus_2870712	3
Spiractinospora_genus_2913367	1
Rhinopithecimicrobium_genus_3229750	1
Candidatus Magnetomicrobium_genus_3137119	1
Aquabacter_genus_45402	7
Sulfidibacter_genus_2915177	1
Sinanaerobacter_genus_2886866	2
Thermospira_genus_3024226	1
Thetidibacter_genus_3046595	1
Oceanirhabdus_genus_1434026	2
Hongsoonwoonella_genus_2821838	1
Segnochrobactrum_genus_2822332	2
Desulfobotulus_genus_48001	4
Youngiibacter_genus_1408818	3
Parathermosynechococcus_genus_3161592	1
Candidatus Phycosocius_genus_1678397	2
Natronoglycomyces_genus_2838311	1
Acerihabitans_genus_2811373	4
Sabulicella_genus_2901382	2
Aridibaculum_genus_3042723	1
Desertivirga_genus_3153690	3
Natronogracilivirga_genus_2812952	1
Sabulibacter_genus_2918841	1
Endosaccharibacter_genus_3414946	1
Roseiterribacter_genus_3410401	1
Longitalea_genus_2967331	2
Velocimicrobium_genus_2815780	2
Alkalibacter_genus_274470	5
Candidatus Schmidhempelia_genus_1505768	2
Qingshengfaniella_genus_2816884	2
Paradesulfitobacterium_genus_2881027	1
Candidatus Desulfatifera_genus_2841678	1
Candidatus Desulfacyla_genus_2841679	2
Candidatus Desulfatibia_genus_2841680	3
Candidatus Thiopontia_genus_2841676	1
Candidatus Desulfolinea_genus_2841681	1
Candidatus Organicella_genus_2841810	1
Falcatimonas_genus_1890291	2
Candidatus Minimicrobia_genus_2905967	4
Candidatus Dwaynesavagella_genus_2840476	2
Candidatus Alectryocaccobium_genus_2840575	2
Candidatus Alectryocaccomicrobium_genus_2840559	1
Amazonocrinis_genus_2840440	1
Atlanticothrix_genus_2840441	1
Candidatus Avanaerovorax_genus_2840539	1
Candidatus Avamphibacillus_genus_2840552	2
Candidatus Avipropionibacterium_genus_2840515	2
Candidatus Avacidaminococcus_genus_2840642	1
Methylomarinovum_genus_1486720	2
Candidatus Merdenecus_genus_2840662	1
Amphibacillus_genus_29331	9
Harenicola_genus_2841039	1
Candidatus Scybalousia (ex Gilroy et al. 2021)_genus_2840551	2
Candidatus Onthosoma_genus_2840641	1
Candidatus Coprousia_genus_2840518	1
Caviibacterium_genus_2070443	1
Heliobacterium_genus_2697	3
Candidatus Gallilactobacillus_genus_2840556	1
Acetohalobium_genus_28186	1
Thermonema_genus_28194	3
Spirabiliibacterium_genus_2820724	3
Conservatibacter_genus_2070447	1
Hassallia_genus_482629	2
Coraliihabitans_genus_2939497	1
Wocania_genus_2834400	4
Candidatus Zemynaea_genus_2829303	1
Desulfovulcanus_genus_2956790	1
Pseudaquidulcibacter_genus_2921733	1
Pukyongia_genus_2831916	2
Oleispirillum_genus_3135027	1
Shumkonia_genus_3082118	1
Phosphitispora_genus_2903061	2
Agilicoccus_genus_2884223	1
Sciscionella_genus_596495	3
Aestuariispira_genus_1647175	2
Halpernia_genus_2907937	3
Dawidia_genus_2963349	2
Candidatus Xianfuyuplasma_genus_2975521	2
Rhizosaccharibacter_genus_3414947	1
Gallalistipes_genus_2884610	1
Ktedonospora_genus_2866729	1
Reticulibacter_genus_2866728	1
Tepiditoga_genus_2778400	2
Halonatronomonas_genus_3019938	1
Yeguia_genus_2944143	1
Qiania_genus_2944195	1
Jingyaoa_genus_2944197	1
Simiaoa_genus_2944193	1
Yanshouia_genus_2983247	1
Jilunia_genus_2983509	1
Qingrenia_genus_2983459	1
Zongyangia_genus_2983249	2
Youxingia_genus_2983250	1
Paratissierella_genus_2983477	1
Bianquea_genus_2944146	1
Luoshenia_genus_2944144	1
Gehongia_genus_2944147	1
Guopingia_genus_2944148	1
Feifania_genus_2944145	1
Oryzibacter_genus_3078432	1
Oryzicola_genus_2879611	1
Amniculibacterium_genus_2715289	2
Entomobacter_genus_2811380	1
Magnetococcus_genus_162171	12
Pseudaestuariivita_genus_2211639	3
Oceaniglobus_genus_2047745	5
Collibacillus_genus_3046397	1
Pelorhabdus_genus_2847256	1
Desulfomarina_genus_2894767	1
Capilliphycus_genus_2768926	1
Candidatus Sarmatiella_genus_2807312	1
Candidatus Hepatincola_genus_263960	1
Fuscibacter_genus_2893205	1
Tenebrionibacter_genus_2918836	1
Candidatus Bathyoplasma_genus_2799556	1
Taklimakanibacter_genus_3240210	3
Coriobacterium_genus_33870	1
Candidatus Tethybacter_genus_2806488	1
Candidatus Persebacter_genus_2806493	1
Ponticoccus_genus_983507	39
Neotabrizicola_genus_2946607	2
Candidatus Gromoviella_genus_2900571	1
Flagellatimonas_genus_2893022	1
Marinitoga_genus_160798	13
Roseitranquillus_genus_2888791	1
Candidatus Aerophobus_genus_1462351	2
Polycladomyces_genus_1348505	3
Szabonella_genus_2915904	1
Joostella_genus_453850	3
Actinomarinicola_genus_2789775	1
Taurinivorans_genus_3126915	1
Candidatus Guanabacterium_genus_2790963	1
Frondihabitans_genus_447237	13
Simulacricoccus_genus_2303406	1
Desulfallas_genus_2282740	2
Vampirococcus_genus_1930592	1
Nucisporomicrobium_genus_3088857	1
Qaidamihabitans_genus_2884102	1
Neochlamydia_genus_112987	6
Neorickettsia_genus_33993	5
Breznakiella_genus_2845254	1
Geomesophilobacter_genus_2860291	1
Mahella_genus_252965	2
Snuella_genus_1235438	2
Desulfolithobacter_genus_3003266	1
Penaeicola_genus_2884806	1
Methylobrevis_genus_1775716	2
Rarispira_genus_3409820	1
Salicola_genus_332339	1
Candidatus Magnetaquiglobus_genus_3413020	1
Allohahella_genus_1855402	2
Candidatus Fredericiella_genus_3140600	1
Candidatus Ribeiella_genus_3140601	1
Candidatus Amarobacillus_genus_3140603	1
Candidatus Avedoeria_genus_3140658	1
Candidatus Brachythrix_genus_3140591	1
Candidatus Defluviilinea_genus_3140592	2
Candidatus Manresella_genus_3140848	1
Candidatus Hadersleviella_genus_3140594	1
Candidatus Trichofilum_genus_3140595	1
Candidatus Flexicrinis_genus_3140598	2
Microseira_genus_1609595	2
Pontimicrobium_genus_2918913	3
Pseudaeromonas_genus_1929090	3
Parafrigoribacterium_genus_1957020	3
Psychromicrobium_genus_2078575	4
Microscilla_genus_1023	3
Thermochromatium_genus_85073	1
Diaminobutyricibacter_genus_1632778	3
Pseudotenacibaculum_genus_2048117	2
Sphaerothrix_genus_3151829	1
Dentiradicibacter_genus_3404878	1
Oryzobacter_genus_1849973	3
Eisenibacter_genus_1937963	1
Flexibacter_genus_992	2
Hugenholtzia_genus_1937999	1
Thermoflexibacter_genus_1938003	2
Paludibacillus_genus_3397061	1
Yunchengibacter_genus_3345095	1
Laedolimicola_genus_2981637	2
Phycobacter_genus_3088879	2
Hominicola_genus_3230376	1
Maccoya_genus_3230374	1
Hohaiivirga_genus_3367758	1
Sediminicoccus_genus_1706033	2
Microchaete_genus_188910	1
Ascidiimonas_genus_1853701	2
Leptobacterium_genus_472054	2
Candidatus Tyloplasma_genus_3132030	1
Denitratimonas_genus_1859493	2
Inovirus_genus_10861	5
Pararhodospirillum_genus_1612157	2
Ammonicoccus_genus_3417658	1
Emesvirus_genus_2842664	3
Qubevirus_genus_2842995	4
Owariibacterium_genus_3393728	1
Ammoniphilus_genus_66862	6
Streptodolium_genus_3157988	1
Constrictibacter_genus_1076933	1
Actinocrispum_genus_1891915	2
Candidatus Oxydemutator_genus_3023554	1
Candidatus Azotimanducus_genus_3023559	1
Candidatus Spongiihabitans_genus_3033996	2
Candidatus Marinarcus_genus_2321204	2
Candidatus Poriferihabitans_genus_3033995	1
Leptothoe_genus_2651725	6
Potamolinea_genus_1867035	1
Propionicicella_genus_348581	2
Labedaea_genus_1434013	2
Salinispira_genus_1616789	3
Caldora_genus_1702237	2
Thermomonospora_genus_2019	9
Puerhibacterium_genus_2828734	2
Albirhodobacter_genus_1537716	1
Acetonema_genus_2373	2
Acetitomaculum_genus_31980	2
Candidatus Fermentithermobacillus_genus_3085327	1
Tumidithrix_genus_3088355	1
Pantanalinema_genus_1620699	2
Candidatus Mycalebacterium_genus_3096684	1
Candidatus Tectiglobus_genus_3240093	2
Consotaella_genus_2036017	2
Elongatibacter_genus_3233390	1
Candidatus Thalassospirochaeta_genus_3127506	1
Microaceticoccus_genus_3421489	1
Gottschalkia_genus_1505664	2
Candidatus Azosocius_genus_3119609	2
Almyronema_genus_3114804	1
Chengkuizengella_genus_2026172	4
Dethiothermospora_genus_3420089	1
Neptunicella_genus_2125985	3
Zafaria_genus_2828764	2
Candidatus Amunia_genus_3127007	1
Candidatus Changshengia_genus_3127017	1
Paraflavisolibacter_genus_3041089	2
Oceaniserpentilla_genus_450803	1
Alphatectivirus_genus_2169669	32
Litorivita_genus_2813798	2
Mangrovibacillus_genus_2920444	2
Candidatus Andeanibacterium_genus_3121344	1
Thiofaba_genus_552511	1
Thiobacter_genus_279809	1
Tersicoccus_genus_1418588	4
Benzoatithermus_genus_3403028	1
Geochorda_genus_3366854	1
Carboxydichorda_genus_3366853	1
Eupransor_genus_3161151	1
Candidatus Methylocalor_genus_3135206	1
Ferviditalea_genus_3276290	1
Cronbergia_genus_2067418	1
Pseudocalidococcus_genus_3110321	1
Rosettibacter_genus_3231103	2
Vasconcelosia_genus_3366328	1
Spongisporangium_genus_3362602	1
Floridanema_genus_3396149	6
Egbenema_genus_3079668	1
Candidatus Intricatilinea_genus_3400290	1
Opacimonas_genus_3051548	2
Anaerorudis_genus_3397854	1
Rubrolithibacter_genus_3415017	1
Planctopirus_genus_1649480	3
Fontibacillus_genus_995014	4
Arvimicrobium_genus_3393315	1
Anoxybacterium_genus_3408579	1
Candidatus Nutricula_genus_3411284	1
Candidatus Servula_genus_3411285	1
Candidatus Makaraimicrobium_genus_3402249	1
Candidatus Azoamicus_genus_2817383	3
Solwaraspora_genus_265431	12
Candidatus Thermosaccharophagus_genus_3402615	3
Candidatus Undivivens_genus_3402621	1
Alkalihalobacterium_genus_2893050	6
Candidatus Caldisaccharidevorator_genus_3402071	1
Candidatus Taenariivivens_genus_3402601	1
Spongiactinospora_genus_2871671	4
Halosquirtibacter_genus_3374594	2
Parasediminibacterium_genus_1747780	2
Candidatus Eutrophobius_genus_3377300	1
Fidelibacter_genus_3377528	1
Candidatus Stramentimicrobium_genus_3378190	1
Paramagnetospirillum_genus_3031148	5
Candidatus Salivita_genus_3377239	1
Candidatus Australimonas_genus_3377255	1
Algirhabdus_genus_3412738	1
Krasilnikovia_genus_349312	4
Alienimonas_genus_2714737	3
Teretinema_genus_2967963	1
Tepidamorphus_genus_747074	4
Candidatus Gilichinskyi_genus_3382325	1
Candidatus Mayfieldus_genus_3382326	1
Thaumasiovibrio_genus_2014233	3
Natroniella_genus_52003	3
Candidatus Eutrophosalina_genus_3381686	1
Candidatus Hypereutrophica_genus_3381692	1
Candidatus Marisalimonas_genus_3381693	1
Candidatus Salinivivens_genus_3381687	1
Candidatus Eutrophomonas_genus_3381688	1
Candidatus Eutrophovita_genus_3381689	1
Candidatus Eutrophocola_genus_3381690	1
Candidatus Salsuginivita_genus_3381691	1
Candidatus Onstottus_genus_3382324	2
Candidatus Seribacter_genus_3381755	1
Candidatus Chordibacter_genus_3381757	1
Paucidesulfovibrio_genus_2910985	2
Aestuariibius_genus_2109360	3
Agaribacterium_genus_2038244	2
Candidatus Yanofskyibacterium_genus_3238477	1
Candidatus Microsyncoccus_genus_3238479	1
Isoalcanivorax_genus_3020833	3
Aquibaculum_genus_3237146	2
Okeanomitos_genus_3231549	1
Peterkaempfera_genus_2995704	3
Maioricimonas_genus_2795777	4
Candidatus Parendomicrobium_genus_3238960	2
Candidatus Ectomicrobium_genus_3238958	1
Candidatus Proendomicrobium_genus_3238961	1
Candidatus Proruminimicrobium_genus_3238962	1
Candidatus Praeruminimicrobium_genus_3242785	1
Natronomicrosphaera_genus_3418670	1
Pseudoroseicyclus_genus_1813601	2
Candidatus Phoenicimicrobium_genus_3240460	1
Persicobacter_genus_59740	5
Pueribacillus_genus_2282756	3
Oryzisolibacter_genus_2038733	2
Limibacterium_genus_3404873	1
Candidatus Albibeggiatoa_genus_3162702	3
Methyloraptor_genus_3382645	1
Spongiivirga_genus_1775471	3
Candidatus Hadalibacter_genus_3350160	1
Pelatocladus_genus_1886700	2
Candidatus Algichlamydia_genus_3341975	1
Spongiimicrobium_genus_1884867	2
Geomicrobium_genus_767528	7
Dankookia_genus_1940143	2
Romeriopsis_genus_2992131	1
Zarconia_genus_2992130	1
Limobrevibacterium_genus_3050023	1
Plebeiibacterium_genus_3061289	2
Candidatus Thioaporhodococcus_genus_2993513	1
Lentiprolixibacter_genus_3065300	1
