genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Nephroselmis_pyriformis:plas.Chloroplast,156128,3,14,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Fluviimonas,1383890,3,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phaeodactylum_tricornutum:plas.Chloroplast,2850,3,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Notothylas_orbicularis:mito.Mitochondria,93617,3,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Skeletonema_pseudocostatum:plas.Chloroplast,41457,3,478,0.0,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gelidium_sclerophyllum.Mitochondria,317102,3,22,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spirogyra_maxima:plas.Chloroplast,3180,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spirillum,967,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nephroselmis_olivacea:plas.Chloroplast,31312,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ettlia_oleoabundans.Chloroplast,1127754,3,25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Geothermobacterium,169299,3,76,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pseudoneochloris_marina.Chloroplast,44573,3,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chondrus_crispus:plas.Chloroplast,2769,3,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Navicula_phyllepta:plas.Chloroplast,265527,3,121,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Planctonema_lauterbornii.Chloroplast,3087189,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhodomonas_salina:plas.Chloroplast,3034,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bryopsis_sp.:plas.Chloroplast,N/A,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Albibacter,160700,3,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Colacium_calvum:plas.Chloroplast,472067,3,31,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Radiocystis,442397,3,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhodosorus_marinus:plas.Chloroplast,101924,3,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_cantabrica:plas.Chloroplast,167850,3,17,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ankyra_judayi.Chloroplast,52688,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chalicogloea,1196657,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Petalonema,268177,3,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Coccinimonas,414363,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spongiiferula,1819672,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Thermotunica,1649509,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_tristella:plas.Chloroplast,161227,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Zea_mays:plas.Chloroplast,4577,3,96,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phacus_hamatus.Chloroplast,1188010,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ophiostoma_novo-ulmi_subsp._novo-ulmi.Mitochondria,170179,3,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Monotropa_hypopitys.Chloroplast,176248,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trachelomonas_sp._T812.Chloroplast,1685830,3,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Amphora_sp.:plas.Chloroplast,N/A,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Paralia_sulcata:plas.Chloroplast,216927,3,12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phacus_hordeiformis.Chloroplast,1431100,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Fusarium_circinatum.Mitochondria,48490,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Plasmodium1_vivax:apic.Apicoplast,N/A,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penicillium_chrysogenum_KF-25.Mitochondria,1218708,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trachelomonas_planctonica:plas.Chloroplast,304862,3,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Prasinoderma_coloniale.Chloroplast,156133,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Odontella_sinensis:plas.Chloroplast,1514140,3,12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bartramia_pomiformis.Mitochondria,52976,3,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Morus_indica:plas.Chloroplast,248361,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Oryza_rufipogon.Chloroplast,4529,3,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Prototheca_ulmea.Chloroplast,183676,3,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Olisthodiscus_luteus:plas.Chloroplast,83000,3,12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Geminigera_cryophila.Chloroplast,46947,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bryoria_tenuis.Mitochondria,1089818,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lobochlamys_culleus.Chloroplast,51693,3,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cordyceps_militaris.Mitochondria,73501,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Coccocarpia_palmicola.Mitochondria,301477,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Actinidia_chinensis.Chloroplast,3625,3,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_cf._velata_JIK-2015.Chloroplast,1685852,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penicillium_sp._KCTC16066.Mitochondria,168431,3,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hirsutella_thompsonii.Mitochondria,42368,3,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_deses:plas.Chloroplast,66845,3,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eutreptiella_gymnastica:plas.Chloroplast,73025,3,26,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hypogymnia_vittata.Mitochondria,315943,3,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_sanguinea:plas.Chloroplast,130315,3,160,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Aspergillus_niger.Mitochondria,5061,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ophiostoma_minus.Mitochondria,150568,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglenaria_anabaena:plas.Chloroplast,38273,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Volvox_carteri:plas.Chloroplast,3067,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ostreobium_sp3:plas.Chloroplast,N/A,3,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Haematococcus_pluvialis:plas.Chloroplast,44745,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Fusarium_temperatum.Mitochondria,767483,3,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pinguiochrysidaceae_X_sp.:plas.Chloroplast,N/A,3,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penicillium_sp._KCTC16079.Mitochondria,168451,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pavlomulina_ranunculiformis:plas.Chloroplast,2904541,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_splendens:plas.Chloroplast,392894,2,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Adiantum_pedatum:mito.Mitochondria,29590,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gossypium_hirsutum_(upland_cotton).Chloroplast,N/A,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trichoderma_deliquescens.Mitochondria,29861,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Solanum_lycopersicum_(tomato).Chloroplast,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Plantago_rugelii:mito.Mitochondria,101993,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lingulodinium_polyedra:plas.Chloroplast,N/A,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Acorus_gramineus.Mitochondria,55184,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhazya_stricta.Chloroplast,396313,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorella_sp._ArM0029B.Chloroplast,1415603,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pilostyles_coccoidea:plas.Chloroplast,518627,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gossypium_raimondii.Chloroplast,29730,2,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ziziphus_jujuba.Chloroplast,326968,2,27,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nitzschia_sp._C2.Chloroplast,1444705,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglenaria_clavata:plas.Chloroplast,344910,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Helicosporidium_sp.:plas.Chloroplast,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gonium_pectorale:plas.Chloroplast,33097,2,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bracteacoccus_giganteus.Chloroplast,50039,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlamydomonas_sp._UWO241.Chloroplast,1653778,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chloroidium_saccharophilum:plas.Chloroplast,3082,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Marsupiomonas_pelliculata:plas.Chloroplast,1034818,2,53,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Abies_homolepis.Mitochondria,78261,2,16,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bracteacoccus_aerius.Chloroplast,50041,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Floydiella_terrestris:plas.Chloroplast,51328,2,25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Panax_ginseng.Chloroplast,4054,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bambusa_oldhamii.Chloroplast,58923,2,22,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Xerophyta_viscosa.Mitochondria,90708,2,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Amazoninema,2218238,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phyllostachys_praecox.Mitochondria,326921,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Juncus_effusus.Mitochondria,13579,2,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pleodorina_starrii:plas.Chloroplast,330485,2,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sarcinofilum_mucosum.Chloroplast,141643,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Prasiolales_XX_sp.:plas.Chloroplast,N/A,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tetraselmis_cordiformis:plas.Chloroplast,426497,2,68,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Golenkinia_longispicula.Chloroplast,204992,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nitzschia_sp._IriIs04.Chloroplast,1444690,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pseudopediastrum_boryanum.Chloroplast,55410,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Halophibacterium,1969571,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorokybus_atmophyticus.Mitochondria,3144,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cosenzaea,1354333,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lawsonia,1091138,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Derbesia_sp._WEST4838.Chloroplast,1847751,2,16,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Geranium_himalayense.Mitochondria,105809,2,62,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Alkalilactibacillus,486506,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Oscillatoriales_cyanobacterium_HF1.Chloroplast,2487321,2,15,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Talaromyces_rugulosus.Mitochondria,121627,2,21,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Synarthrophyton_chejuense.Mitochondria,2485825,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorella_heliozoae.Chloroplast,554066,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pseudotsuga_menziesii_(Douglas-fir).Mitochondria,N/A,2,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_carterae:plas.Chloroplast,216133,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spirogyra_sp._CLP-2000.Mitochondria,140028,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penicillium_sp._KCTC16092.Mitochondria,168461,2,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorokybus_atmophyticus:plas.Chloroplast,3144,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pyramimonas_tetrarhynchus:plas.Chloroplast,36896,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Zygnemophyceae_XXX_sp.:plas.Chloroplast,N/A,2,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Wautersiella,343873,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lutaonella,488548,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tellurimicrobium,1748764,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Desulfoarculus,48002,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Natronovirga,759413,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Oxalophagus,44262,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spongiimonas,1313213,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nannochloropsis_oculata.Mitochondria,43925,2,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hepatozoon10_catesbianae:apic.Apicoplast,N/A,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Massiliprevotella,1981037,2,36,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hydrodictyon_reticulatum:plas.Chloroplast,3107,2,14,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spongiispira,1123222,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nitella_hyalina.Mitochondria,181804,2,14,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pycnococcus_provasolii:plas.Chloroplast,41880,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Thioalkalibacter,469655,2,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eutreptiella_pomquetensis:plas.Chloroplast,215699,2,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mesostigma_viride:plas.Chloroplast,41882,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trigonala,386607,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
uncultured_Chlorella.Chloroplast,254346,2,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Zygnema_circumcarinatum:plas.Chloroplast,35869,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Butyratibacter,2029868,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nannochloropsis_limnetica:plas.Chloroplast,120807,2,25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
uncultured_Chlorophyta.Chloroplast,171245,2,14,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Resultor_mikron:plas.Chloroplast,41884,2,17,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Avrainvillea_lacerata:plas.Chloroplast,575871,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Vibrionimonas,1649511,2,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Natronoanaerobium,114261,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Syntrichia_ruralis:plas.Chloroplast,38588,2,22,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
groundwater_metagenome.Chloroplast,717931,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lauderia_annulata:plas.Chloroplast,382366,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhodella_violacea:plas.Chloroplast,2801,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Porphyridium_aerugineum:plas.Chloroplast,2792,2,12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dechlorospirillum,100867,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Neolyngbya,2066937,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Asterionellopsis_glacialis:plas.Chloroplast,33640,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trachelomonas_sp._Pungcheon093006A.Chloroplast,1685820,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Macrochaete,1844958,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorella_variabilis.Chloroplast,554065,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Prymnesiophyceae_XXX_sp.:plas.Chloroplast,N/A,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cephalothrix,1844514,2,15,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Antithamnion_sp.:plas.Chloroplast,N/A,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Saccharina_japonica:plas.Chloroplast,88149,2,19,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pseudophormidium,268156,2,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Plagiogrammopsis_vanheurckii.Chloroplast,1234821,2,15,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mamiellaceae_X_sp.:plas.Chloroplast,N/A,2,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Megaceros_tosanus:mito.Mitochondria,93616,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bacillaria_paxillifera:plas.Chloroplast,N/A,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Antarcticimonas,442727,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhipiliopsis_profunda:plas.Chloroplast,575876,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Emiliania_huxleyi:plas.Chloroplast,2903,2,23,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Aspergillus_terricola.Mitochondria,36642,2,30,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
