family,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Frankiales.U.family,85013,96,430,0.04,0.04,257,96,0.01,0.09,0,0,96,0,96,matched,Bacteria,119,46.3,1.0,1.0
Fimbriimonadales.U.family,1663425,41,92,0.02,0.01,256,7,0.01,0.01,0,0,7,0,7,matched,Bacteria,2,0.78,5.857,0.171
Thermoguttaceae,2691358,23,142,0.01,0.01,256,9,0.01,0.01,0,0,9,0,9,matched,Bacteria,9,3.52,2.556,0.391
Haloarculaceae,1963268,223,765,0.09,0.07,255,129,0.01,0.13,0,0,129,0,129,matched,Archaea,179,70.2,1.729,0.578
Ferrovaceae,1442156,29,155,0.01,0.01,252,9,0.01,0.01,0,0,9,0,9,matched,Bacteria,5,1.98,3.222,0.31
Micropepsaceae,1921568,161,1409,0.07,0.12,251,5,0.01,0.0,0,0,5,0,5,matched,Bacteria,5,1.99,32.2,0.031
Sterolibacteriaceae,2008793,157,689,0.06,0.06,251,36,0.01,0.04,0,0,36,0,36,matched,Bacteria,25,9.96,4.361,0.229
Methanomassiliicoccaceae,1577788,52,550,0.02,0.05,250,84,0.01,0.08,0,0,84,0,84,matched,Archaea,31,12.4,0.619,1.615
Oligoflexia.U.family,1553900,761,2051,0.31,0.18,243,23,0.01,0.02,0,0,23,0,23,matched,Bacteria,15,6.17,33.087,0.03
Thermoproteaceae,2267,112,510,0.05,0.05,242,49,0.01,0.05,0,0,49,0,49,matched,Archaea,36,14.88,2.286,0.438
Thermoanaerobacterales.U.family,68295,34,126,0.01,0.01,240,80,0.01,0.08,0,0,80,0,80,matched,Bacteria,97,40.42,0.425,2.353
Dojkabacteria.U.family,74243,398,1302,0.16,0.12,238,44,0.01,0.04,0,0,44,0,44,matched,Bacteria,2,0.84,9.045,0.111
Chromobacteriaceae,1499392,125,887,0.05,0.08,229,80,0.01,0.08,0,0,80,0,80,matched,Bacteria,205,89.52,1.562,0.64
Acidilobaceae,871007,21,131,0.01,0.01,228,18,0.01,0.02,0,0,18,0,18,matched,Archaea,4,1.75,1.167,0.857
Rhodobiaceae,119043,10,22,0.0,0.0,228,22,0.01,0.02,0,0,22,0,22,matched,Bacteria,8,3.51,0.455,2.2
Methylocystaceae,31993,54,366,0.02,0.03,225,52,0.01,0.05,0,0,52,0,52,matched,Bacteria,63,28.0,1.038,0.963
Entomoplasmatales.U.family,186328,202,604,0.08,0.05,219,142,0.01,0.14,0,0,142,0,142,matched,Bacteria,192,87.67,1.423,0.703
Sinobacteraceae,568386,109,492,0.04,0.04,218,41,0.01,0.04,0,0,41,0,41,matched,Bacteria,28,12.84,2.659,0.376
Acidiferrobacteraceae,1692041,106,532,0.04,0.05,217,10,0.01,0.01,0,0,10,0,10,matched,Bacteria,5,2.3,10.6,0.094
Solibacteraceae,332161,415,2187,0.17,0.19,216,13,0.01,0.01,0,0,13,0,13,matched,Bacteria,4,1.85,31.923,0.031
Natrialbaceae,1644061,131,452,0.05,0.04,213,155,0.01,0.15,0,0,155,0,155,matched,Archaea,182,85.45,0.845,1.183
Dermatophilaceae,85018,65,116,0.03,0.01,210,22,0.01,0.02,0,0,22,0,22,matched,Bacteria,58,27.62,2.955,0.338
Ktedonobacteraceae,388449,806,1977,0.33,0.18,207,16,0.01,0.02,0,0,16,0,16,matched,Bacteria,5,2.42,50.375,0.02
Rubrobacteraceae,84997,211,1322,0.09,0.12,206,15,0.01,0.01,0,0,15,0,15,matched,Bacteria,14,6.8,14.067,0.071
Kofleriaceae,224464,749,3138,0.3,0.28,204,6,0.01,0.01,0,0,6,0,6,matched,Bacteria,5,2.45,124.833,0.008
Thalassospiraceae,2844866,147,650,0.06,0.06,204,59,0.01,0.06,0,0,59,0,59,matched,Bacteria,79,38.73,2.492,0.401
Maricaulaceae,2800061,69,343,0.03,0.03,203,51,0.01,0.05,0,0,51,0,51,matched,Bacteria,45,22.17,1.353,0.739
Stellaceae,2844601,25,143,0.01,0.01,202,6,0.01,0.01,0,0,6,0,6,matched,Bacteria,5,2.48,4.167,0.24
Marinilabiliaceae,558415,419,1176,0.17,0.1,202,59,0.01,0.06,0,0,59,0,59,matched,Bacteria,52,25.74,7.102,0.141
Chthonomonadales.U.family,1077263,142,406,0.06,0.04,201,26,0.01,0.03,0,0,26,0,26,matched,Bacteria,4,1.99,5.462,0.183
Desulfocapsaceae,2886822,604,1679,0.25,0.15,195,29,0.01,0.03,0,0,29,0,29,matched,Bacteria,27,13.85,20.828,0.048
Spongiibacteraceae,1706375,164,634,0.07,0.06,194,39,0.01,0.04,0,0,39,0,39,matched,Bacteria,37,19.07,4.205,0.238
Dehalococcoidaceae,1202464,21,97,0.01,0.01,192,24,0.01,0.02,0,0,24,0,24,matched,Bacteria,54,28.12,0.875,1.143
Roseivirgaceae,2762306,15,90,0.01,0.01,192,22,0.01,0.02,0,0,22,0,22,matched,Bacteria,25,13.02,0.682,1.467
Syntrophobacteraceae,213465,188,836,0.08,0.07,191,23,0.01,0.02,0,0,23,0,23,matched,Bacteria,10,5.24,8.174,0.122
Thermotogaceae,188709,27,281,0.01,0.02,189,35,0.01,0.03,0,0,35,0,35,matched,Bacteria,35,18.52,0.771,1.296
Reichenbachiellaceae,2762302,128,862,0.05,0.08,188,23,0.01,0.02,0,0,23,0,23,matched,Bacteria,18,9.57,5.565,0.18
Cardiobacteriales.U.family,135615,3,8,0.0,0.0,188,36,0.01,0.04,0,0,36,0,36,matched,Bacteria,74,39.36,0.083,12.0
Thermofilaceae,114378,41,181,0.02,0.02,187,15,0.01,0.01,0,0,15,0,15,matched,Archaea,8,4.28,2.733,0.366
Robiginitomaculaceae,2800062,51,273,0.02,0.02,184,17,0.01,0.02,0,0,17,0,17,matched,Bacteria,25,13.59,3.0,0.333
Boseaceae,2831100,53,286,0.02,0.03,182,89,0.01,0.09,0,0,89,0,89,matched,Bacteria,95,52.2,0.596,1.679
Frankiaceae,74712,30,112,0.01,0.01,181,92,0.01,0.09,0,0,92,0,92,matched,Bacteria,118,65.19,0.326,3.067
Lentimicrobiaceae,1840213,468,2483,0.19,0.22,180,7,0.01,0.01,0,0,7,0,7,matched,Bacteria,3,1.67,66.857,0.015
Flammeovirgaceae,200667,76,179,0.03,0.02,174,60,0.01,0.06,0,0,60,0,60,matched,Bacteria,29,16.67,1.267,0.789
Trueperaceae,332247,189,620,0.08,0.05,172,6,0.01,0.01,0,0,6,0,6,matched,Bacteria,5,2.91,31.5,0.032
Dietziaceae,85029,40,187,0.02,0.02,171,57,0.01,0.06,0,0,57,0,57,matched,Bacteria,131,76.61,0.702,1.425
Geminicoccaceae,2066434,179,838,0.07,0.07,170,17,0.01,0.02,0,0,17,0,17,matched,Bacteria,34,20.0,10.529,0.095
Fimbriimonadaceae,1663426,311,1227,0.13,0.11,168,5,0.01,0.0,0,0,5,0,5,matched,Bacteria,2,1.19,62.2,0.016
Thermoanaerobacteraceae,186814,196,615,0.08,0.05,168,59,0.01,0.06,0,0,59,0,59,matched,Bacteria,89,52.98,3.322,0.301
Parvularculaceae,255474,85,452,0.03,0.04,168,26,0.01,0.03,0,0,26,0,26,matched,Bacteria,24,14.29,3.269,0.306
Granulosicoccaceae,449719,27,102,0.01,0.01,165,9,0.01,0.01,0,0,9,0,9,matched,Bacteria,7,4.24,3.0,0.333
Spiroplasmataceae,2131,48,228,0.02,0.02,164,119,0.01,0.12,0,0,119,0,119,matched,Bacteria,142,86.59,0.403,2.479
Kineosporiaceae,83778,85,459,0.03,0.04,163,73,0.01,0.07,0,0,73,0,73,matched,Bacteria,109,66.87,1.164,0.859
Chthonomonadaceae,1077264,157,499,0.06,0.04,159,24,0.01,0.02,0,0,24,0,24,matched,Bacteria,4,2.52,6.542,0.153
Aurantimonadaceae,255475,60,248,0.02,0.02,158,90,0.01,0.09,0,0,90,0,90,matched,Bacteria,117,74.05,0.667,1.5
Chloroflexaceae,1106,159,573,0.06,0.05,156,11,0.01,0.01,0,0,11,0,11,matched,Bacteria,6,3.85,14.455,0.069
Kribbellaceae,2726069,33,294,0.01,0.03,154,116,0.01,0.11,0,0,116,0,116,matched,Bacteria,128,83.12,0.284,3.515
Aminobacteriaceae,3029087,117,296,0.05,0.03,154,30,0.01,0.03,0,0,30,0,30,matched,Bacteria,7,4.55,3.9,0.256
Wenzhouxiangellaceae,1676141,16,61,0.01,0.01,153,19,0.01,0.02,0,0,19,0,19,matched,Bacteria,14,9.15,0.842,1.188
Sphingosinicellaceae,2820280,69,464,0.03,0.04,152,49,0.01,0.05,0,0,49,0,49,matched,Bacteria,45,29.61,1.408,0.71
Desulfuromonadaceae,213421,136,548,0.06,0.05,148,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,15,10.14,4.857,0.206
Coleofasciculaceae,1892251,127,570,0.05,0.05,146,101,0.0,0.1,0,0,101,0,101,matched,Bacteria,29,19.86,1.257,0.795
Halobacteriaceae,2236,190,710,0.08,0.06,146,44,0.0,0.04,0,0,44,0,44,matched,Archaea,83,56.85,4.318,0.232
Anaeromyxobacteraceae,1524215,170,951,0.07,0.08,145,20,0.0,0.02,0,0,20,0,20,matched,Bacteria,17,11.72,8.5,0.118
Hydrogenothermaceae,224027,56,402,0.02,0.04,145,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,13,8.97,3.733,0.268
Atribacteria.U.family,2847774,8,110,0.0,0.01,144,26,0.0,0.03,0,0,26,0,26,matched,Bacteria,7,4.86,0.308,3.25
Roseiflexaceae,1508635,344,1591,0.14,0.14,143,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,4,2.8,26.462,0.038
Syntrophorhabdaceae,513556,162,800,0.07,0.07,143,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,1,0.7,11.571,0.086
Tepidisphaerales.U.family,1771349,870,2540,0.35,0.22,142,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,2,1.41,108.75,0.009
Kosmotogaceae,1643948,34,312,0.01,0.03,142,32,0.0,0.03,0,0,32,0,32,matched,Bacteria,23,16.2,1.062,0.941
Desulfitobacteriaceae,2937909,297,666,0.12,0.06,139,67,0.0,0.07,0,0,67,0,67,matched,Bacteria,58,41.73,4.433,0.226
Reyranellaceae,2844375,110,1774,0.04,0.16,139,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,5,3.6,12.222,0.082
Tissierellaceae,1737406,119,342,0.05,0.03,139,32,0.0,0.03,0,0,32,0,32,matched,Bacteria,31,22.3,3.719,0.269
Hadesarchaea.U.family,1775750,223,671,0.09,0.06,138,11,0.0,0.01,0,0,11,0,11,matched,Archaea,8,5.8,20.273,0.049
Puniceicoccaceae,415002,418,1830,0.17,0.16,137,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,9,6.57,41.8,0.024
Fulvivirgaceae,2762286,165,439,0.07,0.04,137,31,0.0,0.03,0,0,31,0,31,matched,Bacteria,25,18.25,5.323,0.188
Microbulbiferaceae,1706373,25,135,0.01,0.01,136,96,0.0,0.09,0,0,96,0,96,matched,Bacteria,127,93.38,0.26,3.84
Fervidobacteriaceae,1643950,37,263,0.02,0.02,136,30,0.0,0.03,0,0,30,0,30,matched,Bacteria,41,30.15,1.233,0.811
Lewinellaceae,1937960,157,417,0.06,0.04,133,24,0.0,0.02,0,0,24,0,24,matched,Bacteria,21,15.79,6.542,0.153
Halanaerobiaceae,972,122,535,0.05,0.05,131,20,0.0,0.02,0,0,20,0,20,matched,Bacteria,33,25.19,6.1,0.164
Nitriliruptoraceae,596498,60,199,0.02,0.02,131,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,1.53,12.0,0.083
Mariprofundaceae,580372,111,409,0.05,0.04,131,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,16,12.21,7.4,0.135
Sulfurospirillaceae,2932623,94,540,0.04,0.05,126,31,0.0,0.03,0,0,31,0,31,matched,Bacteria,24,19.05,3.032,0.33
Alicyclobacillaceae,186823,176,745,0.07,0.07,125,55,0.0,0.05,0,0,55,0,55,matched,Bacteria,90,72.0,3.2,0.312
Terrimicrobiaceae,2762316,99,933,0.04,0.08,121,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,0.83,33.0,0.03
Desulfurellales.U.family,213113,7,10,0.0,0.0,120,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,8,6.67,0.438,2.286
Ferroplasmaceae,90142,31,78,0.01,0.01,120,10,0.0,0.01,0,0,10,0,10,matched,Archaea,9,7.5,3.1,0.323
Limnochordia.U.family,1676648,166,489,0.07,0.04,119,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,3,2.52,23.714,0.042
Desulfosarcinaceae,3031624,745,3063,0.3,0.27,116,20,0.0,0.02,0,0,20,0,20,matched,Bacteria,31,26.72,37.25,0.027
Conexibacteraceae,320583,156,1734,0.06,0.15,115,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,14,12.17,9.75,0.103
Archangiaceae,39,36,318,0.01,0.03,114,26,0.0,0.03,0,0,26,0,26,matched,Bacteria,36,31.58,1.385,0.722
Thermoactinomycetaceae,186824,118,303,0.05,0.03,113,66,0.0,0.06,0,0,66,0,66,matched,Bacteria,85,75.22,1.788,0.559
Sporomusaceae,1843490,290,868,0.12,0.08,111,52,0.0,0.05,0,0,52,0,52,matched,Bacteria,48,43.24,5.577,0.179
Jatrophihabitantaceae,2805416,63,513,0.03,0.05,110,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,8,7.27,5.25,0.19
Calditrichaceae,1962854,399,1078,0.16,0.1,110,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,5.45,66.5,0.015
Nannocystaceae,224463,118,380,0.05,0.03,110,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,19,17.27,6.941,0.144
Kiloniellaceae,597359,165,526,0.07,0.05,110,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,10,9.09,15.0,0.067
Petrotogaceae,1643949,68,663,0.03,0.06,110,44,0.0,0.04,0,0,44,0,44,matched,Bacteria,39,35.45,1.545,0.647
Thermodesulfobacteriaceae,188711,80,441,0.03,0.04,109,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,13,11.93,3.636,0.275
Ardenticatenales.U.family,1382929,553,1552,0.22,0.14,108,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,1.85,92.167,0.011
Endomicrobiaceae,1783343,137,354,0.06,0.03,108,39,0.0,0.04,0,0,39,0,39,matched,Bacteria,5,4.63,3.513,0.285
Tepidisphaeraceae,1771355,52,158,0.02,0.01,105,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,0.95,10.4,0.096
Cardiobacteriaceae,868,163,556,0.07,0.05,105,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,24,22.86,11.643,0.086
Halothiobacillaceae,255526,76,284,0.03,0.03,104,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,7,6.73,3.455,0.289
Kaistiaceae,2831111,96,352,0.04,0.03,104,23,0.0,0.02,0,0,23,0,23,matched,Bacteria,31,29.81,4.174,0.24
Thermoflexaceae,1495648,74,371,0.03,0.03,103,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,1,0.97,10.571,0.095
Endozoicomonadaceae,2066474,117,384,0.05,0.03,102,56,0.0,0.05,0,0,56,0,56,matched,Bacteria,61,59.8,2.089,0.479
Oscillatoriaceae,1892254,107,366,0.04,0.03,102,68,0.0,0.07,0,0,68,0,68,matched,Bacteria,39,38.24,1.574,0.636
Caldisericales.U.family,693072,62,532,0.03,0.05,102,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,2,1.96,7.75,0.129
Haliscomenobacteraceae,1937961,222,704,0.09,0.06,101,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,6,5.94,18.5,0.054
Vampirovibrionales.U.family,2211217,120,382,0.05,0.03,100,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,0,0.0,17.143,0.058
Dermacoccaceae,145357,20,82,0.01,0.01,100,57,0.0,0.06,0,0,57,0,57,matched,Bacteria,79,79.0,0.351,2.85
Sulfuricellaceae,2772226,56,236,0.02,0.02,99,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,12,12.12,3.294,0.304
Blattabacteriaceae,39782,135,436,0.05,0.04,97,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,94,96.91,10.385,0.096
Kordiimonadales.U.family,362534,35,205,0.01,0.02,97,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,22,22.68,1.25,0.8
Desulfomonilaceae,3031658,62,228,0.03,0.02,95,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,2.11,15.5,0.065
Demequinaceae,1042322,25,192,0.01,0.02,93,43,0.0,0.04,0,0,43,0,43,matched,Bacteria,50,53.76,0.581,1.72
Marinifilaceae,1573805,184,684,0.07,0.06,92,30,0.0,0.03,0,0,30,0,30,matched,Bacteria,30,32.61,6.133,0.163
Halobacteriovoraceae,1652132,35,108,0.01,0.01,92,47,0.0,0.05,0,0,47,0,47,matched,Bacteria,44,47.83,0.745,1.343
Rhodothermaceae,563843,881,3069,0.36,0.27,92,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,13,14.13,67.769,0.015
Dethiosulfovibrionaceae,3029088,27,93,0.01,0.01,92,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,17,18.48,1.5,0.667
Desulfohalobiaceae,213117,77,286,0.03,0.03,91,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,3,3.3,9.625,0.104
Sandaracinaceae,1055686,360,1409,0.15,0.12,91,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,2.2,60.0,0.017
Kordiimonadaceae,1331809,79,170,0.03,0.02,90,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,18,20.0,3.591,0.278
Saccharospirillaceae,255527,68,309,0.03,0.03,90,27,0.0,0.03,0,0,27,0,27,matched,Bacteria,25,27.78,2.519,0.397
Defluviitaleaceae,1185407,139,414,0.06,0.04,89,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,4.49,27.8,0.036
Rectinemataceae,2951105,1,1,0.0,0.0,89,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,1.12,0.333,3.0
Kangiellaceae,1920240,23,98,0.01,0.01,87,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,16,18.39,1.211,0.826
Longimicrobiaceae,1804993,301,757,0.12,0.07,86,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,3.49,100.333,0.01
Ornithinimicrobiaceae,2805590,22,74,0.01,0.01,85,39,0.0,0.04,0,0,39,0,39,matched,Bacteria,58,68.24,0.564,1.773
Oligoflexales.U.family,1553901,7,26,0.0,0.0,85,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,5,5.88,0.778,1.286
Ahrensiaceae,2829814,56,144,0.02,0.01,85,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,21,24.71,2.667,0.375
Thermodesulfovibrionaceae,2811504,49,250,0.02,0.02,85,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,13,15.29,3.267,0.306
Holosporaceae,44746,272,1276,0.11,0.11,84,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,16,19.05,15.111,0.066
Ardenticatenaceae,1382930,59,110,0.02,0.01,84,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,2.38,14.75,0.068
Pyrodictiaceae,2307,21,63,0.01,0.01,83,11,0.0,0.01,0,0,11,0,11,matched,Archaea,7,8.43,1.909,0.524
Desulfurobacteriaceae,558314,27,99,0.01,0.01,81,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,11,13.58,1.8,0.556
Desulfotomaculaceae,2937910,174,470,0.07,0.04,81,37,0.0,0.04,0,0,37,0,37,matched,Bacteria,19,23.46,4.703,0.213
Oleiphilaceae,191033,29,85,0.01,0.01,79,36,0.0,0.04,0,0,36,0,36,matched,Bacteria,33,41.77,0.806,1.241
Hapalosiphonaceae,1892263,34,125,0.01,0.01,78,25,0.0,0.02,0,0,25,0,25,matched,Bacteria,59,75.64,1.36,0.735
Psychromonadaceae,267894,25,220,0.01,0.02,78,38,0.0,0.04,0,0,38,0,38,matched,Bacteria,38,48.72,0.658,1.52
Caldisericaceae,693073,42,404,0.02,0.04,78,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,2.56,7.0,0.143
Thalassobaculaceae,2844864,25,108,0.01,0.01,77,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,8,10.39,1.786,0.56
Sirenicapillariaceae,2934961,5,24,0.0,0.0,76,38,0.0,0.04,0,0,38,0,38,matched,Bacteria,31,40.79,0.132,7.6
Salinisphaerales.U.family,742030,24,45,0.01,0.0,76,29,0.0,0.03,0,0,29,0,29,matched,Bacteria,27,35.53,0.828,1.208
Nautiliaceae,224467,95,584,0.04,0.05,76,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,15,19.74,5.938,0.168
Thermosynechococcaceae,2881378,5,24,0.0,0.0,75,52,0.0,0.05,0,0,52,0,52,matched,Bacteria,41,54.67,0.096,10.4
Ignatzschineriaceae,3018589,4,26,0.0,0.0,74,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,49,66.22,0.222,4.5
Nanohaloarchaea.U.family,1051663,6,15,0.0,0.0,74,23,0.0,0.02,0,0,23,0,23,matched,Archaea,11,14.86,0.261,3.833
Geopsychrobacteraceae,3031659,60,281,0.02,0.02,73,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,3,4.11,6.667,0.15
Iamiaceae,633392,98,521,0.04,0.05,72,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,10,13.89,6.125,0.163
Roseiarcaceae,1643957,58,854,0.02,0.08,72,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,2.78,14.5,0.069
Desulfarculales.U.family,453227,1,2,0.0,0.0,71,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,7,9.86,0.059,17.0
Aphanothecaceae,1890450,18,156,0.01,0.01,70,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,30,42.86,0.857,1.167
Sporolactobacillaceae,186821,35,182,0.01,0.02,70,37,0.0,0.04,0,0,37,0,37,matched,Bacteria,48,68.57,0.946,1.057
Glycomycetaceae,85034,41,123,0.02,0.01,70,49,0.0,0.05,0,0,49,0,49,matched,Bacteria,57,81.43,0.837,1.195
Methanococcaceae,2183,24,118,0.01,0.01,70,17,0.0,0.02,0,0,17,0,17,matched,Archaea,40,57.14,1.412,0.708
Lacipirellulaceae,2691359,21,31,0.01,0.0,69,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,16,23.19,0.955,1.048
Thermodesulfatatoraceae,3031464,6,11,0.0,0.0,69,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,3,4.35,1.0,1.0
Fervidicoccaceae,685949,27,75,0.01,0.01,68,3,0.0,0.0,0,0,3,0,3,matched,Archaea,2,2.94,9.0,0.111
Parachlamydiaceae,92713,6,6,0.0,0.0,67,20,0.0,0.02,0,0,20,0,20,matched,Bacteria,20,29.85,0.3,3.333
Bradymonadales.U.family,1779134,196,769,0.08,0.07,66,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,11,16.67,14.0,0.071
Methanospirillaceae,196137,58,314,0.02,0.03,66,9,0.0,0.01,0,0,9,0,9,matched,Archaea,15,22.73,6.444,0.155
Rhodovibrionaceae,2844403,86,351,0.03,0.03,66,30,0.0,0.03,0,0,30,0,30,matched,Bacteria,30,45.45,2.867,0.349
Hyellaceae,1890500,40,118,0.02,0.01,65,23,0.0,0.02,0,0,23,0,23,matched,Bacteria,8,12.31,1.739,0.575
Blastocatellaceae,1748772,430,1683,0.17,0.15,65,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,0,0.0,143.333,0.007
Emcibacteraceae,2066491,4,11,0.0,0.0,65,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,18,27.69,0.444,2.25
Vicingaceae,2772534,69,359,0.03,0.03,65,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,9,13.85,17.25,0.058
Thermoplasmataceae,46659,37,86,0.02,0.01,64,6,0.0,0.01,0,0,6,0,6,matched,Archaea,8,12.5,6.167,0.162
Jiangellaceae,1217100,24,66,0.01,0.01,63,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,27,42.86,1.091,0.917
Nakamurellaceae,85031,50,430,0.02,0.04,63,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,18,28.57,2.778,0.36
Bogoriellaceae,145358,36,86,0.01,0.01,62,35,0.0,0.03,0,0,35,0,35,matched,Bacteria,50,80.65,1.029,0.972
Vicinamibacteraceae,2211325,549,2228,0.22,0.2,61,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,3.28,91.5,0.011
Salibacteraceae,2772535,1,4,0.0,0.0,60,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,17,28.33,0.333,3.0
Tepidanaerobacteraceae,2770092,32,108,0.01,0.01,60,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,8,13.33,2.667,0.375
Tsukamurellaceae,85028,9,59,0.0,0.01,59,25,0.0,0.02,0,0,25,0,25,matched,Bacteria,57,96.61,0.36,2.778
Zymomonadaceae,2844881,6,58,0.0,0.01,59,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,30,50.85,3.0,0.333
Desulfarculaceae,453228,36,83,0.01,0.01,59,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,6,10.17,3.0,0.333
Arenicellaceae,1617891,199,690,0.08,0.06,58,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,4,6.9,28.429,0.035
Nitratiruptoraceae,2795691,28,46,0.01,0.0,56,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,11,19.64,1.867,0.536
Methanocellales.U.family,570264,11,39,0.0,0.0,56,14,0.0,0.01,0,0,14,0,14,matched,Archaea,6,10.71,0.786,1.273
Sneathiellaceae,510685,43,138,0.02,0.01,56,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,17,30.36,2.867,0.349
Geminocystaceae,2815910,31,81,0.01,0.01,54,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,41,75.93,1.107,0.903
Mesoaciditogaceae,1769717,13,28,0.01,0.0,54,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,3,5.56,2.167,0.462
Desulfococcaceae,2931039,204,589,0.08,0.05,54,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,10,18.52,14.571,0.069
Salinisphaeraceae,742031,39,87,0.02,0.01,53,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,27,50.94,1.393,0.718
Desulfonatronovibrionaceae,3031459,12,30,0.0,0.0,53,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,3,5.66,1.5,0.667
Thermoanaerobaculaceae,2562242,708,2663,0.29,0.24,52,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,5.77,177.0,0.006
Calotrichaceae,2661849,71,212,0.03,0.02,52,37,0.0,0.04,0,0,37,0,37,matched,Bacteria,38,73.08,1.919,0.521
Desulfomicrobiaceae,213116,46,410,0.02,0.04,51,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,9,17.65,3.286,0.304
Hydrogenophilaceae,206349,184,741,0.07,0.07,51,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,16,31.37,11.5,0.087
Bruguierivoracaceae,2812006,55,108,0.02,0.01,50,35,0.0,0.03,0,0,35,0,35,matched,Bacteria,36,72.0,1.571,0.636
Amoebophilaceae,1501348,157,537,0.06,0.05,49,24,0.0,0.02,0,0,24,0,24,matched,Bacteria,24,48.98,6.542,0.153
