family,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Bunonematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bougainvilliidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stercorariidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Brachypteraciidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Brachystomellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leptochitonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tetrabaenaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Araucariaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calcarisporiellaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Callaeidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Longipediidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lingulodiniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Symmetrosporaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Taccaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Olpidiaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Limeaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Symplocaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Limacinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Synallactidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Onchidorididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leucopsacidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bucconidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lessoniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bullinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophryocystidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Notiomystidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Botryochloridaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cannaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caprellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Capitellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Macarthuriaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bolitaenidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Onychoteuthidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Borealophlyctidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bornellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stenostiridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Streblomastigidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bryopsidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bryaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Buliminidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Takakiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lingulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oithonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tamoyidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Licmophoraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Noelaerhabdaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Metidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mysidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amblystegiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Metchnikovellidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Vaucheriaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Vesicomyidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lomanotidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Achatinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Monodellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acrasidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acrocirridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ligiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Vitrellaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amoebidiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesotaeniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Uteriporidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amphiacanthidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amphidiniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Urotrygonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Upupidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amphisiellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ulvellaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesogammaridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Moniliellaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Symbiotaphrinaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calophyllaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stylonemataceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Campephagidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophionereidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lithophyllaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiocytiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Odontellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Temnopleuridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Callochitonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calliostomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leucodontaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Alvinellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Loranthaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiotrichidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bythotiaridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nyssaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ulotrichaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesocestoididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Urechidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Microteaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mycotyphaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Alcyonidiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Allantonematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Microlaimidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tetraphidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Japygidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Isochrysidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Seisonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clausiliidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paraliaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Semelidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Isohypsibiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cistaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cirrosporiaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cirolanidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Jacanidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cidaridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cibotiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Parachordodidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chrysozymaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ischnochitonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Solemyidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Solenidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Klebsormidiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caudinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lecudinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spirogloeaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leidyanidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cephalotaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cavosteliaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Orthonychidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lembophyllaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caulerpaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lepadidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caryocaraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Carybdeidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chrysotrichaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haemoproteidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Physaraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fissurellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Portulacaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halimedaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fabreidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Prasinococcaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Prasiolaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phyllophoridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Priapulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhodymeniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oreohelicidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chromadoridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Choristocarpaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kallymeniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chroomonadaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sinentomidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Siphonodentaliidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sipunculidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chlorokybaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pandanaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chlorocystidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chlorococcaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sigmoideomycetaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kewaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Smilacaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chirodropidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chiridotidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chionosphaeraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Soboliphymatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chionididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chordariaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corynidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corymorphidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Icacinaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cordiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corcoracidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Schendylidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ichthyophonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Culicosporidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clytiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pelagothuriidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cryptopidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pedionomidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hydrodictyaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Darwinulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hyalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Squatinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhopaluridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hyalogyrinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhynchobatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dermatemydidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pentaphylacaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Penicillidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dentaliidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paratrimastigidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clionidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Zythiaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scutigeridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cochliopodiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Comatulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scolopendridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hydruraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhopalonematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Carukiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Staphyleaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Steatornithidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ostreobiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ceratodontidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lardizabalaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chattonellaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Characiochloridaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Characeae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paeoniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oxyuridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spengelidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphacelariaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Labidiasteridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chaetophoraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pauropodidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerocystidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaeromyxidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerosporidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Certesiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Laodiceidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
