genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Starmerella,0,0,0.0,0.0,56,31,53,0.11,0.15,94.64,,,0,0,0,ncbi_only,Eukaryota,0.0
Leccinum,0,0,0.0,0.0,56,52,56,0.11,0.25,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kluyveromyces,0,0,0.0,0.0,54,10,53,0.11,0.05,98.15,,,0,0,0,ncbi_only,Eukaryota,0.0
Gyromitra,0,0,0.0,0.0,54,33,54,0.11,0.16,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plasmodiophora,0,0,0.0,0.0,52,1,52,0.1,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phyllosticta,0,0,0.0,0.0,52,7,52,0.1,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oscheius,0,0,0.0,0.0,52,19,52,0.1,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Macaca,0,0,0.0,0.0,51,15,51,0.1,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erebia,0,0,0.0,0.0,50,26,50,0.1,0.13,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lasallia,0,0,0.0,0.0,50,2,1,0.1,0.01,2.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Wallemia,0,0,0.0,0.0,49,3,49,0.1,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acropora,0,0,0.0,0.0,48,25,48,0.1,0.12,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhizoctonia,0,0,0.0,0.0,46,1,46,0.09,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Xylaria,0,0,0.0,0.0,46,37,46,0.09,0.18,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Capra,0,0,0.0,0.0,45,5,45,0.09,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sus,0,0,0.0,0.0,45,2,45,0.09,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Schizophyllum,0,0,0.0,0.0,45,3,45,0.09,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eucalyptus,0,0,0.0,0.0,45,37,45,0.09,0.18,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sclerotinia,0,0,0.0,0.0,44,12,44,0.09,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Termitomyces,0,0,0.0,0.0,44,44,44,0.09,0.21,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geotrichum,0,0,0.0,0.0,44,16,44,0.09,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Micromonas,0,0,0.0,0.0,44,15,4,0.09,0.07,9.09,,,0,0,0,ncbi_only,Eukaryota,0.0
Gallus,0,0,0.0,0.0,44,1,44,0.09,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sporothrix,0,0,0.0,0.0,43,23,41,0.09,0.11,95.35,,,0,0,0,ncbi_only,Eukaryota,0.0
Xenotilapia,0,0,0.0,0.0,43,20,43,0.09,0.1,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ascochyta,0,0,0.0,0.0,42,8,42,0.08,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oryzias,0,0,0.0,0.0,42,8,42,0.08,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pleurotus,0,0,0.0,0.0,41,14,41,0.08,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cladosporium,0,0,0.0,0.0,41,25,41,0.08,0.12,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bipolaris,0,0,0.0,0.0,41,9,41,0.08,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Panicum,0,0,0.0,0.0,41,4,41,0.08,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eutypa,0,0,0.0,0.0,41,1,41,0.08,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyclospora,0,0,0.0,0.0,41,1,41,0.08,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neofusicoccum,0,0,0.0,0.0,41,10,41,0.08,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Emesis,0,0,0.0,0.0,40,37,40,0.08,0.18,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ustilago,0,0,0.0,0.0,39,17,39,0.08,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Desmognathus,0,0,0.0,0.0,39,38,39,0.08,0.18,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Isoodon,0,0,0.0,0.0,39,5,39,0.08,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mycosarcoma,0,0,0.0,0.0,39,2,39,0.08,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Giardia,0,0,0.0,0.0,38,2,38,0.08,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mustela,0,0,0.0,0.0,38,8,38,0.08,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Quercus,0,0,0.0,0.0,38,22,38,0.08,0.11,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mucor,0,0,0.0,0.0,37,14,37,0.07,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anas,0,0,0.0,0.0,37,12,37,0.07,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Citrullus,0,0,0.0,0.0,37,7,37,0.07,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chenopodium,0,0,0.0,0.0,36,13,36,0.07,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lentinula,0,0,0.0,0.0,36,10,35,0.07,0.05,97.22,,,0,0,0,ncbi_only,Eukaryota,0.0
Cladonia,0,0,0.0,0.0,36,26,15,0.07,0.13,41.67,,,0,0,0,ncbi_only,Eukaryota,0.0
Medicago,0,0,0.0,0.0,36,5,36,0.07,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chlorella,0,0,0.0,0.0,36,14,34,0.07,0.07,94.44,,,0,0,0,ncbi_only,Eukaryota,0.0
Papilio,0,0,0.0,0.0,36,23,36,0.07,0.11,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fraxinus,0,0,0.0,0.0,36,25,36,0.07,0.12,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cutaneotrichosporon,0,0,0.0,0.0,36,18,36,0.07,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Brettanomyces,0,0,0.0,0.0,36,6,34,0.07,0.03,94.44,,,0,0,0,ncbi_only,Eukaryota,0.0
Cercospora,0,0,0.0,0.0,35,18,35,0.07,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Linum,0,0,0.0,0.0,35,5,35,0.07,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Canis,0,0,0.0,0.0,35,2,35,0.07,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Metarhizium,0,0,0.0,0.0,35,13,35,0.07,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kodamaea,0,0,0.0,0.0,34,24,32,0.07,0.12,94.12,,,0,0,0,ncbi_only,Eukaryota,0.0
Pyrrhopyge,0,0,0.0,0.0,34,22,34,0.07,0.11,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mycena,0,0,0.0,0.0,34,31,34,0.07,0.15,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Meloidogyne,0,0,0.0,0.0,34,11,34,0.07,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trebouxia,0,0,0.0,0.0,34,12,12,0.07,0.06,35.29,,,0,0,0,ncbi_only,Eukaryota,0.0
Vigna,0,0,0.0,0.0,34,9,34,0.07,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Carex,0,0,0.0,0.0,34,20,34,0.07,0.1,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haemorhous,0,0,0.0,0.0,34,1,34,0.07,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhizopogon,0,0,0.0,0.0,33,11,33,0.07,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Petrochromis,0,0,0.0,0.0,33,15,33,0.07,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Didymella,0,0,0.0,0.0,33,11,33,0.07,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Blastomyces,0,0,0.0,0.0,33,6,33,0.07,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tylopilus,0,0,0.0,0.0,33,25,33,0.07,0.12,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lasiodiplodia,0,0,0.0,0.0,33,11,33,0.07,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Meyerozyma,0,0,0.0,0.0,32,7,31,0.06,0.03,96.88,,,0,0,0,ncbi_only,Eukaryota,0.0
Hypoxylon,0,0,0.0,0.0,32,26,32,0.06,0.13,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clupea,0,0,0.0,0.0,32,1,32,0.06,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suhomyces,0,0,0.0,0.0,32,31,32,0.06,0.15,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eupithecia,0,0,0.0,0.0,32,16,32,0.06,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Andrena,0,0,0.0,0.0,31,16,31,0.06,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Camellia,0,0,0.0,0.0,31,8,31,0.06,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hermetia,0,0,0.0,0.0,31,1,5,0.06,0.0,16.13,,,0,0,0,ncbi_only,Eukaryota,0.0
Capsicum,0,0,0.0,0.0,31,5,31,0.06,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Babesia,0,0,0.0,0.0,31,12,29,0.06,0.06,93.55,,,0,0,0,ncbi_only,Eukaryota,0.0
Morchella,0,0,0.0,0.0,30,23,30,0.06,0.11,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Podarcis,0,0,0.0,0.0,30,14,30,0.06,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudogymnoascus,0,0,0.0,0.0,30,27,30,0.06,0.13,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Blastobotrys,0,0,0.0,0.0,30,26,30,0.06,0.13,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Toxoplasma,0,0,0.0,0.0,29,1,29,0.06,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kurtzmaniella,0,0,0.0,0.0,29,18,29,0.06,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiostoma,0,0,0.0,0.0,29,19,29,0.06,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tolypocladium,0,0,0.0,0.0,29,17,29,0.06,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melitaea,0,0,0.0,0.0,28,13,28,0.06,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trichinella,0,0,0.0,0.0,28,13,28,0.06,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Maudiozyma,0,0,0.0,0.0,28,8,26,0.06,0.04,92.86,,,0,0,0,ncbi_only,Eukaryota,0.0
Suillus,0,0,0.0,0.0,28,25,28,0.06,0.12,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Orbilia,0,0,0.0,0.0,28,6,28,0.06,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplodia,0,0,0.0,0.0,28,6,28,0.06,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pyrrhura,0,0,0.0,0.0,27,26,27,0.05,0.13,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nematocida,0,0,0.0,0.0,27,14,27,0.05,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Salix,0,0,0.0,0.0,27,11,27,0.05,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tropheus,0,0,0.0,0.0,27,13,27,0.05,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Naganishia,0,0,0.0,0.0,27,17,27,0.05,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Equus,0,0,0.0,0.0,27,4,27,0.05,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Muschampia,0,0,0.0,0.0,27,23,27,0.05,0.11,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arachis,0,0,0.0,0.0,27,6,27,0.05,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mythimna,0,0,0.0,0.0,26,11,26,0.05,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Akanthomyces,0,0,0.0,0.0,26,4,26,0.05,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Friedmanniomyces,0,0,0.0,0.0,26,2,26,0.05,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aphanomyces,0,0,0.0,0.0,26,5,26,0.05,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trifolium,0,0,0.0,0.0,26,9,26,0.05,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oncorhynchus,0,0,0.0,0.0,25,9,25,0.05,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Panthera,0,0,0.0,0.0,25,5,25,0.05,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amazona,0,0,0.0,0.0,25,20,25,0.05,0.1,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Zaprionus,0,0,0.0,0.0,25,18,25,0.05,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trametes,0,0,0.0,0.0,24,16,24,0.05,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bactrocera,0,0,0.0,0.0,24,9,24,0.05,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rosa,0,0,0.0,0.0,24,11,24,0.05,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Juglans,0,0,0.0,0.0,24,10,24,0.05,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Armillaria,0,0,0.0,0.0,24,15,24,0.05,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elsinoe,0,0,0.0,0.0,24,7,24,0.05,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lactarius,0,0,0.0,0.0,24,16,24,0.05,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lasioglossum,0,0,0.0,0.0,24,15,24,0.05,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Accipiter,0,0,0.0,0.0,24,22,24,0.05,0.11,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fragaria,0,0,0.0,0.0,24,8,24,0.05,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clonostachys,0,0,0.0,0.0,24,7,24,0.05,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Apiotrichum,0,0,0.0,0.0,24,21,24,0.05,0.1,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lamprologus,0,0,0.0,0.0,23,12,23,0.05,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ilyonectria,0,0,0.0,0.0,23,5,23,0.05,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Saturnispora,0,0,0.0,0.0,23,18,23,0.05,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Apiospora,0,0,0.0,0.0,23,14,23,0.05,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Monascus,0,0,0.0,0.0,23,3,23,0.05,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nicotiana,0,0,0.0,0.0,23,13,23,0.05,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Curvularia,0,0,0.0,0.0,23,15,23,0.05,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Petrogale,0,0,0.0,0.0,22,13,22,0.04,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hibiscus,0,0,0.0,0.0,22,9,22,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Larix,0,0,0.0,0.0,22,4,22,0.04,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhododendron,0,0,0.0,0.0,22,16,22,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euphorbia,0,0,0.0,0.0,22,15,22,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eimeria,0,0,0.0,0.0,22,12,22,0.04,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clarias,0,0,0.0,0.0,22,12,21,0.04,0.06,95.45,,,0,0,0,ncbi_only,Eukaryota,0.0
Pan,0,0,0.0,0.0,22,2,22,0.04,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Panagrolaimus,0,0,0.0,0.0,22,11,22,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Monosporozyma,0,0,0.0,0.0,21,7,21,0.04,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Raphanus,0,0,0.0,0.0,21,3,21,0.04,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ganoderma,0,0,0.0,0.0,21,9,21,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Buteo,0,0,0.0,0.0,21,16,21,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melanotaenia,0,0,0.0,0.0,21,19,21,0.04,0.09,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sugiyamaella,0,0,0.0,0.0,21,20,21,0.04,0.1,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spathaspora,0,0,0.0,0.0,21,16,21,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Telmatochromis,0,0,0.0,0.0,21,11,21,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sungouiella,0,0,0.0,0.0,21,16,21,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acleris,0,0,0.0,0.0,20,10,20,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calidris,0,0,0.0,0.0,20,14,20,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Myotis,0,0,0.0,0.0,20,13,20,0.04,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Colias,0,0,0.0,0.0,20,10,20,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sminthopsis,0,0,0.0,0.0,20,16,20,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clarireedia,0,0,0.0,0.0,20,8,20,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spodoptera,0,0,0.0,0.0,20,5,20,0.04,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cheilosia,0,0,0.0,0.0,20,9,20,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Julidochromis,0,0,0.0,0.0,20,10,20,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ceratobasidium,0,0,0.0,0.0,20,16,20,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Schwanniomyces,0,0,0.0,0.0,20,7,20,0.04,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Boloria,0,0,0.0,0.0,20,10,20,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dothistroma,0,0,0.0,0.0,20,2,20,0.04,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tricholoma,0,0,0.0,0.0,20,11,20,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neonectria,0,0,0.0,0.0,20,12,19,0.04,0.06,95.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhinolophus,0,0,0.0,0.0,19,8,19,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heterobasidion,0,0,0.0,0.0,19,4,19,0.04,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cataglyphis,0,0,0.0,0.0,19,16,19,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ixodes,0,0,0.0,0.0,19,6,19,0.04,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aedes,0,0,0.0,0.0,19,5,19,0.04,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Salmo,0,0,0.0,0.0,19,2,19,0.04,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aegilops,0,0,0.0,0.0,19,8,19,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Agaricus,0,0,0.0,0.0,19,5,19,0.04,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spialia,0,0,0.0,0.0,19,15,19,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anguilla,0,0,0.0,0.0,19,8,19,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chaetomium,0,0,0.0,0.0,19,9,19,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Musa,0,0,0.0,0.0,19,10,19,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Inocybe,0,0,0.0,0.0,19,17,19,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ambrosiozyma,0,0,0.0,0.0,19,14,19,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Vireo,0,0,0.0,0.0,19,19,18,0.04,0.09,94.74,,,0,0,0,ncbi_only,Eukaryota,0.0
Amanita,0,0,0.0,0.0,18,16,18,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Barnettozyma,0,0,0.0,0.0,18,15,18,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phytopythium,0,0,0.0,0.0,18,14,18,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mytilus,0,0,0.0,0.0,18,5,18,0.04,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Daldinia,0,0,0.0,0.0,18,12,18,0.04,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pyrgus,0,0,0.0,0.0,18,9,18,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Adineta,0,0,0.0,0.0,18,3,18,0.04,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Zygaena,0,0,0.0,0.0,18,9,18,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Microtus,0,0,0.0,0.0,18,9,18,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiocordyceps,0,0,0.0,0.0,18,11,18,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phylloporus,0,0,0.0,0.0,18,17,18,0.04,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bombyx,0,0,0.0,0.0,18,3,18,0.04,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trachypithecus,0,0,0.0,0.0,18,13,18,0.04,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fulvia,0,0,0.0,0.0,18,1,18,0.04,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Linnemannia,0,0,0.0,0.0,18,7,16,0.04,0.03,88.89,,,0,0,0,ncbi_only,Eukaryota,0.0
Lepidiolamprologus,0,0,0.0,0.0,18,9,18,0.04,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Vaccinium,0,0,0.0,0.0,18,10,18,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kwoniella,0,0,0.0,0.0,18,15,18,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nakazawaea,0,0,0.0,0.0,18,15,18,0.04,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Brachionus,0,0,0.0,0.0,18,10,18,0.04,0.05,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lichtheimia,0,0,0.0,0.0,17,5,17,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Apodemia,0,0,0.0,0.0,17,15,17,0.03,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Costus,0,0,0.0,0.0,17,17,17,0.03,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Taeniopygia,0,0,0.0,0.0,17,1,17,0.03,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Peronospora,0,0,0.0,0.0,17,5,17,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cenchrus,0,0,0.0,0.0,17,3,17,0.03,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kazachstania,0,0,0.0,0.0,17,15,16,0.03,0.07,94.12,,,0,0,0,ncbi_only,Eukaryota,0.0
Lupinus,0,0,0.0,0.0,17,5,17,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oreochromis,0,0,0.0,0.0,17,7,17,0.03,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Xerocomus,0,0,0.0,0.0,17,16,17,0.03,0.08,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cygnus,0,0,0.0,0.0,17,5,17,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Entamoeba,0,0,0.0,0.0,17,5,17,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epinephelus,0,0,0.0,0.0,17,12,17,0.03,0.06,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Theileria,0,0,0.0,0.0,16,6,16,0.03,0.03,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ara,0,0,0.0,0.0,16,8,16,0.03,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lasius,0,0,0.0,0.0,16,8,16,0.03,0.04,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plantago,0,0,0.0,0.0,16,15,16,0.03,0.07,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Helicoverpa,0,0,0.0,0.0,16,4,16,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Blumeria,0,0,0.0,0.0,16,2,16,0.03,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arxiozyma,0,0,0.0,0.0,16,5,16,0.03,0.02,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Podila,0,0,0.0,0.0,16,7,15,0.03,0.03,93.75,,,0,0,0,ncbi_only,Eukaryota,0.0
